,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
739,0.04878048780487805,0.0,0.0,0.0,0.0433996383363472,0.02703054242930134,0.09,0.10102325581395348,0.20423702475914224,0.003577547545591487,0.026515151515151516,0.003577793738195941,0.03816793893129771,0.0,0.0,0.0,0.21621621621621623,0.11666666666666667,0.04277286135693215,0.04439252336448598,0.0
1290,0.041811846689895474,0.0,0.0,0.0,0.011754068716094032,0.0058847151469537135,0.145,0.06511627906976744,0.06899409509996893,0.0005022113215463713,0.007575757575757576,0.0005020881547096534,0.030534351145038167,0.0,0.017241379310344827,0.0,0.1891891891891892,0.041666666666666664,0.011799410029498525,0.011682242990654205,0.0
4,0.08362369337979095,0.045454545454545456,0.0,0.045454545454545456,0.05244122965641953,0.032170197074816706,0.055,0.173953488372093,0.14114782969025175,0.007333510650793151,0.030303030303030304,0.007333479637166494,0.08015267175572519,0.0,0.034482758620689655,0.0,0.2972972972972973,0.08333333333333333,0.06047197640117994,0.0397196261682243,0.045454545454545456
2068,0.010452961672473868,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
903,0.12195121951219512,0.045454545454545456,0.0,0.045454545454545456,0.06781193490054249,0.04601064299984089,0.05,0.1838139534883721,0.1909768983735626,0.011085532911882632,0.04545454545454545,0.01108528626783355,0.11450381679389313,0.022727272727272728,0.05172413793103448,0.0,0.32432432432432434,0.14166666666666666,0.06932153392330384,0.06542056074766354,0.045454545454545456
1091,0.006968641114982578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,0.003484320557491289,0.0,0.0,0.0,0.0054249547920434,0.0019586251486963966,0.2,0.046511627906976744,0.032114368590075625,0.00011936447361667983,0.003787878787878788,0.00011914895503595527,0.0,0.0,0.0,0.0,0.13513513513513514,0.008333333333333333,0.007374631268436578,0.002336448598130841,0.0
1727,0.010452961672473868,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
1752,0.010452961672473868,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.25,0.037209302325581395,0.030042473842328807,7.148937522257687e-05,0.0,7.148937302157316e-05,0.007633587786259542,0.0,0.0,0.0,0.10810810810810811,0.008333333333333333,0.0058997050147492625,0.002336448598130841,0.0
605,0.059233449477351915,0.0,0.0,0.0,0.048824593128390596,0.031667596939948126,0.08,0.11516279069767442,0.20993473531544599,0.004777134335771187,0.030303030303030304,0.004777041825162486,0.04198473282442748,0.022727272727272728,0.034482758620689655,0.0,0.24324324324324326,0.13333333333333333,0.0471976401179941,0.0514018691588785,0.0
1890,0.06620209059233449,0.045454545454545456,0.0,0.045454545454545456,0.029837251356238697,0.018583576846045245,0.055,0.16279069767441862,0.08712317414275354,0.003964427601167241,0.01893939393939394,0.003964612206173135,0.04961832061068702,0.022727272727272728,0.034482758620689655,0.16666666666666666,0.3783783783783784,0.06666666666666667,0.03392330383480826,0.02336448598130841,0.045454545454545456
1962,0.006968641114982578,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
314,0.20905923344947736,0.09090909090909091,0.0,0.022727272727272728,0.13381555153707053,0.10323381513912427,0.03,0.29767441860465116,0.26463275665596186,0.0402698542266369,0.10227272727272728,0.040270130077408026,0.14885496183206107,0.22727272727272727,0.1206896551724138,0.0,0.43243243243243246,0.25,0.12979351032448377,0.14018691588785046,0.09090909090909091
1446,0.006968641114982578,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
786,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
174,0.1289198606271777,0.09090909090909091,0.08,0.06818181818181818,0.08408679927667269,0.05818291109028871,0.04,0.24186046511627907,0.18356987465036775,0.01844074899313742,0.056818181818181816,0.018440933152448595,0.1297709923664122,0.0,0.034482758620689655,0.0,0.35135135135135137,0.15,0.084070796460177,0.08411214953271028,0.09090909090909091
1553,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.25,0.037209302325581395,0.030042473842328807,7.148937522257687e-05,0.0,7.148937302157316e-05,0.0,0.0,0.0,0.0,0.10810810810810811,0.008333333333333333,0.0058997050147492625,0.002336448598130841,0.0
286,1.0,1.0,0.24,1.0,0.7179023508137432,0.6602574626017513,0.01,0.8353488372093023,0.6031803584377914,0.7227247636578804,0.6590909090909091,0.7227248645581181,1.0,0.20454545454545456,0.25862068965517243,0.0,0.6216216216216216,0.6083333333333333,0.7507374631268436,0.6658878504672897,1.0
1148,0.07665505226480836,0.022727272727272728,0.0,0.022727272727272728,0.04159132007233273,0.025515165138240297,0.085,0.11162790697674418,0.17440174039158812,0.0037323488283731907,0.026515151515151516,0.0037324102891495756,0.061068702290076333,0.0,0.034482758620689655,0.0,0.24324324324324326,0.1,0.04424778761061947,0.037383177570093455,0.022727272727272728
1196,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.5,0.018604651162790697,0.041437894954936286,2.4630275701146208e-05,0.0,2.43839721934048e-05,0.003816793893129771,0.0,0.0,0.0,0.05405405405405406,0.016666666666666666,0.0029498525073746312,0.004672897196261682,0.0
961,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
21,0.11846689895470383,0.045454545454545456,0.0,0.045454545454545456,0.09764918625678119,0.06692158680207405,0.04,0.24186046511627907,0.21112607479540038,0.021210577434954445,0.06818181818181818,0.021210730721144894,0.11450381679389313,0.0,0.05172413793103448,0.0,0.32432432432432434,0.15,0.10176991150442478,0.0911214953271028,0.045454545454545456
471,0.010452961672473868,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.007633587786259542,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
954,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
2083,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.25,0.037209302325581395,0.030042473842328807,7.148937522257687e-05,0.0,7.148937302157316e-05,0.0,0.0,0.0,0.0,0.10810810810810811,0.008333333333333333,0.0058997050147492625,0.002336448598130841,0.0
1095,0.06968641114982578,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
1604,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
382,0.027874564459930314,0.0,0.0,0.0,0.017179023508137433,0.009135199436279648,0.125,0.07441860465116279,0.093649642598156,0.0008908770721104584,0.007575757575757576,0.000890569166245489,0.015267175572519083,0.0,0.034482758620689655,0.0,0.1891891891891892,0.058333333333333334,0.016224188790560472,0.018691588785046728,0.0
1586,0.013937282229965157,0.0,0.0,0.0,0.006329113924050633,0.002481430314112456,0.25,0.037209302325581395,0.05091681342587796,0.00012099622938188075,0.003787878787878788,0.00012081149859459652,0.015267175572519083,0.0,0.0,0.0,0.10810810810810811,0.025,0.0058997050147492625,0.007009345794392523,0.0
1427,0.020905923344947737,0.0,0.0,0.0,0.0081374321880651,0.0034095989048873445,0.2,0.046511627906976744,0.055941158189163995,0.00020781795122842115,0.003787878787878788,0.00020781794483015455,0.015267175572519083,0.022727272727272728,0.0,0.0,0.13513513513513514,0.025,0.008849557522123894,0.007009345794392523,0.0
1167,0.20209059233449478,0.22727272727272727,0.0,0.22727272727272727,0.12477396021699819,0.09145428232994311,0.035,0.27293023255813953,0.2556200145032632,0.032718396423733226,0.0909090909090909,0.03271830305287332,0.1984732824427481,0.022727272727272728,0.05172413793103448,0.08333333333333333,0.40540540540540543,0.19166666666666668,0.13716814159292035,0.10514018691588785,0.22727272727272727
1984,0.006968641114982578,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
1058,0.06620209059233449,0.045454545454545456,0.08,0.045454545454545456,0.04701627486437613,0.030865709790094988,0.035,0.2827906976744186,0.08323837149072827,0.011438392399146178,0.030303030303030304,0.011438299683451707,0.05343511450381679,0.0,0.06896551724137931,0.0,0.43243243243243246,0.08333333333333333,0.048672566371681415,0.04439252336448598,0.045454545454545456
1732,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1481,0.0,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
223,0.18815331010452963,0.09090909090909091,0.0,0.09090909090909091,0.10669077757685352,0.07643310493230052,0.05,0.18753488372093025,0.3109396042681032,0.018789790787667286,0.07575757575757576,0.018790067299763253,0.183206106870229,0.0,0.0,0.0,0.2972972972972973,0.2,0.10914454277286136,0.102803738317757,0.07954545454545454
1231,0.08362369337979095,0.045454545454545456,0.0,0.045454545454545456,0.051537070524412296,0.031615821549170205,0.05,0.17767441860465116,0.13586449808349735,0.007357740684514154,0.030303030303030304,0.007357863609359899,0.07633587786259542,0.0,0.017241379310344827,0.0,0.2702702702702703,0.09166666666666666,0.05309734513274336,0.04906542056074766,0.045454545454545456
2018,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
253,0.020905923344947737,0.022727272727272728,0.0,0.022727272727272728,0.0162748643761302,0.007550367352711642,0.145,0.06511627906976744,0.08846990572878896,0.0006443280123419849,0.007575757575757576,0.0006445127195665861,0.019083969465648856,0.0,0.0,0.0,0.1891891891891892,0.025,0.022123893805309734,0.007009345794392523,0.022727272727272728
1964,0.013937282229965157,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.011450381679389313,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1692,0.09407665505226481,0.045454545454545456,0.08,0.022727272727272728,0.10759493670886076,0.07942597508214609,0.035,0.2558139534883721,0.23692116440484823,0.026626066941210086,0.07954545454545454,0.026626189272825614,0.08396946564885496,0.0,0.06896551724137931,0.0,0.35135135135135137,0.21666666666666667,0.0943952802359882,0.12850467289719625,0.045454545454545456
134,0.25435540069686413,0.09090909090909091,0.08,0.06818181818181818,0.11844484629294756,0.09188869048671393,0.035,0.2688372093023256,0.2607997513726303,0.03237566613735178,0.0909090909090909,0.03237581907979323,0.17557251908396945,0.20454545454545456,0.1896551724137931,0.25,0.43243243243243246,0.25833333333333336,0.11061946902654868,0.1308411214953271,0.09090909090909091
1472,0.13240418118466898,0.06818181818181818,0.0,0.06818181818181818,0.06329113924050633,0.04419850432261373,0.05,0.18455813953488373,0.18274111675126903,0.010690678804548633,0.04545454545454545,0.010690709263249365,0.08778625954198473,0.09090909090909091,0.08620689655172414,0.4166666666666667,0.35135135135135137,0.15833333333333333,0.06047197640117994,0.06775700934579439,0.06818181818181818
1025,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1550,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
1209,0.041811846689895474,0.0,0.0,0.0,0.009041591320072333,0.004003121677219586,0.21,0.044651162790697675,0.06842432404433856,0.00023423392191790045,0.003787878787878788,0.00023441864176841436,0.026717557251908396,0.0,0.017241379310344827,0.0,0.10810810810810811,0.041666666666666664,0.0058997050147492625,0.014018691588785047,0.0
700,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
322,0.33797909407665505,0.36363636363636365,0.08,0.3181818181818182,0.27757685352622063,0.23681811178938275,0.015,0.5813953488372093,0.31083600953071583,0.18042803786202927,0.23863636363636362,0.1804280938827264,0.31297709923664124,0.0,0.2413793103448276,0.0,0.6216216216216216,0.38333333333333336,0.26843657817109146,0.29205607476635514,0.36363636363636365
1480,0.0,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.335,0.027906976744186046,0.04009116336890086,5.360163749461944e-05,0.0,5.375557506273331e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.016666666666666666,0.004424778761061947,0.004672897196261682,0.0
671,0.006968641114982578,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.5,0.018604651162790697,0.041437894954936286,2.4630275701146208e-05,0.0,2.43839721934048e-05,0.007633587786259542,0.0,0.0,0.0,0.05405405405405406,0.016666666666666666,0.0029498525073746312,0.004672897196261682,0.0
1124,0.027874564459930314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,0.010452961672473868,0.0,0.0,0.0,0.006329113924050633,0.002481430314112456,0.2,0.046511627906976744,0.040712731793224904,0.00015126068064966417,0.003787878787878788,0.0001512914638363525,0.007633587786259542,0.0,0.0,0.0,0.13513513513513514,0.016666666666666666,0.007374631268436578,0.004672897196261682,0.0
971,0.003484320557491289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.21602787456445993,0.18181818181818182,0.28,0.18181818181818182,0.17992766726943943,0.13719594586062067,0.025,0.34548837209302324,0.3030146068579716,0.062119094710522064,0.13636363636363635,0.06211927752507116,0.19083969465648856,0.09090909090909091,0.1206896551724138,0.0,0.43243243243243246,0.23333333333333334,0.1976401179941003,0.15186915887850466,0.18181818181818182
1702,0.09059233449477352,0.09090909090909091,0.12,0.09090909090909091,0.056962025316455694,0.0364763942102485,0.035,0.27348837209302324,0.10178182948306225,0.013072919070363495,0.03787878787878788,0.013073134182782256,0.07251908396946564,0.06818181818181818,0.05172413793103448,0.0,0.3783783783783784,0.08333333333333333,0.061946902654867256,0.04906542056074766,0.09090909090909091
1861,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1832,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
377,0.020905923344947737,0.0,0.0,0.0,0.011754068716094032,0.005678876398251254,0.165,0.05581395348837209,0.07764425567181187,0.00041538959969983076,0.003787878787878788,0.0004156358896603091,0.015267175572519083,0.0,0.017241379310344827,0.0,0.16216216216216217,0.041666666666666664,0.011799410029498525,0.011682242990654205,0.0
572,0.21951219512195122,0.25,0.16,0.25,0.1546112115732369,0.11249403320191646,0.025,0.3551627906976744,0.2416865223246659,0.05235934796394288,0.11363636363636363,0.052359592654660884,0.20229007633587787,0.09090909090909091,0.08620689655172414,0.0,0.40540540540540543,0.18333333333333332,0.1696165191740413,0.1308411214953271,0.25
1360,0.041811846689895474,0.0,0.0,0.0,0.012658227848101266,0.005873349817270755,0.2,0.046511627906976744,0.09634310577022688,0.0003579702694715337,0.007575757575757576,0.00035800104629407956,0.019083969465648856,0.09090909090909091,0.034482758620689655,0.0,0.13513513513513514,0.041666666666666664,0.01327433628318584,0.011682242990654205,0.0
361,0.07317073170731707,0.045454545454545456,0.0,0.045454545454545456,0.0461121157323689,0.02913312842064853,0.055,0.1706046511627907,0.13037397700196832,0.006510921018064121,0.030303030303030304,0.0065110747568252955,0.06870229007633588,0.022727272727272728,0.017241379310344827,0.0,0.2972972972972973,0.1,0.045722713864306784,0.04672897196261682,0.045454545454545456
1525,0.14982578397212543,0.09090909090909091,0.08,0.09090909090909091,0.08951175406871609,0.06250931325626798,0.04,0.24595348837209305,0.1939293483891018,0.020150644308000242,0.06439393939393939,0.020150582111918,0.13358778625954199,0.022727272727272728,0.06896551724137931,0.0,0.3783783783783784,0.15,0.09587020648967552,0.0794392523364486,0.07954545454545454
1559,0.003484320557491289,0.0,0.0,0.0,0.0027124773960217,0.0005998368443783292,0.5,0.018604651162790697,0.02460375012949342,1.4624226197555562e-05,0.0,1.4408710841557383e-05,0.0,0.0,0.0,0.0,0.05405405405405406,0.008333333333333333,0.0029498525073746312,0.002336448598130841,0.0
417,0.06620209059233449,0.0,0.0,0.0,0.051537070524412296,0.0325591439128557,0.115,0.08148837209302326,0.3052936910804931,0.003473053600929374,0.03409090909090909,0.003473053494001543,0.061068702290076333,0.0,0.0,0.0,0.1891891891891892,0.13333333333333333,0.05457227138643068,0.04672897196261682,0.0
1471,0.1602787456445993,0.09090909090909091,0.16,0.06818181818181818,0.10126582278481013,0.0772160498660154,0.03,0.32558139534883723,0.18098000621568422,0.03294450235466975,0.07575757575757576,0.03294440897684853,0.12213740458015267,0.11363636363636363,0.10344827586206896,0.16666666666666666,0.5405405405405406,0.2,0.10324483775811209,0.09813084112149532,0.09090909090909091
1187,0.041811846689895474,0.022727272727272728,0.0,0.022727272727272728,0.023508137432188065,0.012500599836844378,0.06,0.15069767441860465,0.06329638454366518,0.002468661745681258,0.011363636363636362,0.002468877184582236,0.03816793893129771,0.0,0.017241379310344827,0.0,0.24324324324324326,0.041666666666666664,0.025073746312684365,0.02102803738317757,0.022727272727272728
1548,0.027874564459930314,0.022727272727272728,0.0,0.0,0.012658227848101266,0.006115810183840522,0.17,0.054325581395348835,0.08603542940018646,0.00043490909319298917,0.007575757575757576,0.0004350322311777902,0.022900763358778626,0.0,0.017241379310344827,0.0,0.13513513513513514,0.05,0.01032448377581121,0.016355140186915886,0.022727272727272728
858,0.013937282229965157,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.011450381679389313,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
708,0.03832752613240418,0.0,0.0,0.0,0.03074141048824593,0.01790418269388621,0.095,0.09674418604651164,0.1411996270589454,0.0022698030572391287,0.01893939393939394,0.0022699261387315013,0.030534351145038167,0.0,0.0,0.0,0.21621621621621623,0.08333333333333333,0.030973451327433628,0.030373831775700934,0.0
1947,0.21602787456445993,0.18181818181818182,0.0,0.1590909090909091,0.16455696202531644,0.13287459495227824,0.02,0.434046511627907,0.23355433543975967,0.07558880752243101,0.13257575757575757,0.07558865125599624,0.21755725190839695,0.045454545454545456,0.034482758620689655,0.0,0.5945945945945946,0.275,0.16519174041297935,0.16355140186915887,0.18181818181818182
864,0.10801393728222997,0.06818181818181818,0.08,0.045454545454545456,0.0949367088607595,0.07008241126834554,0.045,0.21395348837209302,0.24997410131565315,0.019649171894724905,0.06818181818181818,0.01964904813839456,0.11450381679389313,0.0,0.0,0.0,0.35135135135135137,0.21666666666666667,0.08702064896755163,0.10747663551401869,0.06818181818181818
238,0.519163763066202,0.5909090909090909,0.84,0.38636363636363635,0.3960216998191682,0.3535678295503623,0.01,0.8682790697674418,0.3107842121620222,0.40227080674097393,0.3522727272727273,0.40227070199239223,0.4312977099236641,0.13636363636363635,0.41379310344827586,0.0,0.8108108108108109,0.45,0.39823008849557523,0.3925233644859813,0.5909090909090909
218,0.3344947735191638,0.29545454545454547,0.0,0.29545454545454547,0.2468354430379747,0.20280294286269926,0.015,0.5603720930232559,0.27618356987465037,0.1489178180371265,0.20454545454545456,0.14891790581579906,0.33587786259541985,0.045454545454545456,0.08620689655172414,0.0,0.5675675675675675,0.31666666666666665,0.24188790560471976,0.2546728971962617,0.29545454545454547
523,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
594,0.05226480836236934,0.0,0.0,0.0,0.03616636528028933,0.022186386355542872,0.085,0.11162790697674418,0.1516626955350668,0.0032455314291400363,0.022727272727272724,0.0032452850264676936,0.03435114503816794,0.022727272727272728,0.034482758620689655,0.0,0.24324324324324326,0.1,0.035398230088495575,0.037383177570093455,0.0
1746,0.041811846689895474,0.045454545454545456,0.0,0.045454545454545456,0.020795660036166366,0.01074781343685044,0.08,0.11906976744186047,0.06889050036258158,0.0016770138968017928,0.011363636363636362,0.001676952269482794,0.03816793893129771,0.022727272727272728,0.0,0.0,0.21621621621621623,0.041666666666666664,0.022123893805309734,0.018691588785046728,0.045454545454545456
1766,0.23344947735191637,0.18181818181818182,0.28,0.18181818181818182,0.17269439421338156,0.13006104444854158,0.02,0.4491162790697675,0.22096757484719773,0.07654649421738084,0.12878787878787878,0.0765462763457736,0.18702290076335878,0.1590909090909091,0.1724137931034483,0.0,0.4594594594594595,0.20833333333333334,0.17699115044247787,0.1658878504672897,0.18181818181818182
1628,0.003484320557491289,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
690,0.0,0.0,0.0,0.0,0.003616636528028933,0.001010251527374028,0.335,0.027906976744186046,0.027607997513726303,3.694541355171931e-05,0.0,3.713013947632095e-05,0.0,0.0,0.0,0.0,0.08108108108108109,0.008333333333333333,0.004424778761061947,0.002336448598130841,0.0
1029,0.003484320557491289,0.0,0.0,0.0,0.0045207956600361665,0.001466127529101558,0.25,0.037209302325581395,0.030042473842328807,7.148937522257687e-05,0.0,7.148937302157316e-05,0.0,0.0,0.0,0.0,0.10810810810810811,0.008333333333333333,0.0058997050147492625,0.002336448598130841,0.0
1242,0.14285714285714285,0.09090909090909091,0.08,0.06818181818181818,0.07866184448462929,0.05541987316292074,0.035,0.27125581395348836,0.15585828239925412,0.01970446686367398,0.056818181818181816,0.019704466257015933,0.09923664122137404,0.0,0.1206896551724138,0.0,0.40540540540540543,0.15,0.07669616519174041,0.08177570093457943,0.09090909090909091
890,0.08710801393728224,0.045454545454545456,0.0,0.045454545454545456,0.04701627486437613,0.030865709790094988,0.055,0.17544186046511628,0.13425877965399358,0.0070952435212291885,0.030303030303030304,0.007095181727094583,0.0648854961832061,0.0,0.10344827586206896,0.0,0.32432432432432434,0.11666666666666667,0.04424778761061947,0.0514018691588785,0.045454545454545456
1886,0.013937282229965157,0.0,0.0,0.0,0.006329113924050633,0.002481430314112456,0.25,0.037209302325581395,0.05091681342587796,0.00012099622938188075,0.003787878787878788,0.00012081149859459652,0.011450381679389313,0.0,0.0,0.0,0.10810810810810811,0.025,0.0058997050147492625,0.007009345794392523,0.0
1274,0.2229965156794425,0.25,0.0,0.25,0.15551537070524413,0.11398667983361158,0.03,0.29841860465116277,0.29146379363928315,0.044580521928473,0.11363636363636363,0.04458055134377854,0.22900763358778625,0.022727272727272728,0.034482758620689655,0.0,0.3783783783783784,0.2,0.17256637168141592,0.12850467289719625,0.25
1003,0.003484320557491289,0.0,0.0,0.0,0.0162748643761302,0.008654067146367767,0.145,0.06511627906976744,0.10141924790220656,0.0007384772412096163,0.007575757575757576,0.0007387235212229227,0.0,0.0,0.0,0.0,0.1891891891891892,0.058333333333333334,0.016224188790560472,0.016355140186915886,0.0
429,0.017421602787456445,0.0,0.0,0.0,0.009041591320072333,0.004003121677219586,0.2,0.046511627906976744,0.06567906350357401,0.00024399366866447963,0.003787878787878788,0.00024383972193404803,0.003816793893129771,0.0,0.0,0.0,0.13513513513513514,0.03333333333333333,0.008849557522123894,0.009345794392523364,0.0
263,0.09059233449477352,0.09090909090909091,0.08,0.06818181818181818,0.10216998191681737,0.07694707039685206,0.03,0.3213023255813953,0.18274111675126903,0.0324036522881172,0.07575757575757576,0.03240352813910392,0.08015267175572519,0.0,0.06896551724137931,0.0,0.5405405405405406,0.18333333333333332,0.11061946902654868,0.08878504672897196,0.09090909090909091
407,0.006968641114982578,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
1828,0.020905923344947737,0.0,0.0,0.0,0.012658227848101266,0.006338065519862808,0.145,0.06511627906976744,0.0742774267067233,0.0005408192787079179,0.007575757575757576,0.0005408808377446156,0.015267175572519083,0.0,0.0,0.0,0.1891891891891892,0.041666666666666664,0.01327433628318584,0.011682242990654205,0.0
2004,0.017421602787456445,0.0,0.0,0.0,0.0009041591320072332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.02702702702702703,0.0,0.0014749262536873156,0.0,0.0
