,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
328,0.014913657770800628,0.01675977653631285,0.016129032258064516,0.014084507042253521,0.009796533534287867,0.005275242380796912,0.035,0.14488554042306578,0.028646460752662268,0.0012459512846393556,0.005323868677905945,0.0009712701999209263,0.014453477868112014,0.0,0.01652892561983471,0.0,0.30434782608695654,0.021538461538461538,0.01012965964343598,0.009253139458030404,0.016666666666666666
293,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
250,0.033751962323390894,0.0446927374301676,0.024193548387096774,0.02112676056338028,0.034162270786234614,0.02110629267392508,0.035,0.13909011880614314,0.11940442345684962,0.0047856988563600876,0.02129547471162378,0.003730618455074686,0.026196928635953028,0.09090909090909091,0.06611570247933884,0.09090909090909091,0.2391304347826087,0.07692307692307693,0.03079416531604538,0.03965631196298744,0.044444444444444446
100,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
503,0.02197802197802198,0.0,0.0,0.0,0.01808590806330068,0.01048749414453419,0.055,0.08857336037863421,0.09321543873174962,0.0015137717184192379,0.01064773735581189,0.0011800295869876843,0.018066847335140017,0.0,0.05785123966942149,0.0,0.21739130434782608,0.055384615384615386,0.017017828200972446,0.01982815598149372,0.0
235,0.002354788069073783,0.0,0.0,0.0,0.002009545340366742,0.0007473112174164029,0.0,0.0,0.0,0.0,0.0008873114463176575,0.0,0.0018066847335140017,0.0,0.0,0.0,0.13043478260869565,0.0,0.0032414910858995136,0.0,0.0
309,0.007849293563579277,0.00558659217877095,0.0,0.007042253521126761,0.004019090680733484,0.0018021822552178708,0.085,0.05795421616922631,0.02447838866669879,0.00017027836356415735,0.001774622892635315,0.00013270432398515984,0.007226738934056007,0.0,0.008264462809917356,0.0,0.15217391304347827,0.012307692307692308,0.004051863857374392,0.0039656311962987445,0.005555555555555556
416,0.07299843014128729,0.027932960893854747,0.0,0.035211267605633804,0.05752323536799799,0.03950044004712763,0.025,0.21047039505457354,0.14768949067604684,0.013552615469517616,0.03992901508429459,0.010564662452405964,0.06413730803974707,0.0,0.1652892561983471,0.09090909090909091,0.3695652173913043,0.11692307692307692,0.05551053484602917,0.06080634500991408,0.027777777777777776
351,0.004709576138147566,0.0,0.0,0.0,0.0012559658377292139,0.0004586781552088805,0.2,0.02414759007051096,0.014937599383221704,1.805368817617628e-05,0.0008873114463176575,1.4047971273662907e-05,0.0027100271002710027,0.0,0.008264462809917356,0.0,0.08695652173913043,0.003076923076923077,0.0016207455429497568,0.0006609385327164573,0.0
511,0.007849293563579277,0.0111731843575419,0.0,0.007042253521126761,0.008289374529012811,0.004483867304498418,0.07,0.06954505940307157,0.05073965209849178,0.0005083484594089853,0.004436557231588288,0.00039628346871983973,0.008130081300813009,0.0,0.0,0.0,0.2391304347826087,0.03076923076923077,0.008508914100486223,0.007931262392597489,0.011111111111111112
423,0.10125588697017268,0.07262569832402235,0.04032258064516129,0.07042253521126761,0.08414971112785732,0.05770502410795823,0.025,0.21249879262049648,0.21367994988676337,0.01998989384617617,0.05767524401064774,0.015582728470160899,0.0939476061427281,0.09090909090909091,0.1487603305785124,0.18181818181818182,0.2826086956521739,0.12923076923076923,0.08225283630470016,0.08724388631857237,0.07222222222222222
483,0.0423861852433281,0.01675977653631285,0.0,0.014084507042253521,0.032655111780959555,0.021150356532807172,0.03,0.16420361247947454,0.10135883968582855,0.005661579801371617,0.02129547471162378,0.0044133498589747034,0.037940379403794036,0.0,0.09090909090909091,0.0,0.34782608695652173,0.08307692307692308,0.03079416531604538,0.0356906807666887,0.016666666666666666
99,0.002354788069073783,0.0,0.0,0.0,0.0012559658377292139,0.0004586781552088805,0.2,0.02414759007051096,0.014937599383221704,1.805368817617628e-05,0.0008873114463176575,1.4047971273662907e-05,0.0018066847335140017,0.0,0.0,0.0,0.08695652173913043,0.003076923076923077,0.0016207455429497568,0.0006609385327164573,0.0
282,0.03924646781789639,0.027932960893854747,0.0,0.028169014084507043,0.031147952775684502,0.018806395824757145,0.025,0.19743069641649763,0.07495301884064955,0.00605419746061488,0.018633540372670808,0.004719399614536736,0.031616982836495035,0.045454545454545456,0.09090909090909091,0.0,0.32608695652173914,0.055384615384615386,0.031604538087520256,0.03040317250495704,0.027777777777777776
213,0.002354788069073783,0.0,0.0,0.0,0.002009545340366742,0.0007473112174164029,0.0,0.0,0.0,0.0,0.0008873114463176575,0.0,0.0018066847335140017,0.0,0.0,0.0,0.13043478260869565,0.0,0.0032414910858995136,0.0,0.0
163,0.002354788069073783,0.0,0.0,0.0,0.0012559658377292139,0.0004586781552088805,0.0,0.0,0.0,0.0,0.0008873114463176575,0.0,0.0018066847335140017,0.0,0.0,0.0,0.10869565217391304,0.0,0.002025931928687196,0.0,0.0
47,0.006279434850863423,0.0,0.0,0.0,0.0017583521728208992,0.0006642109197931306,0.25,0.01931807205640877,0.027056329205416084,2.0917505103787426e-05,0.0008873114463176575,1.6334850318212685e-05,0.0036133694670280035,0.0,0.01652892561983471,0.0,0.06521739130434782,0.009230769230769232,0.0016207455429497568,0.0019828155981493722,0.0
201,0.0141287284144427,0.0111731843575419,0.016129032258064516,0.007042253521126761,0.008540567696558653,0.004316188056269252,0.045,0.10624939631024824,0.03197128126054064,0.0007475819466545505,0.004436557231588288,0.0005827621199525557,0.012646793134598013,0.022727272727272728,0.01652892561983471,0.0,0.21739130434782608,0.021538461538461538,0.008103727714748784,0.009253139458030404,0.011111111111111112
324,0.07770800627943485,0.0446927374301676,0.0,0.04929577464788732,0.05978397387591058,0.04174976696428994,0.025,0.21259538298077854,0.15448368910518961,0.014470727236832407,0.0417036379769299,0.011280324914547498,0.06594399277326106,0.11363636363636363,0.14049586776859505,0.0,0.391304347826087,0.12615384615384614,0.057941653160453806,0.06278916060806344,0.044444444444444446
376,0.0141287284144427,0.01675977653631285,0.0,0.0,0.010801306204471239,0.005204858498824175,0.045,0.11175504684632474,0.03664530429335518,0.0009483518114252082,0.005323868677905945,0.0007392499860010332,0.013550135501355014,0.0,0.008264462809917356,0.0,0.17391304347826086,0.021538461538461538,0.01012965964343598,0.011896893588896233,0.016666666666666666
108,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
77,0.002354788069073783,0.0,0.0,0.0,0.0015071590052750565,0.0005811106221698582,0.25,0.01931807205640877,0.0236833228930757,1.8300488659368782e-05,0.0008873114463176575,1.4243989477481462e-05,0.0018066847335140017,0.0,0.0,0.0,0.06521739130434782,0.009230769230769232,0.0012155591572123178,0.0019828155981493722,0.0
422,0.10361067503924647,0.11173184357541899,0.06451612903225806,0.07746478873239436,0.102235619191158,0.07649545048050307,0.02,0.2675552979812615,0.22493133522864164,0.03337076411906914,0.07630878438331855,0.02601351048935879,0.08852755194218609,0.1590909090909091,0.1652892561983471,0.5454545454545454,0.41304347826086957,0.18769230769230769,0.09643435980551053,0.1116986120290813,0.1111111111111111
113,0.005494505494505495,0.0,0.0,0.0,0.002260738507912585,0.0008871917895723027,0.15,0.032164589973920604,0.021683612007902472,4.656612890424627e-05,0.0008873114463176575,3.6328707107705005e-05,0.0036133694670280035,0.0,0.008264462809917356,0.0,0.08695652173913043,0.009230769230769232,0.002025931928687196,0.0026437541308658294,0.0
275,0.07299843014128729,0.061452513966480445,0.03225806451612903,0.04225352112676056,0.06254709871891484,0.04419161449978944,0.02,0.22524872017772626,0.1543873174962656,0.016225888454265477,0.044365572315882874,0.012648531977200991,0.06233062330623306,0.20454545454545456,0.09917355371900827,0.18181818181818182,0.391304347826087,0.13538461538461538,0.05713128038897893,0.0713813615333774,0.06111111111111111
359,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
83,0.022762951334379906,0.027932960893854747,0.03225806451612903,0.02112676056338028,0.017834714895754836,0.010236123137488704,0.035,0.1352265043948614,0.05955765431503879,0.0022565061310548563,0.01064773735581189,0.0017590020216664145,0.018066847335140017,0.045454545454545456,0.04132231404958678,0.0,0.2826086956521739,0.043076923076923075,0.017423014586709886,0.018506278916060808,0.027777777777777776
386,0.005494505494505495,0.0,0.0,0.0,0.003014318010550113,0.0012772604463875917,0.135,0.036221385105766446,0.027755023370115164,7.540918914753642e-05,0.0008873114463176575,5.8805461145565666e-05,0.005420054200542005,0.0,0.0,0.0,0.10869565217391304,0.012307692307692308,0.0028363047001620746,0.003304692663582287,0.0
226,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
177,0.023547880690737835,0.0111731843575419,0.0,0.014084507042253521,0.018588294398392362,0.010300000946337911,0.045,0.10624939631024824,0.0762781284633547,0.0017840322173537022,0.01064773735581189,0.0013906838166913551,0.02077687443541102,0.022727272727272728,0.03305785123966942,0.0,0.21739130434782608,0.043076923076923075,0.018638573743922204,0.018506278916060808,0.011111111111111112
413,0.041601255886970175,0.0335195530726257,0.016129032258064516,0.04225352112676056,0.0293896006028636,0.017448105194921952,0.025,0.19598184101226696,0.07003806678552499,0.005575609414188599,0.017746228926353153,0.004346376972670031,0.037940379403794036,0.022727272727272728,0.06611570247933884,0.09090909090909091,0.30434782608695654,0.052307692307692305,0.028768233387358184,0.03040317250495704,0.03333333333333333
385,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
388,0.003924646781789639,0.0,0.0,0.0,0.0025119316754584277,0.0009759109685295329,0.11,0.043465662126919734,0.017660097335325014,6.915070142280572e-05,0.0008873114463176575,5.390500605010186e-05,0.0036133694670280035,0.0,0.0,0.0,0.10869565217391304,0.006153846153846154,0.0028363047001620746,0.0019828155981493722,0.0
404,0.03532182103610675,0.01675977653631285,0.0,0.02112676056338028,0.027882441597588545,0.017123688730535012,0.045,0.10866415531729934,0.12400616778297113,0.0030333688595643965,0.01685891748003549,0.002364567592663195,0.032520325203252036,0.0,0.04132231404958678,0.0,0.2391304347826087,0.07384615384615385,0.02674230145867099,0.029742233972240583,0.016666666666666666
11,0.003924646781789639,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0018066847335140017,0.0,0.01652892561983471,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
156,0.002354788069073783,0.0,0.0,0.0,0.0015071590052750565,0.00032796523154522786,0.335,0.014488554042306577,0.017828747650942032,7.74860384966658e-06,0.0,6.011224917102268e-06,0.0027100271002710027,0.0,0.0,0.0,0.021739130434782608,0.012307692307692308,0.0004051863857374392,0.005287508261731659,0.0
518,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
512,0.00706436420722135,0.00558659217877095,0.0,0.007042253521126761,0.004270283848279327,0.001908349539370023,0.07,0.0676132521974307,0.022213655856984534,0.00021034386087337081,0.001774622892635315,0.0001639365577935825,0.007226738934056007,0.0,0.0,0.0,0.15217391304347827,0.012307692307692308,0.004051863857374392,0.004626569729015202,0.005555555555555556
3,0.17974882260596547,0.1787709497206704,0.07258064516129033,0.1056338028169014,0.14418487817131373,0.11039090853170944,0.015,0.3846228146430986,0.22584686551341973,0.06921778458810517,0.11002661934338953,0.053957277571120135,0.15718157181571815,0.3409090909090909,0.2809917355371901,0.45454545454545453,0.4782608695652174,0.20615384615384616,0.1385737439222042,0.1533377395902181,0.17777777777777778
440,0.05180533751962323,0.0223463687150838,0.0,0.028169014084507043,0.053252951519718664,0.035550957930548265,0.03,0.15782864870085966,0.17727557461571822,0.009145769324696695,0.035492457852706306,0.007129378091084563,0.045167118337850046,0.09090909090909091,0.0743801652892562,0.18181818181818182,0.2608695652173913,0.11384615384615385,0.048217179902755265,0.061467283542630535,0.022222222222222223
371,0.03767660910518053,0.01675977653631285,0.0,0.007042253521126761,0.01909068073348405,0.011679879909719365,0.035,0.14131169709263017,0.06507492892593843,0.0026897573943799637,0.011535048802129548,0.00209674138684578,0.017163504968383016,0.4090909090909091,0.05785123966942149,0.0,0.30434782608695654,0.06153846153846154,0.014991896272285251,0.025776602775941838,0.016666666666666666
194,0.03139717425431711,0.03910614525139665,0.04838709677419355,0.04225352112676056,0.026124089424767648,0.01579733700512442,0.025,0.20651019028300974,0.06020816267527586,0.005316999760705977,0.015971606033717833,0.004144739580342014,0.028003613369467027,0.022727272727272728,0.04132231404958678,0.18181818181818182,0.3695652173913043,0.04923076923076923,0.02674230145867099,0.02511566424322538,0.03888888888888889
36,0.06357927786499215,0.05027932960893855,0.0,0.06338028169014084,0.055011303692539565,0.03485658248990968,0.035,0.1451753115039119,0.18888835349106153,0.008251150169414096,0.03460514640638865,0.006432010661299426,0.06594399277326106,0.0,0.05785123966942149,0.0,0.21739130434782608,0.09230769230769231,0.05551053484602917,0.054196959682749506,0.05
53,0.009419152276295133,0.0,0.0,0.0,0.003265511178095956,0.001375443004433593,0.335,0.014488554042306577,0.07468799691610851,3.24845315236022e-05,0.001774622892635315,2.5351687693866084e-05,0.0036133694670280035,0.0,0.01652892561983471,0.18181818181818182,0.043478260869565216,0.021538461538461538,0.0024311183144246355,0.004626569729015202,0.0
271,0.002354788069073783,0.0,0.0,0.0,0.001004772670183371,0.0003433432225644811,0.335,0.014488554042306577,0.018647906326796127,8.107163042229276e-06,0.0,6.337921923466521e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.006153846153846154,0.0008103727714748784,0.0013218770654329147,0.0
154,0.03296703296703297,0.01675977653631285,0.0,0.02112676056338028,0.02210499874403416,0.013500397461921729,0.03,0.17386264850767894,0.061099600057822966,0.003826390034803711,0.013309671694764862,0.002982809007506909,0.025293586269196026,0.1590909090909091,0.049586776859504134,0.0,0.3695652173913043,0.052307692307692305,0.02188006482982172,0.02247191011235955,0.016666666666666666
27,0.00706436420722135,0.0,0.0,0.0,0.004019090680733484,0.0015936921846683796,0.25,0.01931807205640877,0.0649062786103214,5.0188973732996633e-05,0.001774622892635315,3.913830136243759e-05,0.004516711833785004,0.0,0.0,0.0,0.043478260869565216,0.024615384615384615,0.0032414910858995136,0.005287508261731659,0.0
432,0.2150706436420722,0.12849162011173185,0.13709677419354838,0.14084507042253522,0.1434312986686762,0.1103512806317752,0.01,0.405196561383174,0.21428227244253842,0.0729004110131428,0.11002661934338953,0.05682802950544411,0.17615176151761516,0.8636363636363636,0.32231404958677684,0.09090909090909091,0.5434782608695652,0.20307692307692307,0.14505672609400325,0.14077990746860541,0.12777777777777777
107,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
227,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
52,0.014913657770800628,0.01675977653631285,0.0,0.014084507042253521,0.01105249937201708,0.005934425880449132,0.075,0.06442577030812324,0.07251963571531828,0.0006229756423196778,0.006211180124223603,0.00048560243025982664,0.012646793134598013,0.06818181818181818,0.008264462809917356,0.0,0.1956521739130435,0.036923076923076927,0.011345218800648298,0.010575016523463317,0.016666666666666666
306,0.11224489795918367,0.07262569832402235,0.04838709677419355,0.07042253521126761,0.08063300678221552,0.05796792860826816,0.015,0.3285038153192311,0.13884739555726883,0.031044865142721177,0.05767524401064774,0.024200407443438456,0.0957542908762421,0.6590909090909091,0.05785123966942149,0.0,0.5217391304347826,0.13230769230769232,0.08265802269043761,0.07732980832782552,0.07222222222222222
167,0.0031397174254317113,0.0,0.0,0.0,0.0017583521728208992,0.0007097534316578421,0.165,0.028977108084613155,0.019274321784802196,3.352761281105732e-05,0.0008873114463176575,2.6135760509140295e-05,0.0018066847335140017,0.0,0.0,0.0,0.10869565217391304,0.006153846153846154,0.002025931928687196,0.0013218770654329147,0.0
182,0.01098901098901099,0.0111731843575419,0.0,0.007042253521126761,0.012057272042200452,0.006262686842590885,0.06,0.08210180623973727,0.06001541945742784,0.0008382275731795562,0.006211180124223603,0.0006533940127285073,0.009033423667570008,0.0,0.024793388429752067,0.0,0.1956521739130435,0.03076923076923077,0.012560777957860616,0.011235955056179775,0.011111111111111112
193,0.003924646781789639,0.0,0.0,0.0,0.0035167043456417984,0.0014736255624795947,0.215,0.022505553945716218,0.05146243916542186,5.4142438076967135e-05,0.001774622892635315,4.2209253222261575e-05,0.0036133694670280035,0.0,0.0,0.0,0.06521739130434782,0.018461538461538463,0.0028363047001620746,0.004626569729015202,0.0
397,0.007849293563579277,0.00558659217877095,0.0,0.007042253521126761,0.004270283848279327,0.001908349539370023,0.07,0.0676132521974307,0.022213655856984534,0.00021034386087337081,0.001774622892635315,0.0001639365577935825,0.006323396567299007,0.0,0.008264462809917356,0.09090909090909091,0.15217391304347827,0.012307692307692308,0.004051863857374392,0.004626569729015202,0.005555555555555556
246,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
123,0.005494505494505495,0.0,0.0,0.0,0.002260738507912585,0.0008871917895723027,0.15,0.032164589973920604,0.021683612007902472,4.656612890424627e-05,0.0008873114463176575,3.6328707107705005e-05,0.0036133694670280035,0.0,0.008264462809917356,0.0,0.08695652173913043,0.009230769230769232,0.002025931928687196,0.0026437541308658294,0.0
410,0.0007849293563579278,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
439,0.05416012558869702,0.0223463687150838,0.0,0.028169014084507043,0.04220045214770158,0.0252110333536796,0.03,0.17386264850767894,0.11410398496602901,0.007145595763421042,0.02484472049689441,0.0055701839585105255,0.04878048780487805,0.045454545454545456,0.09917355371900827,0.0,0.2391304347826087,0.06461538461538462,0.04254457050243112,0.041639127561136816,0.022222222222222223
417,0.0847723704866562,0.03910614525139665,0.0,0.04929577464788732,0.07410198442602361,0.04720244770300132,0.015,0.27769728581087605,0.13376379318652726,0.021368553941579736,0.04702750665483585,0.01665743094229675,0.08039747064137308,0.045454545454545456,0.1322314049586777,0.0,0.2826086956521739,0.08615384615384615,0.07293354943273905,0.0760079312623926,0.03888888888888889
292,0.002354788069073783,0.0,0.0,0.0,0.0012559658377292139,0.0004586781552088805,0.25,0.01931807205640877,0.01867199922902713,1.4444813186097192e-05,0.0008873114463176575,1.1238377018930327e-05,0.0018066847335140017,0.0,0.0,0.0,0.06521739130434782,0.006153846153846154,0.0012155591572123178,0.0013218770654329147,0.0
69,0.004709576138147566,0.0,0.0,0.0,0.007033408691283597,0.0019914498369932956,0.06,0.07968704723268617,0.019659808220498242,0.0002586841592888689,0.001774622892635315,0.00020163739232801736,0.004516711833785004,0.0,0.0,0.0,0.021739130434782608,0.03076923076923077,0.0028363047001620746,0.007270323859881031,0.0
373,0.02197802197802198,0.0223463687150838,0.0,0.014084507042253521,0.01733232856066315,0.009951630303632518,0.05,0.09378923983386458,0.08353009203488652,0.0015209289324318205,0.009760425909494233,0.0011855834360958765,0.01987353206865402,0.0,0.04132231404958678,0.0,0.21739130434782608,0.052307692307692305,0.015802269043760128,0.01982815598149372,0.022222222222222223
58,0.01098901098901099,0.00558659217877095,0.0,0.0,0.009294147199196181,0.005011450688697414,0.065,0.0753404810199942,0.05235387654796897,0.0006155017786305464,0.005323868677905945,0.000479787223546543,0.009033423667570008,0.0,0.008264462809917356,0.0,0.2391304347826087,0.03076923076923077,0.009724473257698542,0.008592200925313946,0.005555555555555556
494,0.029827315541601257,0.0335195530726257,0.0,0.02112676056338028,0.02210499874403416,0.012371593774989236,0.04,0.12836858881483626,0.07586854912542765,0.002588112848207775,0.012422360248447206,0.002017484693101812,0.03071364046973803,0.0,0.024793388429752067,0.0,0.2391304347826087,0.043076923076923075,0.023095623987034037,0.020489094514210177,0.03333333333333333
434,0.06200941915227629,0.1005586592178771,0.06451612903225806,0.07746478873239436,0.06832454157246923,0.04646164255870844,0.02,0.2418622621462378,0.15115886859731123,0.018319487639961718,0.04614019520851819,0.014280579542194256,0.06413730803974707,0.0,0.05785123966942149,0.0,0.34782608695652173,0.11384615384615385,0.06604538087520259,0.07204230006609386,0.1
220,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
63,0.012558869701726845,0.0111731843575419,0.0,0.007042253521126761,0.015825169555388093,0.009194559976530821,0.045,0.10364145658263306,0.06979713776321496,0.0015539629442764928,0.008873114463176577,0.0012113271601973798,0.011743450767841012,0.0,0.01652892561983471,0.0,0.2826086956521739,0.046153846153846156,0.01620745542949757,0.01520158625247852,0.011111111111111112
216,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
465,0.03218210361067504,0.01675977653631285,0.0,0.014084507042253521,0.019341873901029892,0.011635816050837272,0.04,0.12102772143340094,0.07567580590757962,0.0022950768556262435,0.011535048802129548,0.001789058146251926,0.02077687443541102,0.11363636363636363,0.0743801652892562,0.09090909090909091,0.2826086956521739,0.05846153846153846,0.017423014586709886,0.02247191011235955,0.016666666666666666
344,0.008634222919937205,0.00558659217877095,0.0,0.007042253521126761,0.0035167043456417984,0.0015345460653635595,0.115,0.04230657780353521,0.028574182045969256,0.00010571908245131031,0.001774622892635315,8.239298500506477e-05,0.006323396567299007,0.022727272727272728,0.01652892561983471,0.0,0.13043478260869565,0.012307692307692308,0.003646677471636953,0.003304692663582287,0.005555555555555556
345,0.013343799058084773,0.0223463687150838,0.0,0.007042253521126761,0.013313237879929666,0.006901760661679466,0.035,0.12981744421906694,0.041825278273020766,0.001461114739854316,0.00709849157054126,0.001138996442988334,0.01084010840108401,0.022727272727272728,0.024793388429752067,0.0,0.21739130434782608,0.027692307692307693,0.012560777957860616,0.014540647719762063,0.022222222222222223
184,0.015698587127158554,0.01675977653631285,0.0,0.02112676056338028,0.01105249937201708,0.005653186083154712,0.085,0.056312180044431566,0.078952440610996,0.0005192495901854692,0.005323868677905945,0.00040477759088531034,0.013550135501355014,0.0,0.0,0.0,0.1956521739130435,0.046153846153846156,0.01620745542949757,0.018506278916060808,0.016666666666666666
457,0.07299843014128729,0.10614525139664804,0.12903225806451613,0.09859154929577464,0.06983170057774428,0.04770134521933747,0.025,0.20013522650439486,0.1875873367705874,0.015561487583672581,0.04791481810115351,0.012130651882712376,0.06775067750677506,0.1590909090909091,0.06611570247933884,0.0,0.32608695652173914,0.12,0.07171799027552674,0.0667547918043622,0.10555555555555556
395,0.009419152276295133,0.00558659217877095,0.0,0.007042253521126761,0.008038181361466968,0.003989110016513597,0.05,0.09659036028204385,0.032501325109622704,0.0006281118863378162,0.00354924578527063,0.0004896534731387434,0.006323396567299007,0.022727272727272728,0.008264462809917356,0.18181818181818182,0.1956521739130435,0.021538461538461538,0.007293354943273906,0.009253139458030404,0.005555555555555556
451,0.21036106750392464,0.2569832402234637,0.056451612903225805,0.2112676056338028,0.21376538558151217,0.16591639814328504,0.01,0.4678837052062204,0.2790439936394738,0.12655146467146078,0.16592724046140198,0.09865060415097296,0.17886178861788618,0.6590909090909091,0.21487603305785125,1.0,0.43478260869565216,0.23076923076923078,0.20461912479740682,0.22868473231989425,0.26666666666666666
0,7.849293563579285e-05,0.0022346368715083793,0.0032258064516129024,0.0028169014084507035,7.535795026375283e-05,3.844497754813312e-05,0.65,0.0125567468366657,0.003132077290030357,6.053596757552016e-07,0.11535048802129548,8.494122165470596e-06,0.0018066847335140017,0.045454545454545456,0.01652892561983471,0.18181818181818182,0.004347826086956521,0.0036923076923076922,8.103727714748782e-05,0.0007931262392597488,0.001111111111111111
372,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
481,0.08791208791208792,0.07262569832402235,0.056451612903225805,0.07746478873239436,0.06631499623210249,0.046101442692142086,0.025,0.19743069641649763,0.18375656531585793,0.01483814330711269,0.04614019520851819,0.011566772849727675,0.07678410117434507,0.20454545454545456,0.12396694214876033,0.0,0.34782608695652173,0.12923076923076923,0.06604538087520259,0.0667547918043622,0.07222222222222222
251,0.002354788069073783,0.0,0.0,0.0,0.0007535795026375283,0.00023658447721928072,0.335,0.014488554042306577,0.012841516889124464,5.587935468509553e-06,0.0,4.377739885281e-06,0.0018066847335140017,0.0,0.0,0.0,0.043478260869565216,0.003076923076923077,0.0008103727714748784,0.0006609385327164573,0.0
187,0.003924646781789639,0.0,0.0,0.0,0.0035167043456417984,0.0014736255624795947,0.215,0.022505553945716218,0.05146243916542186,5.4142438076967135e-05,0.001774622892635315,4.2209253222261575e-05,0.0036133694670280035,0.0,0.0,0.0,0.06521739130434782,0.018461538461538463,0.0028363047001620746,0.004626569729015202,0.0
