,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps
452,0.02287390029325513,0.03627852545348157,0.10614123820993365,0.10614424132314323,0.005188237374961514,0.012348042500239303,0.004958404495620076,0.008729494294101955,0.5862068965517241,0.47685185185185186,0.30864197530864196,0.0,1.0,0.0,0.055868167202572344,0.47155419006250665,0.5052939396995059,0.020356816102470265,0.19450081168831168,0.5611601513240858,1.0,0.5322465029594282,0.40763044967725653,0.4048888158358184,0.7472638321480809,0.6075563680682511,0.9994324631101023,0.0,0.0,1.0,0.0,0.0,0.0
1183,0.9495601173020528,0.9555295494441194,0.15755088476196924,0.1575512704445462,0.0016114979725259247,0.0015315401550684408,0.0010467742824086827,0.0018879898515800483,0.26108374384236455,0.4027777777777778,0.8201058201058201,1.0,0.0,0.11538461538461539,0.06531350482315113,0.32958999894056573,0.8991630533427448,0.010407136322049405,1.0,1.0,1.0,0.4287381981280849,0.34412751072806613,0.30549228637847226,0.5502597468099057,0.42425350396099937,0.5404086265607264,0.0,0.0,0.0,0.0,0.0,1.0
1740,0.2821114369501466,0.2919836161497952,0.10293792849813985,0.10293893336768105,0.001578743948694097,0.003924571647362879,0.001818081648394028,0.002335917255592277,0.5123152709359606,0.41203703703703703,0.6613756613756614,0.0,1.0,0.0,0.6033963022508039,0.6260197054772751,0.8132499747907633,0.013952424519670631,0.5044642857142857,0.7836275746111812,1.0,0.42693591660351854,0.37553640330316257,0.3361119590485359,0.5932314520603218,0.5346739792809262,0.8580022701475596,0.0,0.0,0.0,0.0,0.0,0.0
733,0.13196480938416422,0.20011702750146285,0.009526268071771949,0.009529104455076078,0.021132896176295258,0.015698286589451518,0.004848217729050741,0.022430102792092323,0.18719211822660098,0.3055555555555556,0.781305114638448,0.0,1.0,0.0,0.27079983922829587,0.482678249814599,0.4000201673893315,0.08119853613906677,0.7249391233766234,0.5277427490542245,0.0,0.6569930571200361,0.6425300205546141,0.3968816775072205,0.1997276441216523,0.3831200487507618,1.0,0.0,0.0,1.0,0.0,0.0,0.0
19,0.9390029325513196,0.9414862492685782,0.0011275754954433608,0.001128729382893479,0.0013560165866376684,0.0012443763759931081,0.0014324279654013552,0.002118596544747361,0.4729064039408867,0.48148148148148145,0.8112874779541446,0.0,1.0,0.6153846153846154,0.08812299035369775,0.3759932196207225,0.43974992437229005,0.006404391582799635,0.7970779220779222,1.0,1.0,0.4135212075286214,0.2806245717788756,0.3361119590485359,0.780047410097342,0.564411943936624,0.47355278093076053,1.0,0.0,0.0,0.0,0.0,0.0
484,0.02287390029325513,0.11000585137507314,0.14142309626206837,0.14143421353476876,0.07342797062619143,0.060974442423662296,0.02126604594788166,0.11157705990528648,0.1724137931034483,0.48148148148148145,0.30864197530864196,0.0,1.0,0.0,0.055868167202572344,0.5711410107002861,0.9619844711102148,0.12305580969807868,0.22828733766233766,0.38083228247162676,1.0,0.7677309685215147,0.6792759006166385,0.516918308403973,0.5188379482523832,0.5486288848263254,1.0,0.0,0.0,1.0,0.0,0.0,0.0
210,0.0011730205278592375,0.013458162668227034,0.06347725424389233,0.0634830160585867,0.006629414423561935,0.008997798411027089,0.005564431711751419,0.005260990181831609,0.19704433497536947,0.19444444444444445,0.2275132275132275,1.0,0.0,0.11538461538461539,0.003014469453376206,0.5711410107002861,0.2781082988807099,0.019327538883806034,0.24959415584415587,0.8557166876839009,1.0,0.5539967640854445,0.3955501063791425,0.456594735482659,0.8608967569475968,0.2868372943327239,1.0,0.0,1.0,0.0,0.0,0.0,0.0
487,0.021700879765395895,0.11117612638970158,0.14443119682544012,0.14444392744824577,0.0817998991176066,0.06681343926486072,0.025398049694231723,0.12414378745741153,0.15270935960591134,0.48148148148148145,0.30864197530864196,0.0,1.0,0.0,0.053054662379421226,0.5912702616802628,0.8711303821720278,0.12637236962488563,0.21296672077922077,0.35855401429171924,1.0,0.7773363098285784,0.6833147019580975,0.5295747528588537,0.5642810309174359,0.5479585618525289,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1443,0.2545454545454545,0.2586307782328847,0.2066292687845858,0.20662904338104832,0.0007664441576647691,0.0013400976356848855,0.0006611205994160102,0.001109293251307634,0.39901477832512317,0.4398148148148148,0.7601410934744268,1.0,0.0,0.23076923076923078,0.5260249196141479,0.25129780697107745,0.9224563880205707,0.00651875571820677,0.7463474025974026,1.0,1.0,0.36344645380629576,0.2806245717788756,0.2615586916195083,0.5386089675694761,0.5237659963436929,0.17582292849035186,0.0,0.0,0.0,0.0,0.0,0.0
627,0.02287390029325513,0.12463428905792862,0.13845520847512766,0.13846078351013577,0.04463718367801484,0.03168373695797837,0.00887003470883147,0.060337771081489314,0.17733990147783252,0.41203703703703703,0.2310405643738977,0.0,1.0,0.0,0.05767684887459807,0.59317724335205,0.4845215286881113,0.14821591948764865,0.5276988636363636,0.5134510298444726,0.0,0.7234726688102894,0.7029677977714471,0.45542066827905225,0.2419932415393151,0.4879951249238269,1.0,0.0,0.0,1.0,0.0,0.0,0.0
498,0.02404692082111437,0.11761263897015799,0.16385281230208978,0.16386489821098088,0.07559628700385843,0.07226955106729205,0.024241088645253706,0.1154136029824097,0.20689655172413793,0.47685185185185186,0.30864197530864196,0.0,1.0,0.0,0.058782154340836015,0.6259137620510647,0.9531108198043763,0.13209057639524244,0.20515422077922077,0.358974358974359,1.0,0.7703319884490137,0.6901301792218095,0.5249254467325709,0.5232763403439754,0.551249238269348,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1752,0.08856304985337243,0.09186658864833236,0.18192999602725501,0.18192949863215133,0.00037339587168283626,0.0008614913372259979,0.0004407470662773401,0.00046475056344643214,0.4236453201970443,0.3055555555555556,0.2275132275132275,1.0,0.0,0.11538461538461539,0.22377411575562703,0.36486915986863017,0.8991630533427448,0.006747483989021043,0.9077719155844156,1.0,0.0,0.3010219755463166,0.25206447657855835,0.2240589851363092,0.4493871992737177,0.4541742839731871,0.08671963677639045,0.0,0.0,0.0,0.0,0.0,0.0
323,0.01407624633431085,0.028086600351082503,0.2142052171994513,0.21421383983074296,0.01009479014496931,0.014166746434383077,0.008264007492700128,0.013814143256018119,0.39901477832512317,0.41203703703703703,0.2204585537918871,1.0,0.0,0.11538461538461539,0.035671221864951766,0.6033478122682487,0.21226177271352223,0.02195791399817017,0.17481737012987014,0.8399537620849097,1.0,0.5913531447764556,0.4133280444268148,0.4947988822880222,0.8938820799919303,0.4941499085923217,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1435,0.19237536656891496,0.19368051492100644,0.024310472215860336,0.024310051453789887,0.00020307494775733198,0.0005743275581506652,0.0003305602997080051,0.0003067854099898854,0.5024630541871922,0.44907407407407407,0.8130511463844797,1.0,0.0,0.4230769230769231,0.3904742765273312,0.34590528657696795,1.0,0.0029734675205855443,0.8731737012987013,1.0,0.5,0.24934974501812524,0.1962064115971296,0.19844083875361024,0.4998234730418117,0.5483851310176722,0.041997729852440414,0.0,0.0,0.0,0.0,0.0,0.0
775,0.18826979472140762,0.19016968987712113,0.05182009420112505,0.05181947910202074,9.826207149548321e-05,0.0009572125969177754,0.00022037353313867004,0.00016762768605465335,0.5960591133004927,0.47685185185185186,0.2310405643738977,0.0,1.0,0.038461538461538464,0.47508038585209006,0.6091747007098209,0.6218614500352929,0.0050320219579139975,0.6618303571428571,1.0,0.0,0.1903659860323182,0.21712163282968522,0.16413459506422146,0.3106874464114591,0.6134673979280926,0.03325766174801361,0.0,0.0,0.0,1.0,0.0,0.0
1069,0.4258064516129032,0.4294909303686366,0.09858824651418013,0.09858794814069335,0.0005371659908419749,0.0009572125969177754,0.0004958404495620076,0.0007504854559904424,0.41379310344827586,0.4074074074074074,0.2204585537918871,1.0,0.0,0.15384615384615385,0.9126808681672026,0.31783027863121094,0.8319048099223556,0.008462946020128087,1.0,1.0,0.0,0.33245949986687695,0.2806245717788756,0.23481344072134688,0.41574620467039897,0.5065204143814748,0.12463110102156641,0.0,0.0,0.0,0.0,0.0,1.0
1815,0.3225806451612903,0.32416617905207723,0.18641079323245166,0.18641098260160568,0.0007009361100011137,0.0012443763759931081,0.0009365875158393477,0.0010643452202039416,0.5073891625615764,0.4537037037037037,0.8483245149911817,1.0,0.0,0.23076923076923078,0.6471061093247589,0.2575484691174913,0.43974992437229005,0.003659652333028362,0.5264813311688312,1.0,1.0,0.35562291355192827,0.21712163282968522,0.2947613121375068,0.780047410097342,0.549116392443632,0.15811577752553913,0.0,0.0,0.0,0.0,0.0,0.0
277,0.02463343108504399,0.02984201287302516,0.1380053184093089,0.13800573270036565,0.001100535200749412,0.0022015889729108833,0.0011018676656933501,0.0014134042103105436,0.41379310344827586,0.36574074074074076,0.2275132275132275,1.0,0.0,0.11538461538461539,0.062198553054662375,0.36677614154041743,0.6470706866996068,0.00926349496797804,0.512987012987013,0.949978982765868,1.0,0.39515022426116697,0.29313764379214596,0.30549228637847226,0.6763504312301407,0.4651432053625838,0.3530079455164586,0.0,1.0,0.0,0.0,0.0,0.0
999,0.7395894428152493,0.7425394967817437,0.12214214846695723,0.12214212376149453,0.0006550804766365548,0.002105867713219106,0.0007713073659853452,0.0011400063013516158,0.5812807881773399,0.5185185185185185,0.746031746031746,1.0,0.0,0.23076923076923078,0.4592041800643087,0.41625172158067597,0.8559040032267823,0.006633119853613906,0.49269480519480513,0.9299075241698193,1.0,0.34972453765334754,0.2806245717788756,0.26911968441073564,0.571896908256418,0.6277879341864716,0.19421112372304203,0.0,0.0,0.0,0.0,0.0,1.0
1035,0.9020527859237537,0.9116442363955529,0.06346269444552936,0.06346213934122633,0.00032098943355191186,0.0022015889729108833,0.0005509338328466751,0.00037192123241462205,0.3793103448275862,0.3055555555555556,0.8095238095238095,1.0,0.0,0.6576923076923077,0.14780948553054662,0.6841826464667868,0.24372290007058586,0.014524245196706313,0.9594155844155844,0.5222782681799075,0.0,0.2880783173244312,0.38916735783058676,0.18273181956935214,0.12155141978110658,0.4251066422912858,0.15811577752553913,0.0,0.0,0.0,0.0,0.0,1.0
1628,0.7624633431085044,0.7630193095377413,0.3057833444996972,0.30578274285862195,0.00036029426215010516,0.0008614913372259979,0.0004958404495620076,0.0005302314763211011,0.47783251231527096,0.41203703703703703,0.746031746031746,1.0,0.0,0.11538461538461539,0.4165996784565917,0.30458735035491047,0.7983261066854896,0.0038883806038426346,0.7233157467532467,1.0,1.0,0.2979703852376759,0.21712163282968522,0.23481344072134688,0.6006960205779998,0.5335161486898233,0.07514188422247448,0.0,0.0,0.0,0.0,0.0,0.0
496,0.02287390029325513,0.11293153891164423,0.16111726500119522,0.1611288156630538,0.07087315676730886,0.07198238728821671,0.024957302627954384,0.10682309386701802,0.17733990147783252,0.47685185185185186,0.30511463844797176,0.0,1.0,0.0,0.05596864951768489,0.619663099904651,0.9572451346173237,0.12740164684354985,0.197950487012987,0.33102143757881464,1.0,0.7645974563253938,0.6843244022934623,0.5206988047995866,0.5212084531194836,0.5441803778184034,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1911,0.07096774193548387,0.08425980105324751,0.028282677945965277,0.028282713584996125,0.0009629683006557356,0.004498899205513544,0.0015426147319706903,0.0016772258592838475,0.6009852216748769,0.49074074074074076,0.2345679012345679,0.0,1.0,0.0,0.178758038585209,0.609704417840873,0.47716043158213167,0.021043000914913082,0.5444399350649352,0.42023959646910464,0.0,0.3834353943514859,0.40763044967725653,0.2615586916195083,0.23831139355424424,0.6285191956124315,0.5238365493757094,0.0,0.0,0.0,0.0,0.0,0.0
669,0.02287390029325513,0.1211234640140433,0.18164735105268498,0.18165101400758402,0.04178758360464583,0.027854886570307266,0.007768167043138119,0.05815429753215467,0.22660098522167488,0.4166666666666667,0.2310405643738977,0.0,1.0,0.0,0.05767684887459807,0.43553342515096943,0.3609962690329737,0.14318389752973468,0.5809659090909091,0.41540563261874736,0.0,0.7176152538554488,0.6975947495582562,0.4224998238899194,0.1802088061733999,0.5024375380865326,1.0,0.0,0.0,1.0,0.0,0.0,0.0
62,0.3671554252199413,0.3692217671152721,0.1590972277912809,0.1590969178877877,0.00048475955271105056,0.0011486551163013305,0.0005509338328466751,0.0006740479213304203,0.41379310344827586,0.41203703703703703,0.23809523809523808,1.0,0.0,0.3076923076923077,0.9236334405144695,0.2461065790867677,0.81667843097711,0.005832570905763952,0.6376826298701299,1.0,1.0,0.3235504946033957,0.23554866395009197,0.24453471716721067,0.5915166187522066,0.5043875685557587,0.09772985244040863,1.0,0.0,0.0,0.0,0.0,0.0
1019,0.0967741935483871,0.10064365125804564,0.09916740293795161,0.09916733482433668,0.000681283695702017,0.0008614913372259979,0.0006611205994160102,0.0010113738361393213,0.4729064039408867,0.4212962962962963,0.7530864197530864,1.0,0.0,0.15384615384615385,0.2004622186495177,0.2740756436063142,0.8448119390944842,0.005832570905763952,1.0,1.0,1.0,0.35314477645564957,0.26699361725145154,0.2615586916195083,0.5774448983709084,0.5370505789152955,0.1566401816118048,0.0,0.0,0.0,0.0,0.0,1.0
175,0.03695014662756598,0.04564072557050907,0.021656583043350684,0.02165824613387846,0.002607220297013488,0.004498899205513544,0.002258828714671368,0.0030348116893178286,0.3842364532019704,0.2962962962962963,0.2275132275132275,1.0,0.0,0.11538461538461539,0.09334807073954984,0.40343256700921715,0.55510739134819,0.01429551692589204,0.37885551948051943,0.7998108448928121,1.0,0.4712761382022242,0.35256572067361436,0.35961678446474277,0.7223483129066425,0.4209628275441804,0.8958002270147559,0.0,1.0,0.0,0.0,0.0,0.0
769,0.18826979472140762,0.1895845523698069,0.02213397495052172,0.022133326266577345,9.826207149548321e-05,0.0004786062984588877,0.00016528014985400254,0.00016676495992982242,0.5960591133004927,0.4537037037037037,0.2310405643738977,0.0,1.0,0.038461538461538464,0.47508038585209006,0.41625172158067597,0.5678128466270042,0.004231473010064044,1.0,1.0,0.0,0.1903659860323182,0.1962064115971296,0.14138117265832295,0.28365360367176073,0.6106642291285801,0.022020431328036324,0.0,0.0,0.0,1.0,0.0,0.0
232,0.14193548387096774,0.14511410181392628,0.08713037852625413,0.08713009692343437,0.00034719265261737406,0.0017229826744519958,0.0007162139827006776,0.0005377371936071304,0.5369458128078818,0.4166666666666667,0.2239858906525573,1.0,0.0,0.11538461538461539,0.3592242765273312,0.4767454179468164,1.0,0.006747483989021043,0.49269480519480513,0.6997688104245482,0.5,0.29479591209781475,0.25206447657855835,0.23481344072134688,0.4998234730418117,0.5605118829981718,0.09886492622020432,0.0,1.0,0.0,0.0,0.0,0.0
1809,0.8979472140762463,0.901111761263897,0.09128176992298483,0.09128248370999759,0.0014280754390676895,0.0015315401550684408,0.0012671478155473527,0.0017143230826515783,0.2561576354679803,0.4074074074074074,0.8095238095238095,1.0,0.0,0.39615384615384613,0.1692122186495177,0.27990253204788645,0.5615609559342544,0.007090576395242452,0.7181412337662337,0.9561790668348046,1.0,0.4180883527556475,0.29313764379214596,0.319745462230258,0.7191203913854844,0.4347349177330896,0.42633371169125994,0.0,0.0,0.0,0.0,0.0,0.0
685,0.02287390029325513,0.12170860152135751,0.21335759041962185,0.21336143806840907,0.040418465408475435,0.02498324877955394,0.007823260426422786,0.0558856729142992,0.1921182266009852,0.41203703703703703,0.2310405643738977,0.0,1.0,0.0,0.05767684887459807,0.4868100434368048,0.3763234849248765,0.14398444647758463,0.6528003246753248,0.4341109709962169,0.0,0.7146455854342884,0.6984962677148319,0.42724305539249063,0.18787511978615018,0.49920780012187693,1.0,0.0,0.0,1.0,0.0,0.0,0.0
181,0.005278592375366569,0.008191925102399064,0.02833906827613297,0.028338949760911513,0.00047165794317831946,0.0012443763759931081,0.0005509338328466751,0.00035345889334323973,0.17733990147783252,0.2175925925925926,0.2275132275132275,1.0,0.0,0.11538461538461539,0.013364147909967846,0.2675071511812692,0.81667843097711,0.005832570905763952,0.5941558441558441,1.0,1.0,0.3211747598664673,0.23554866395009197,0.24453471716721067,0.5915166187522066,0.2789762340036563,0.09772985244040863,0.0,1.0,0.0,0.0,0.0,0.0
1043,0.35835777126099705,0.3633703920421299,0.03561211125627256,0.035613599848639946,0.001447727853366786,0.0027759165310615487,0.0017078948818246929,0.002204265248943074,0.5221674876847291,0.4305555555555556,0.7037037037037037,1.0,0.0,0.11538461538461539,0.7551245980707395,0.5320478864286471,0.43279217505293943,0.008119853613906679,0.4435876623376623,1.0,1.0,0.41929670059598173,0.3047491976488406,0.3534177096296992,0.7835275129873406,0.5501523461304083,0.6883087400681045,0.0,0.0,0.0,0.0,0.0,1.0
844,0.3653958944281525,0.371562317144529,0.15381086544597009,0.15382003869048902,0.006563906375898279,0.009284962190102422,0.007327419976860779,0.010791668550285372,0.5369458128078818,0.49074074074074076,0.23809523809523808,0.0,1.0,0.23076923076923078,0.9192122186495176,0.5633011971607161,0.11202984773621055,0.011665141811527904,0.14935064935064934,1.0,1.0,0.5531161037950314,0.3256644188813963,0.4994716697583769,0.9439652998436475,0.5936624009750152,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1383,0.25513196480938416,0.42422469280280867,0.36443175302514474,0.364431219613206,0.012112438013009898,0.02890782042691682,0.004738030962481406,0.017328630670741956,0.4482758620689655,0.4398148148148148,0.2204585537918871,1.0,0.0,0.23076923076923078,0.6466036977491961,0.5035491047780486,0.032772007663607945,0.24702653247941445,0.9666193181818181,0.09405212274064732,0.0,0.6075327175538124,0.7815441202985829,0.25341066522647754,0.016038735058253865,0.5165752589884217,1.0,0.0,0.0,0.0,0.0,0.0,0.0
564,0.02287390029325513,0.11234640140433001,0.03348799845065257,0.033492032335338935,0.04068704840389642,0.01991002201588973,0.0067213927607294366,0.05600740357051285,0.270935960591133,0.4027777777777778,0.2275132275132275,0.0,1.0,0.0,0.057777331189710616,0.41445068333509905,0.40909549258848443,0.1307182067703568,0.7439123376623377,0.5045187053383774,0.0,0.7152395191185205,0.6833147019580975,0.42569328668372974,0.20426690876078077,0.49695307739183425,1.0,0.0,0.0,1.0,0.0,0.0,0.0
466,0.02287390029325513,0.1146869514335869,0.12090764704491173,0.12091725362854296,0.07070938664814973,0.0545611180243132,0.01994380474904964,0.1074213081619758,0.18719211822660098,0.48148148148148145,0.30864197530864196,0.0,1.0,0.0,0.055868167202572344,0.5483631740650492,0.8621558939195321,0.12957456541628545,0.271002435064935,0.3515132408575032,0.0,0.7643926516066929,0.6872453211207674,0.5032052034658463,0.4309275230745953,0.5485070079219988,1.0,0.0,0.0,1.0,0.0,0.0,0.0
745,0.4563049853372434,0.45523698069046226,0.09903590253686383,0.0990351412930068,6.550804766365548e-05,0.0001914425193835551,0.00016528014985400254,0.00011103285226574312,0.5517241379310345,0.5185185185185185,0.2345679012345679,0.0,1.0,0.038461538461538464,0.8540996784565916,0.2648585655260091,1.0,0.001601097895699908,1.0,1.0,0.5,0.15937903209289941,0.10857884677797411,0.14138117265832295,0.4998234730418117,0.6091407678244973,0.011577752553916021,0.0,0.0,0.0,1.0,0.0,0.0
1673,0.4967741935483871,0.4961966062024576,0.12961756494074508,0.1296214581223835,0.0016245995820586558,0.0013400976356848855,0.0035259765302187206,0.0024646359934170545,0.5221674876847291,0.4074074074074074,0.2222222222222222,0.0,1.0,0.11538461538461539,0.7441720257234727,0.24451742769361162,0.06917414540687707,0.002516010978956999,0.3024553571428571,1.0,1.0,0.42945501464353736,0.1435216905268472,0.42569328668372974,0.9654007161950875,0.5481413772090189,0.47536889897843354,0.0,0.0,0.0,0.0,0.0,0.0
1743,0.7337243401759531,0.7442949093036864,0.1821835984410693,0.18218379399748924,0.001316711758039475,0.0036374078682875465,0.0016528014985400254,0.0022492132800467665,0.5960591133004927,0.48148148148148145,0.6578483245149912,0.0,1.0,0.0,0.4069533762057878,0.5815234664689057,0.7176565493596854,0.01612534309240622,0.6195211038961039,0.5592686002522068,0.0,0.4109406680729924,0.3955501063791425,0.2947613121375068,0.3586019064911484,0.6166361974405851,0.6913734392735528,0.0,0.0,0.0,0.0,0.0,0.0
680,0.02404692082111437,0.1240491515506144,0.20816397938240108,0.2081674494536925,0.04124386680903749,0.02613190389585527,0.007327419976860779,0.05645541724713756,0.20689655172413793,0.41203703703703703,0.2310405643738977,0.0,1.0,0.0,0.06069131832797428,0.43436804746265495,0.3431481294746396,0.14569990850869163,0.6310876623376623,0.4274905422446406,0.0,0.7164478669588548,0.7002993040279831,0.4192124357198206,0.17128158571644728,0.49421084704448504,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1574,0.0,0.009362200117027502,0.06444829264794122,0.06445959962307896,0.010553346478614898,0.00976356848856131,0.009420968541678145,0.012468031683444389,0.35467980295566504,0.3101851851851852,0.8112874779541446,1.0,0.0,0.15384615384615385,0.0,0.5253734505773917,0.11767671674901684,0.011893870082342177,0.18049918831168832,0.9266498528793611,1.0,0.5952853953755094,0.3606072626302694,0.5175523046939207,0.9411408685126343,0.4266301035953686,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,0.14486803519061583,0.15681685196021064,0.012232079488179178,0.012235528197897106,0.004860697136643236,0.006700488178424428,0.0035259765302187206,0.006281077551831723,0.3793103448275862,0.3425925925925926,0.8201058201058201,0.0,1.0,1.0,0.2934083601286174,0.506303633859519,0.4339013814661692,0.015210430009149132,0.3376623376623376,0.8706389239176124,1.0,0.5264710098920679,0.3955501063791425,0.412308920562613,0.7829727139758915,0.4667885435709933,0.9993189557321225,0.0,0.0,0.0,0.0,0.0,0.0
79,0.7747800586510264,0.7811585722644822,0.039064940475461385,0.03907928900217611,0.014038374614321369,0.012635206279314635,0.011018676656933502,0.019734428742445537,0.07881773399014778,0.4444444444444444,0.2698412698412698,0.0,1.0,0.0,0.059686495176848875,0.42504502595613947,0.08278713320560653,0.013151875571820676,0.12165178571428571,0.9895964691046658,1.0,0.6206402195506584,0.34412751072806613,0.5398126188743044,0.9585918192363948,0.507556368068251,1.0,1.0,0.0,0.0,0.0,0.0,0.0
204,0.00469208211143695,0.01579871269748391,0.05738255346354107,0.05738647533835689,0.0033998676737437192,0.005647554321814875,0.003636163296788056,0.0026973132292839614,0.21182266009852216,0.18981481481481483,0.2310405643738977,1.0,0.0,0.11538461538461539,0.011856913183279742,0.684500476745418,0.3540385197136231,0.017612076852698992,0.36799918831168826,0.9529213955443464,1.0,0.49476723943719664,0.38249612347192674,0.42412003663089676,0.822918242800222,0.28732480195003046,0.9995459704880818,0.0,1.0,0.0,0.0,0.0,0.0
223,0.03577712609970674,0.04330017554125219,0.07930190620115679,0.07930356195316096,0.0017228616535541392,0.004307456686129989,0.002148641948102033,0.002281392964502961,0.4236453201970443,0.36574074074074076,0.2275132275132275,1.0,0.0,0.11538461538461539,0.09043408360128617,0.5875622417628986,0.48139558334173643,0.012580054894784996,0.3523741883116883,0.8686422866750736,1.0,0.43463657402666556,0.33518445061483537,0.36257543381783175,0.7592172290311192,0.47891529555149304,0.8587968217934167,0.0,1.0,0.0,0.0,0.0,0.0
782,0.33020527859237536,0.33001755412521944,0.06794264425505409,0.06794192852181748,9.826207149548321e-05,0.0003828850387671102,0.00016528014985400254,0.00016452187200526194,0.5566502463054187,0.48148148148148145,0.2275132275132275,0.0,1.0,0.038461538461538464,0.8344051446945339,0.15891513931560547,0.7983261066854896,0.002516010978956999,0.8308644480519481,1.0,0.0,0.1903659860323182,0.1435216905268472,0.14138117265832295,0.3989509255056236,0.6034125533211456,0.014982973893303084,0.0,0.0,0.0,1.0,0.0,0.0
95,0.32668621700879763,0.33118782913984784,0.18634808595272964,0.18634912280809876,0.001696658434488677,0.0024887527519862162,0.0015426147319706903,0.0024165821482639706,0.4482758620689655,0.41203703703703703,0.2310405643738977,0.0,1.0,0.0,0.8242564308681672,0.325987922449412,0.44368256529192296,0.00926349496797804,0.45647321428571425,1.0,1.0,0.4332848628832408,0.29313764379214596,0.34339117571089767,0.7780803954203863,0.5148080438756856,0.5710556186152099,1.0,0.0,0.0,0.0,0.0,0.0
1189,0.5255131964809384,0.5266237565827969,0.05546220079903249,0.055462350727619084,0.000478208747944685,0.0013400976356848855,0.0007713073659853452,0.0007602342612010321,0.5123152709359606,0.4398148148148148,0.2275132275132275,0.0,1.0,0.0,0.6699155948553055,0.3972878482890137,0.52939396995059,0.0050320219579139975,0.49269480519480513,1.0,1.0,0.32238310770680156,0.21712163282968522,0.27616408763237604,0.7352095627175065,0.5745886654478976,0.12463110102156641,0.0,0.0,0.0,0.0,0.0,1.0
839,0.36656891495601174,0.36688121708601523,0.14849407389244038,0.14849532022573356,0.0008188505957956935,0.0016272614147602182,0.0016528014985400254,0.0011773623425567958,0.4876847290640394,0.4074074074074074,0.24162257495590828,0.0,1.0,0.23076923076923078,0.9208199356913184,0.33605254793940037,0.18685086215589392,0.0033165599268069534,0.3058035714285714,1.0,1.0,0.369221946873656,0.17208178572716457,0.3502007654918168,0.9065920209814898,0.5202925045703839,0.2229284903518729,0.0,0.0,0.0,0.0,1.0,0.0
1594,0.6897360703812316,0.7045055588063195,0.027283675484743065,0.027287025127864115,0.009596928982725527,0.003350244089212214,0.0036912566800727234,0.012616248031690347,0.4088669950738916,0.4027777777777778,0.2222222222222222,0.0,1.0,0.11538461538461539,0.21533360128617363,0.1921813751456722,0.5678128466270042,0.025274473924977125,0.8629261363636364,0.8145229087852038,1.0,0.5868474409650398,0.43420720493310744,0.4105008570690586,0.7159933424118626,0.47471054235222426,0.9998864926220205,0.0,0.0,0.0,0.0,0.0,0.0
411,0.02404692082111437,0.1240491515506144,0.05443484910078608,0.054449483274282784,0.12384951491290705,0.08145879199770269,0.02941986667401245,0.19538244821658982,0.11822660098522167,0.49074074074074076,0.30864197530864196,0.0,1.0,0.0,0.058782154340836015,0.4956033478122683,0.860945850559645,0.14101097895699907,0.19358766233766234,0.3478352248844052,1.0,0.8142216396665779,0.7002993040279831,0.5418320144645079,0.5693750945680134,0.569652650822669,1.0,0.0,0.0,1.0,0.0,0.0,0.0
434,0.02287390029325513,0.12170860152135751,0.09081693487895222,0.09082743290022748,0.08768252179780286,0.07284387862544271,0.023359594512699026,0.13337219626950322,0.14285714285714285,0.48148148148148145,0.30158730158730157,0.0,1.0,0.0,0.05606913183279743,0.512872126284564,0.8658868609458505,0.13986733760292772,0.21540178571428573,0.3199873896595208,0.0,0.78352141233334,0.6984962677148319,0.5109775283537229,0.43279366520401474,0.5491773308957952,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1071,0.5237536656891496,0.5254534815681685,0.12770514698116447,0.12770472895395782,0.0003864974812155673,0.0008614913372259979,0.0004407470662773401,0.0005549054434912662,0.45320197044334976,0.4444444444444444,0.2275132275132275,1.0,0.0,0.15384615384615385,0.6728295819935691,0.2615743193134866,1.0,0.005832570905763952,0.8155438311688312,1.0,0.5,0.3039916439674771,0.23554866395009197,0.2240589851363092,0.4998234730418117,0.5208409506398538,0.07627695800227016,0.0,0.0,0.0,0.0,0.0,1.0
1632,0.8129032258064516,0.8174370977179637,0.09957191881733762,0.09957138789649586,0.00033409104308464296,0.0017229826744519958,0.0006060272161313426,0.0005438625490934301,0.5566502463054187,0.48148148148148145,0.8518518518518519,1.0,0.0,0.23076923076923078,0.36314308681672025,0.5246318465939188,0.46223656347685793,0.008348581884720952,0.7463474025974026,0.5621059268600253,0.0,0.2914985561267332,0.31556741552774875,0.19844083875361024,0.2308468250365663,0.5880560633759903,0.10510783200908061,0.0,0.0,0.0,0.0,0.0,0.0
