,top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square
924,0.0,0.625,0.0,1.0,0.6040268456375839,1.0,1.0,0.625,0.0
894,0.0,1.0,0.6103286384976526,1.0,0.6040268456375839,1.0,0.6103286384976526,0.625,1.0
770,0.6103286384976526,1.0,1.0,0.0,0.6040268456375839,1.0,0.0,0.0,0.6103286384976526
783,0.6103286384976526,1.0,0.6103286384976526,0.625,0.0,1.0,0.6103286384976526,1.0,1.0
844,0.6103286384976526,0.625,0.6103286384976526,0.0,0.0,1.0,1.0,1.0,0.0
706,1.0,0.0,1.0,1.0,0.6040268456375839,1.0,0.6103286384976526,0.625,0.6103286384976526
223,1.0,0.0,1.0,1.0,0.6040268456375839,0.625,1.0,0.625,0.0
594,0.0,0.0,1.0,0.625,1.0,0.625,1.0,0.0,0.0
69,1.0,1.0,1.0,0.0,0.0,0.625,1.0,0.625,0.6103286384976526
837,0.6103286384976526,0.625,0.6103286384976526,0.0,1.0,1.0,1.0,0.0,0.0
739,1.0,0.0,0.0,0.0,1.0,1.0,0.6103286384976526,0.625,0.6103286384976526
255,1.0,0.0,0.6103286384976526,1.0,0.0,0.625,1.0,0.625,1.0
861,0.6103286384976526,0.0,1.0,0.625,0.6040268456375839,1.0,1.0,1.0,0.6103286384976526
8,1.0,1.0,1.0,1.0,0.6040268456375839,0.0,0.0,0.625,0.6103286384976526
11,1.0,1.0,1.0,1.0,0.0,0.625,0.0,0.625,0.6103286384976526
618,0.0,0.0,0.6103286384976526,0.0,0.6040268456375839,0.0,1.0,1.0,1.0
734,1.0,0.0,0.0,1.0,1.0,0.0,0.6103286384976526,0.625,0.6103286384976526
712,1.0,0.0,1.0,0.625,0.6040268456375839,0.625,0.6103286384976526,1.0,1.0
111,1.0,1.0,0.0,0.0,1.0,0.625,0.6103286384976526,1.0,0.6103286384976526
268,1.0,0.0,0.6103286384976526,0.0,1.0,1.0,0.6103286384976526,0.625,1.0
41,1.0,1.0,1.0,0.625,0.0,0.625,0.0,1.0,0.6103286384976526
715,1.0,0.0,1.0,0.0,1.0,0.0,0.6103286384976526,0.625,0.6103286384976526
684,1.0,0.625,1.0,0.0,1.0,1.0,0.6103286384976526,0.625,0.6103286384976526
679,1.0,0.625,1.0,0.625,0.6040268456375839,1.0,1.0,0.625,0.0
506,0.0,1.0,0.6103286384976526,0.625,1.0,0.0,0.6103286384976526,1.0,1.0
350,0.6103286384976526,1.0,0.0,1.0,1.0,0.0,0.6103286384976526,1.0,0.6103286384976526
693,1.0,0.625,0.6103286384976526,1.0,0.6040268456375839,1.0,0.0,0.625,1.0
115,1.0,0.625,1.0,1.0,0.6040268456375839,0.625,1.0,1.0,0.6103286384976526
205,1.0,0.625,0.0,1.0,0.0,0.0,1.0,0.625,0.0
864,0.6103286384976526,0.0,1.0,0.0,0.6040268456375839,1.0,1.0,0.0,0.6103286384976526
461,0.6103286384976526,0.0,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,0.0,1.0
775,0.6103286384976526,1.0,0.6103286384976526,1.0,0.6040268456375839,1.0,1.0,0.0,0.6103286384976526
141,1.0,0.625,1.0,0.0,1.0,0.0,0.6103286384976526,0.625,1.0
900,0.0,1.0,0.6103286384976526,1.0,0.0,0.625,1.0,0.0,0.6103286384976526
762,0.6103286384976526,1.0,1.0,0.625,0.0,1.0,0.6103286384976526,1.0,0.6103286384976526
419,0.6103286384976526,0.625,0.0,0.0,1.0,0.625,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0,0.6040268456375839,0.625,0.0,0.625,0.0
787,0.6103286384976526,1.0,0.0,1.0,0.6040268456375839,1.0,0.6103286384976526,1.0,0.6103286384976526
455,0.6103286384976526,0.0,1.0,0.0,0.6040268456375839,0.625,1.0,1.0,1.0
324,0.6103286384976526,1.0,0.6103286384976526,1.0,1.0,0.625,0.6103286384976526,1.0,1.0
245,1.0,0.0,0.6103286384976526,1.0,1.0,0.0,1.0,0.625,0.6103286384976526
716,1.0,0.0,1.0,0.0,0.0,1.0,0.6103286384976526,0.625,0.6103286384976526
639,1.0,1.0,0.6103286384976526,1.0,0.0,0.625,0.0,0.0,0.6103286384976526
20,1.0,1.0,1.0,0.625,1.0,0.0,0.0,0.625,0.6103286384976526
850,0.6103286384976526,0.0,1.0,1.0,0.6040268456375839,1.0,1.0,0.625,0.6103286384976526
863,0.6103286384976526,0.0,1.0,0.625,0.0,0.0,0.6103286384976526,1.0,1.0
835,0.6103286384976526,0.625,0.6103286384976526,0.0,1.0,1.0,1.0,1.0,0.6103286384976526
620,0.0,0.0,0.0,1.0,1.0,1.0,0.6103286384976526,0.625,0.0
241,1.0,0.0,0.6103286384976526,1.0,1.0,1.0,0.0,0.625,0.6103286384976526
142,1.0,0.625,1.0,0.0,0.6040268456375839,1.0,0.6103286384976526,0.0,1.0
311,0.6103286384976526,1.0,1.0,0.0,1.0,0.625,0.6103286384976526,1.0,0.0
70,1.0,1.0,1.0,0.0,0.0,0.625,0.6103286384976526,1.0,0.6103286384976526
42,1.0,1.0,1.0,0.625,0.0,0.625,0.0,0.625,1.0
146,1.0,0.625,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,0.625,1.0
677,1.0,0.625,1.0,1.0,0.6040268456375839,0.0,0.0,0.625,0.0
229,1.0,0.0,1.0,0.625,1.0,0.625,0.6103286384976526,0.0,1.0
709,1.0,0.0,1.0,0.625,0.6040268456375839,0.625,1.0,1.0,0.6103286384976526
898,0.0,1.0,0.6103286384976526,1.0,0.6040268456375839,0.0,0.6103286384976526,1.0,0.0
282,1.0,0.0,0.0,1.0,0.6040268456375839,0.0,1.0,0.0,0.6103286384976526
137,1.0,0.625,1.0,0.0,1.0,0.625,1.0,0.0,0.6103286384976526
729,1.0,0.0,0.6103286384976526,0.0,1.0,0.625,0.0,1.0,0.6103286384976526
46,1.0,1.0,1.0,0.625,0.0,0.0,0.6103286384976526,0.625,1.0
862,0.6103286384976526,0.0,1.0,0.625,0.0,1.0,0.6103286384976526,1.0,0.0
733,1.0,0.0,0.6103286384976526,0.0,0.0,0.625,1.0,1.0,0.6103286384976526
250,1.0,0.0,0.6103286384976526,1.0,0.6040268456375839,0.625,1.0,0.0,1.0
289,1.0,0.0,0.0,0.625,1.0,0.625,0.0,0.0,1.0
772,0.6103286384976526,1.0,1.0,0.0,0.6040268456375839,0.0,1.0,0.0,0.6103286384976526
405,0.6103286384976526,0.625,1.0,0.0,0.0,1.0,0.6103286384976526,1.0,1.0
199,1.0,0.625,0.0,1.0,0.6040268456375839,0.0,1.0,1.0,0.6103286384976526
301,0.6103286384976526,1.0,1.0,0.625,1.0,0.625,1.0,0.0,0.0
326,0.6103286384976526,1.0,0.6103286384976526,1.0,1.0,0.0,0.6103286384976526,1.0,0.0
717,1.0,0.0,0.6103286384976526,1.0,1.0,0.625,0.6103286384976526,1.0,0.6103286384976526
812,0.6103286384976526,0.625,0.6103286384976526,1.0,1.0,0.625,1.0,0.0,1.0
669,1.0,1.0,0.0,0.625,0.6040268456375839,0.625,0.0,0.0,1.0
477,0.6103286384976526,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6103286384976526
432,0.6103286384976526,0.0,1.0,0.625,1.0,1.0,1.0,0.0,0.6103286384976526
616,0.0,0.0,0.6103286384976526,0.625,0.6040268456375839,1.0,1.0,1.0,1.0
190,1.0,0.625,0.0,1.0,1.0,0.625,1.0,0.625,0.0
798,0.6103286384976526,1.0,0.0,0.625,0.0,1.0,0.6103286384976526,0.0,1.0
450,0.6103286384976526,0.0,1.0,0.0,1.0,0.0,1.0,0.625,0.0
612,0.0,0.0,0.6103286384976526,1.0,1.0,1.0,0.0,0.625,0.0
852,0.6103286384976526,0.0,1.0,1.0,0.6040268456375839,1.0,0.0,0.0,0.6103286384976526
264,1.0,0.0,0.6103286384976526,0.625,1.0,0.0,0.6103286384976526,1.0,1.0
448,0.6103286384976526,0.0,1.0,0.0,1.0,0.625,1.0,0.625,1.0
780,0.6103286384976526,1.0,0.6103286384976526,1.0,0.6040268456375839,0.0,0.6103286384976526,1.0,1.0
482,0.6103286384976526,0.0,0.0,0.0,0.6040268456375839,0.0,1.0,1.0,1.0
829,0.6103286384976526,0.625,0.6103286384976526,1.0,0.0,0.0,1.0,1.0,0.0
515,0.0,1.0,0.6103286384976526,0.0,0.6040268456375839,0.625,1.0,1.0,1.0
521,0.0,1.0,0.0,0.625,1.0,0.0,0.6103286384976526,1.0,0.0
682,1.0,0.625,1.0,0.625,0.6040268456375839,0.625,0.0,1.0,1.0
868,0.6103286384976526,0.0,0.6103286384976526,1.0,0.6040268456375839,1.0,1.0,1.0,0.6103286384976526
122,1.0,0.625,1.0,0.625,1.0,1.0,0.6103286384976526,0.625,1.0
247,1.0,0.0,0.6103286384976526,1.0,0.6040268456375839,1.0,1.0,0.625,0.0
505,0.0,1.0,0.6103286384976526,0.625,1.0,0.0,1.0,1.0,0.6103286384976526
21,1.0,1.0,1.0,0.625,0.6040268456375839,1.0,1.0,0.625,0.6103286384976526
373,0.6103286384976526,0.625,1.0,1.0,1.0,0.625,1.0,0.0,0.0
664,1.0,1.0,0.0,0.625,0.6040268456375839,0.625,1.0,1.0,0.6103286384976526
489,0.0,1.0,1.0,0.625,1.0,0.0,0.6103286384976526,1.0,0.6103286384976526
568,0.0,0.625,0.6103286384976526,1.0,1.0,1.0,0.0,0.0,0.0
916,0.0,0.625,1.0,1.0,0.6040268456375839,0.625,1.0,0.625,1.0
957,0.6103286384976526,0.625,1.0,1.0,1.0,0.625,0.6103286384976526,1.0,1.0
632,1.0,1.0,0.6103286384976526,1.0,0.6040268456375839,0.625,0.6103286384976526,0.0,1.0
659,1.0,1.0,0.6103286384976526,0.0,0.0,0.625,0.0,1.0,0.6103286384976526
701,1.0,0.625,0.0,0.625,0.6040268456375839,1.0,1.0,0.625,1.0
227,1.0,0.0,1.0,0.625,1.0,0.625,1.0,0.625,0.0
930,0.0,0.0,1.0,0.625,0.6040268456375839,0.625,1.0,1.0,0.0
355,0.6103286384976526,1.0,0.0,0.625,1.0,0.0,0.0,1.0,0.0
675,1.0,0.625,1.0,1.0,0.6040268456375839,0.625,0.0,0.625,1.0
841,0.6103286384976526,0.625,0.6103286384976526,0.0,1.0,0.0,1.0,1.0,0.0
86,1.0,1.0,0.6103286384976526,0.625,1.0,1.0,0.6103286384976526,1.0,0.6103286384976526
344,0.6103286384976526,1.0,0.6103286384976526,0.0,0.0,0.625,1.0,1.0,1.0
849,0.6103286384976526,0.625,0.0,0.625,1.0,1.0,0.6103286384976526,1.0,1.0
785,0.6103286384976526,1.0,0.6103286384976526,0.0,0.6040268456375839,1.0,0.6103286384976526,1.0,1.0
457,0.6103286384976526,0.0,1.0,0.0,0.0,1.0,0.0,0.625,1.0
387,0.6103286384976526,0.625,1.0,0.625,1.0,0.0,1.0,0.0,1.0
470,0.6103286384976526,0.0,0.6103286384976526,0.0,0.6040268456375839,1.0,1.0,1.0,1.0
749,0.6103286384976526,1.0,1.0,0.625,1.0,1.0,0.6103286384976526,0.625,0.0
644,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,0.625,1.0,0.0,1.0
34,1.0,1.0,1.0,0.625,0.0,1.0,0.6103286384976526,0.625,0.0
607,0.0,0.0,1.0,0.0,0.0,1.0,0.6103286384976526,0.625,1.0
67,1.0,1.0,1.0,0.0,0.6040268456375839,0.0,0.0,0.625,0.0
668,1.0,1.0,0.0,0.625,0.6040268456375839,0.625,0.0,1.0,0.0
340,0.6103286384976526,1.0,0.6103286384976526,0.0,1.0,0.0,1.0,1.0,0.6103286384976526
294,1.0,0.0,0.0,0.0,1.0,0.0,0.6103286384976526,0.625,1.0
322,0.6103286384976526,1.0,0.6103286384976526,1.0,1.0,1.0,0.0,0.625,0.0
745,0.6103286384976526,1.0,1.0,1.0,0.6040268456375839,0.0,1.0,0.625,0.6103286384976526
769,0.6103286384976526,1.0,1.0,0.0,0.6040268456375839,1.0,0.6103286384976526,1.0,0.6103286384976526
75,1.0,1.0,1.0,0.0,0.0,0.0,0.6103286384976526,0.625,0.0
136,1.0,0.625,1.0,0.0,1.0,0.625,1.0,0.625,0.0
181,1.0,0.625,0.6103286384976526,0.0,1.0,0.625,0.0,1.0,1.0
692,1.0,0.625,0.6103286384976526,1.0,0.6040268456375839,1.0,0.6103286384976526,0.0,1.0
915,0.0,0.625,1.0,1.0,0.6040268456375839,1.0,0.0,0.625,0.0
818,0.6103286384976526,0.625,0.6103286384976526,1.0,1.0,0.0,0.0,1.0,0.0
819,0.6103286384976526,0.625,0.6103286384976526,1.0,1.0,0.0,0.0,0.0,1.0
225,1.0,0.0,1.0,1.0,0.6040268456375839,0.0,1.0,0.625,0.6103286384976526
464,0.6103286384976526,0.0,0.6103286384976526,1.0,1.0,1.0,0.0,0.0,0.0
309,0.6103286384976526,1.0,1.0,0.0,1.0,0.625,1.0,0.625,0.0
378,0.6103286384976526,0.625,1.0,1.0,0.6040268456375839,0.625,1.0,1.0,1.0
499,0.0,1.0,0.6103286384976526,1.0,1.0,0.625,0.6103286384976526,1.0,0.0
330,0.6103286384976526,1.0,0.6103286384976526,0.625,1.0,1.0,0.0,1.0,0.0
3,1.0,1.0,1.0,1.0,0.6040268456375839,0.625,0.6103286384976526,0.0,0.0
100,1.0,1.0,0.6103286384976526,0.0,1.0,0.0,0.6103286384976526,0.625,1.0
584,0.0,0.625,0.0,0.625,0.6040268456375839,1.0,1.0,1.0,1.0
654,1.0,1.0,0.6103286384976526,0.0,0.6040268456375839,0.625,1.0,1.0,0.6103286384976526
897,0.0,1.0,0.6103286384976526,1.0,0.6040268456375839,0.625,0.6103286384976526,1.0,1.0
63,1.0,1.0,1.0,0.0,0.6040268456375839,0.0,1.0,0.625,0.6103286384976526
152,1.0,0.625,0.6103286384976526,1.0,1.0,0.625,0.6103286384976526,1.0,1.0
474,0.6103286384976526,0.0,0.0,1.0,1.0,1.0,0.6103286384976526,0.625,1.0
329,0.6103286384976526,1.0,0.6103286384976526,0.625,1.0,1.0,1.0,1.0,0.6103286384976526
708,1.0,0.0,1.0,0.625,1.0,1.0,0.6103286384976526,0.625,0.6103286384976526
283,1.0,0.0,0.0,1.0,0.0,0.625,1.0,0.625,0.0
230,1.0,0.0,1.0,0.625,1.0,0.625,0.0,0.625,1.0
648,1.0,1.0,0.6103286384976526,0.0,1.0,1.0,0.6103286384976526,0.625,0.6103286384976526
399,0.6103286384976526,0.625,1.0,0.0,1.0,0.0,1.0,0.625,1.0
127,1.0,0.625,1.0,0.625,1.0,0.625,0.0,0.0,1.0
206,1.0,0.625,0.0,1.0,0.0,0.0,1.0,0.0,0.6103286384976526
831,0.6103286384976526,0.625,0.6103286384976526,1.0,0.0,0.0,0.0,1.0,1.0
12,1.0,1.0,1.0,0.625,1.0,0.625,1.0,0.625,0.6103286384976526
316,0.6103286384976526,1.0,1.0,0.0,0.6040268456375839,1.0,0.0,0.625,1.0
78,1.0,1.0,0.6103286384976526,1.0,1.0,0.625,0.6103286384976526,0.625,1.0
93,1.0,1.0,0.6103286384976526,0.625,1.0,0.0,0.6103286384976526,0.0,1.0
713,1.0,0.0,1.0,0.625,0.6040268456375839,0.625,0.0,1.0,0.0
50,1.0,1.0,1.0,0.0,1.0,0.625,0.6103286384976526,0.625,0.0
907,0.0,1.0,0.6103286384976526,0.0,0.0,0.625,1.0,1.0,0.6103286384976526
99,1.0,1.0,0.6103286384976526,0.0,1.0,0.0,0.6103286384976526,1.0,0.6103286384976526
404,0.6103286384976526,0.625,1.0,0.0,0.0,1.0,1.0,0.625,1.0
793,0.6103286384976526,1.0,0.0,0.625,1.0,1.0,0.6103286384976526,0.0,0.0
218,1.0,0.625,0.0,0.0,1.0,0.625,0.6103286384976526,1.0,1.0
768,0.6103286384976526,1.0,1.0,0.0,0.6040268456375839,1.0,1.0,0.625,0.6103286384976526
650,1.0,1.0,0.6103286384976526,0.0,1.0,0.625,0.0,0.0,0.6103286384976526
756,0.6103286384976526,1.0,1.0,0.625,0.6040268456375839,1.0,0.0,1.0,0.6103286384976526
58,1.0,1.0,1.0,0.0,0.6040268456375839,0.625,0.6103286384976526,1.0,0.0
269,1.0,0.0,0.6103286384976526,0.0,1.0,0.625,1.0,0.625,1.0
918,0.0,0.625,1.0,1.0,0.6040268456375839,0.0,0.0,0.625,1.0
805,0.6103286384976526,0.625,1.0,1.0,0.6040268456375839,1.0,0.0,1.0,0.6103286384976526
516,0.0,1.0,0.0,1.0,1.0,0.625,0.6103286384976526,1.0,0.6103286384976526
431,0.6103286384976526,0.0,1.0,0.625,1.0,1.0,1.0,0.625,0.0
562,0.0,0.625,0.6103286384976526,1.0,1.0,1.0,1.0,0.625,0.0
458,0.6103286384976526,0.0,0.6103286384976526,1.0,1.0,1.0,1.0,0.625,0.0
418,0.6103286384976526,0.625,0.0,0.625,0.0,1.0,1.0,1.0,1.0
18,1.0,1.0,1.0,0.625,1.0,0.0,0.6103286384976526,0.625,0.0
686,1.0,0.625,1.0,0.0,0.6040268456375839,1.0,0.0,0.625,0.0
236,1.0,0.0,1.0,0.0,1.0,0.625,1.0,0.625,0.6103286384976526
843,0.6103286384976526,0.625,0.6103286384976526,0.0,1.0,0.0,0.0,1.0,1.0
753,0.6103286384976526,1.0,1.0,0.625,1.0,0.0,0.6103286384976526,0.0,0.0
14,1.0,1.0,1.0,0.625,1.0,0.625,0.6103286384976526,0.625,1.0
452,0.6103286384976526,0.0,1.0,0.0,0.6040268456375839,1.0,1.0,0.625,1.0
820,0.6103286384976526,0.625,0.6103286384976526,1.0,0.6040268456375839,1.0,1.0,1.0,0.0
796,0.6103286384976526,1.0,0.0,0.625,0.6040268456375839,1.0,0.6103286384976526,1.0,1.0
510,0.0,1.0,0.6103286384976526,0.0,1.0,1.0,0.6103286384976526,1.0,0.6103286384976526
565,0.0,0.625,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,0.0,1.0
579,0.0,0.625,0.0,1.0,1.0,1.0,0.6103286384976526,0.0,0.0
473,0.6103286384976526,0.0,0.0,1.0,1.0,1.0,0.6103286384976526,1.0,0.6103286384976526
423,0.6103286384976526,0.0,1.0,1.0,1.0,1.0,0.6103286384976526,0.0,0.6103286384976526
476,0.6103286384976526,0.0,0.0,1.0,1.0,1.0,0.0,0.625,0.0
725,1.0,0.0,0.6103286384976526,1.0,0.0,0.625,0.0,1.0,0.6103286384976526
492,0.0,1.0,1.0,0.625,0.0,1.0,0.6103286384976526,0.625,1.0
566,0.0,0.625,0.6103286384976526,1.0,1.0,1.0,0.0,1.0,0.6103286384976526
592,0.0,0.0,1.0,0.625,1.0,0.625,1.0,1.0,0.6103286384976526
401,0.6103286384976526,0.625,1.0,0.0,0.6040268456375839,1.0,1.0,0.0,1.0
807,0.6103286384976526,0.625,1.0,1.0,0.6040268456375839,0.0,1.0,0.625,1.0
38,1.0,1.0,1.0,0.625,0.0,0.625,1.0,0.0,0.6103286384976526
886,0.0,1.0,1.0,0.625,0.6040268456375839,0.625,0.6103286384976526,1.0,1.0
437,0.6103286384976526,0.0,1.0,0.625,1.0,0.0,1.0,0.625,1.0
307,0.6103286384976526,1.0,1.0,0.625,0.6040268456375839,1.0,0.0,0.0,1.0
655,1.0,1.0,0.6103286384976526,0.0,0.6040268456375839,0.625,0.6103286384976526,1.0,1.0
168,1.0,0.625,0.6103286384976526,1.0,0.0,0.0,1.0,0.625,1.0
116,1.0,0.625,1.0,1.0,0.6040268456375839,0.625,1.0,0.0,0.0
890,0.0,1.0,1.0,0.0,0.0,1.0,0.6103286384976526,0.625,0.6103286384976526
578,0.0,0.625,0.0,1.0,1.0,1.0,0.6103286384976526,0.625,1.0
623,0.0,0.0,0.0,0.625,0.6040268456375839,0.0,1.0,1.0,1.0
823,0.6103286384976526,0.625,0.6103286384976526,1.0,0.0,1.0,1.0,1.0,0.6103286384976526
921,0.0,0.625,0.6103286384976526,1.0,1.0,0.625,1.0,1.0,0.6103286384976526
764,0.6103286384976526,1.0,1.0,0.625,0.0,0.625,0.6103286384976526,1.0,1.0
219,1.0,0.625,0.0,0.0,1.0,0.625,0.0,0.0,1.0
946,1.0,0.625,1.0,1.0,0.6040268456375839,1.0,0.6103286384976526,1.0,0.6103286384976526
207,1.0,0.625,0.0,0.625,1.0,1.0,0.6103286384976526,0.0,1.0
260,1.0,0.0,0.6103286384976526,0.625,1.0,1.0,0.0,0.625,1.0
622,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.625,0.6103286384976526
646,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,0.0,0.6103286384976526,1.0,1.0
85,1.0,1.0,0.6103286384976526,1.0,0.0,0.0,1.0,0.625,0.6103286384976526
833,0.6103286384976526,0.625,0.6103286384976526,0.625,1.0,1.0,1.0,0.0,1.0
854,0.6103286384976526,0.0,1.0,1.0,0.6040268456375839,0.0,1.0,0.0,0.6103286384976526
460,0.6103286384976526,0.0,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,1.0,0.0
328,0.6103286384976526,1.0,0.6103286384976526,1.0,0.6040268456375839,0.625,1.0,1.0,1.0
727,1.0,0.0,0.6103286384976526,0.625,0.6040268456375839,1.0,0.6103286384976526,1.0,1.0
502,0.0,1.0,0.6103286384976526,0.625,1.0,1.0,0.0,1.0,0.6103286384976526
912,0.0,1.0,0.0,0.625,0.6040268456375839,0.625,0.0,1.0,1.0
524,0.0,1.0,0.0,0.0,1.0,0.625,0.0,1.0,0.6103286384976526
175,1.0,0.625,0.6103286384976526,0.625,1.0,0.0,0.0,1.0,1.0
273,1.0,0.0,0.6103286384976526,0.0,1.0,0.0,0.0,0.625,1.0
642,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,1.0,0.6103286384976526,0.0,1.0
786,0.6103286384976526,1.0,0.0,1.0,0.6040268456375839,1.0,1.0,0.625,0.6103286384976526
491,0.0,1.0,1.0,0.625,0.6040268456375839,1.0,0.0,0.625,1.0
486,0.0,1.0,1.0,0.625,1.0,0.625,0.6103286384976526,1.0,0.0
637,1.0,1.0,0.6103286384976526,1.0,0.0,1.0,0.6103286384976526,0.625,0.6103286384976526
295,0.6103286384976526,1.0,1.0,1.0,1.0,0.625,1.0,0.625,0.6103286384976526
139,1.0,0.625,1.0,0.0,1.0,0.625,0.0,0.625,1.0
96,1.0,1.0,0.6103286384976526,0.0,1.0,0.625,0.6103286384976526,1.0,0.0
741,0.6103286384976526,1.0,1.0,1.0,0.6040268456375839,1.0,0.6103286384976526,0.0,0.6103286384976526
811,0.6103286384976526,0.625,0.6103286384976526,1.0,1.0,0.625,1.0,1.0,0.0
509,0.0,1.0,0.6103286384976526,0.625,0.0,0.625,1.0,1.0,1.0
213,1.0,0.625,0.0,0.625,1.0,0.0,0.0,0.0,1.0
518,0.0,1.0,0.0,0.625,1.0,0.625,1.0,1.0,0.6103286384976526
386,0.6103286384976526,0.625,1.0,0.625,1.0,0.0,1.0,1.0,0.0
889,0.0,1.0,1.0,0.0,1.0,0.0,0.6103286384976526,0.625,0.6103286384976526
233,1.0,0.0,1.0,0.625,0.6040268456375839,1.0,0.6103286384976526,0.0,1.0
440,0.6103286384976526,0.0,1.0,0.625,0.6040268456375839,1.0,0.0,1.0,1.0
79,1.0,1.0,0.6103286384976526,1.0,0.6040268456375839,1.0,1.0,0.625,0.6103286384976526
938,0.0,0.0,0.6103286384976526,1.0,0.6040268456375839,0.0,0.6103286384976526,1.0,1.0
469,0.6103286384976526,0.0,0.6103286384976526,0.0,1.0,0.625,1.0,1.0,1.0
26,1.0,1.0,1.0,0.625,0.6040268456375839,1.0,0.0,0.0,0.6103286384976526
1,1.0,1.0,1.0,1.0,0.6040268456375839,0.625,0.6103286384976526,1.0,0.6103286384976526
187,1.0,0.625,0.0,1.0,1.0,1.0,0.6103286384976526,0.625,0.0
530,0.0,0.625,1.0,1.0,1.0,0.625,1.0,0.0,0.6103286384976526
271,1.0,0.0,0.6103286384976526,0.0,1.0,0.625,0.0,0.0,1.0
434,0.6103286384976526,0.0,1.0,0.625,1.0,0.625,1.0,1.0,0.0
633,1.0,1.0,0.6103286384976526,1.0,0.6040268456375839,0.625,0.0,1.0,0.6103286384976526
696,1.0,0.625,0.6103286384976526,0.0,0.6040268456375839,1.0,1.0,0.625,1.0
270,1.0,0.0,0.6103286384976526,0.0,1.0,0.625,0.6103286384976526,1.0,1.0
453,0.6103286384976526,0.0,1.0,0.0,0.6040268456375839,1.0,0.6103286384976526,1.0,1.0
310,0.6103286384976526,1.0,1.0,0.0,1.0,0.625,1.0,0.0,0.6103286384976526
366,0.6103286384976526,0.625,1.0,1.0,1.0,1.0,0.6103286384976526,1.0,0.6103286384976526
145,1.0,0.625,0.6103286384976526,1.0,1.0,1.0,0.6103286384976526,1.0,0.6103286384976526
412,0.6103286384976526,0.625,0.0,1.0,1.0,1.0,0.0,1.0,0.6103286384976526
641,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,1.0,0.6103286384976526,1.0,0.0
707,1.0,0.0,1.0,1.0,0.0,0.0,0.6103286384976526,0.625,0.6103286384976526
87,1.0,1.0,0.6103286384976526,0.625,1.0,1.0,0.6103286384976526,0.625,1.0
794,0.6103286384976526,1.0,0.0,0.625,1.0,0.0,0.6103286384976526,0.0,1.0
220,1.0,0.625,0.0,0.0,1.0,0.0,0.6103286384976526,0.0,1.0
801,0.6103286384976526,1.0,0.0,0.0,0.6040268456375839,1.0,0.0,1.0,0.6103286384976526
466,0.6103286384976526,0.0,0.6103286384976526,1.0,0.0,0.625,1.0,1.0,1.0
410,0.6103286384976526,0.625,0.0,1.0,1.0,1.0,0.6103286384976526,1.0,0.0
697,1.0,0.625,0.6103286384976526,0.0,0.6040268456375839,1.0,0.6103286384976526,1.0,1.0
944,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,1.0,1.0,0.625,1.0
542,0.0,0.625,1.0,0.625,1.0,0.0,1.0,0.0,0.0
940,0.0,0.0,0.6103286384976526,0.0,1.0,0.625,1.0,1.0,0.6103286384976526
806,0.6103286384976526,0.625,1.0,1.0,0.6040268456375839,0.0,1.0,1.0,0.6103286384976526
481,0.6103286384976526,0.0,0.0,0.625,0.0,0.0,1.0,1.0,1.0
88,1.0,1.0,0.6103286384976526,0.625,1.0,0.625,1.0,0.625,1.0
252,1.0,0.0,0.6103286384976526,1.0,0.6040268456375839,0.0,1.0,0.625,1.0
587,0.0,0.625,0.0,0.0,0.0,0.625,1.0,1.0,1.0
331,0.6103286384976526,1.0,0.6103286384976526,0.625,1.0,0.625,1.0,1.0,1.0
449,0.6103286384976526,0.0,1.0,0.0,1.0,0.625,1.0,0.0,0.0
541,0.0,0.625,1.0,0.625,1.0,0.0,1.0,0.625,1.0
485,0.0,1.0,1.0,0.625,1.0,0.625,1.0,0.0,0.6103286384976526
83,1.0,1.0,0.6103286384976526,1.0,0.6040268456375839,0.0,1.0,0.0,0.6103286384976526
71,1.0,1.0,1.0,0.0,0.0,0.625,0.6103286384976526,0.625,1.0
645,1.0,1.0,0.6103286384976526,0.625,0.6040268456375839,0.625,0.0,1.0,1.0
57,1.0,1.0,1.0,0.0,0.6040268456375839,0.625,1.0,0.0,0.6103286384976526
429,0.6103286384976526,0.0,1.0,1.0,0.6040268456375839,1.0,0.0,0.625,1.0
663,1.0,1.0,0.0,0.625,1.0,1.0,0.6103286384976526,0.625,0.6103286384976526
822,0.6103286384976526,0.625,0.6103286384976526,1.0,0.6040268456375839,1.0,0.0,1.0,1.0
479,0.6103286384976526,0.0,0.0,0.625,1.0,0.625,1.0,1.0,1.0
720,1.0,0.0,0.6103286384976526,1.0,0.6040268456375839,1.0,0.6103286384976526,0.625,1.0
