,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
432,0.6374622356495468,0.029411764705882353,0.5163265306122449,0.6346863468634686,0.08924837680202487,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.30357142857142855,1.0,0.0,0.6666666666666666,0.20723684210526316,0.0,1.0,1.0
533,1.0,0.29411764705882354,1.0,1.0,0.05838010344448113,0.0990990990990991,0.4043321299638989,1.0,0.08433734939759036,1.0,0.6666666666666666,0.43820224719101125,0.125,1.0,1.0,0.0,1.0,0.0,1.0,1.0
723,0.622356495468278,0.07352941176470588,1.0,1.0,0.029712776493892375,0.02702702702702703,1.0,1.0,0.5220883534136547,1.0,0.6666666666666666,0.7191011235955056,0.8392857142857143,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
523,1.0,0.29411764705882354,1.0,0.34686346863468637,0.17816661164300648,0.0990990990990991,0.4043321299638989,0.6666666666666666,0.5220883534136547,1.0,1.0,1.0,0.07142857142857142,1.0,1.0,0.0,1.0,0.0,0.0,1.0
880,1.0,0.29411764705882354,1.0,0.34686346863468637,0.4161989655551887,1.0,0.4043321299638989,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3392857142857143,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
383,0.0,0.11764705882352941,1.0,0.8302583025830258,0.05942555298778475,1.0,0.3971119133574007,1.0,1.0,1.0,0.0,0.7191011235955056,0.125,1.0,1.0,0.0,1.0,0.0,0.0,1.0
706,0.622356495468278,0.6470588235294118,1.0,0.8302583025830258,0.3471992956971498,0.0990990990990991,0.4043321299638989,0.6666666666666666,1.0,1.0,0.3333333333333333,0.43820224719101125,0.08928571428571429,1.0,1.0,0.0,1.0,0.0,0.0,1.0
979,0.622356495468278,0.16176470588235295,0.018367346938775512,0.8302583025830258,0.055793991416309016,0.0990990990990991,1.0,0.3333333333333333,0.08433734939759036,1.0,0.3333333333333333,0.43820224719101125,0.10714285714285714,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
425,0.622356495468278,0.20588235294117646,1.0,0.34686346863468637,0.1391548365797293,1.0,1.0,0.0,0.08433734939759036,1.0,0.6666666666666666,1.0,0.03571428571428571,1.0,0.11735537190082644,0.0,1.0,0.0,1.0,1.0
734,1.0,0.0,0.5163265306122449,0.8302583025830258,0.17222405634422802,1.0,0.4043321299638989,0.0,0.5220883534136547,1.0,0.0,0.7191011235955056,0.32142857142857145,1.0,1.0,0.0,1.0,1.0,0.0,1.0
654,1.0,0.29411764705882354,0.5163265306122449,0.34686346863468637,0.11532959172444152,1.0,0.4043321299638989,1.0,1.0,1.0,0.6666666666666666,1.0,0.2857142857142857,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
481,0.622356495468278,0.29411764705882354,1.0,0.8302583025830258,0.0523275008253549,1.0,0.3971119133574007,1.0,1.0,1.0,0.0,0.43820224719101125,0.125,1.0,1.0,0.0,1.0,0.0,0.0,1.0
989,0.622356495468278,0.29411764705882354,0.5163265306122449,1.0,0.08215032463959503,1.0,0.6895306859205776,1.0,1.0,1.0,0.3333333333333333,0.43820224719101125,0.5178571428571429,1.0,1.0,0.3333333333333333,0.29276315789473684,0.0,0.0,1.0
954,0.6374622356495468,0.11764705882352941,1.0,0.8302583025830258,0.09040387366567625,1.0,1.0,1.0,0.5220883534136547,0.012702078521939953,1.0,0.43820224719101125,0.17857142857142858,1.0,1.0,0.0,1.0,0.0,1.0,1.0
518,0.6374622356495468,0.029411764705882353,1.0,0.8302583025830258,0.05243754814570265,0.0990990990990991,0.6895306859205776,0.6666666666666666,1.0,1.0,0.3333333333333333,0.43820224719101125,0.42857142857142855,1.0,1.0,0.0,1.0,0.0,1.0,1.0
153,0.622356495468278,0.29411764705882354,0.5163265306122449,0.34686346863468637,0.41311764058545175,0.0,0.6895306859205776,0.3333333333333333,0.5220883534136547,1.0,1.0,0.0,0.17857142857142858,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
557,1.0,0.25,0.0,0.8302583025830258,0.26152745680642675,0.24324324324324326,1.0,0.0,0.5220883534136547,1.0,1.0,0.43820224719101125,0.17857142857142858,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
560,0.6374622356495468,0.29411764705882354,1.0,0.34686346863468637,0.14933421371189612,0.24324324324324326,0.6895306859205776,1.0,1.0,1.0,1.0,0.0,0.5357142857142857,0.11994784876140809,0.0,0.0,1.0,1.0,1.0,1.0
957,0.622356495468278,0.07352941176470588,0.5163265306122449,1.0,0.04974138879718279,1.0,0.6895306859205776,0.3333333333333333,1.0,1.0,1.0,0.7191011235955056,0.32142857142857145,1.0,1.0,0.6666666666666666,0.29276315789473684,0.0,0.0,1.0
278,1.0,0.029411764705882353,1.0,0.6346863468634686,0.23995818201826785,1.0,0.3971119133574007,0.0,0.5220883534136547,1.0,1.0,0.43820224719101125,0.23214285714285715,1.0,1.0,0.0,1.0,0.0,0.0,1.0
815,0.622356495468278,0.47058823529411764,0.09795918367346938,0.8302583025830258,0.39517992736876856,1.0,1.0,0.3333333333333333,0.5220883534136547,1.0,0.3333333333333333,0.43820224719101125,0.625,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
47,0.6374622356495468,0.029411764705882353,1.0,0.34686346863468637,0.06063607351160999,0.02702702702702703,0.0,0.0,0.5220883534136547,1.0,0.3333333333333333,0.43820224719101125,0.07142857142857142,1.0,0.11735537190082644,0.0,0.0,0.0,1.0,1.0
436,1.0,0.029411764705882353,1.0,0.04797047970479705,0.022559700671288655,0.02702702702702703,0.4043321299638989,0.3333333333333333,0.08433734939759036,1.0,1.0,0.7191011235955056,0.07142857142857142,1.0,0.11735537190082644,0.0,0.29276315789473684,0.0,0.0,1.0
374,0.622356495468278,0.8235294117647058,0.018367346938775512,0.01107011070110701,0.7996038296467481,0.0990990990990991,0.6895306859205776,0.6666666666666666,0.5220883534136547,1.0,1.0,0.0,0.7321428571428571,0.11994784876140809,0.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
101,0.622356495468278,0.47058823529411764,1.0,1.0,0.11406404754044239,1.0,0.4043321299638989,1.0,1.0,1.0,1.0,1.0,0.08928571428571429,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
772,1.0,0.25,0.5163265306122449,0.34686346863468637,0.16644657202597116,1.0,0.6895306859205776,0.0,1.0,1.0,1.0,1.0,0.30357142857142855,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
163,0.622356495468278,0.08823529411764706,1.0,0.8302583025830258,0.3883569935072081,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.9107142857142857,0.11994784876140809,0.0,0.0,0.20723684210526316,0.0,1.0,1.0
736,0.622356495468278,0.29411764705882354,1.0,0.34686346863468637,0.6223175965665236,1.0,1.0,0.0,0.5220883534136547,1.0,1.0,1.0,0.07142857142857142,1.0,0.11735537190082644,0.3333333333333333,0.20723684210526316,0.0,0.0,1.0
868,1.0,0.47058823529411764,1.0,0.3247232472324723,0.39391438318476946,0.24324324324324326,0.6895306859205776,0.6666666666666666,1.0,1.0,0.3333333333333333,0.43820224719101125,0.32142857142857145,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
635,1.0,0.11764705882352941,1.0,0.15129151291512916,0.06289204357873886,1.0,0.6895306859205776,1.0,1.0,1.0,1.0,0.43820224719101125,0.5,0.11994784876140809,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
57,1.0,0.47058823529411764,0.5163265306122449,1.0,0.5126004181798173,1.0,1.0,0.3333333333333333,0.5220883534136547,1.0,0.3333333333333333,1.0,0.21428571428571427,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
97,0.622356495468278,0.20588235294117646,1.0,0.3247232472324723,0.13051612193243095,0.0990990990990991,1.0,1.0,1.0,1.0,1.0,1.0,0.26785714285714285,1.0,1.0,0.0,1.0,0.0,0.0,1.0
657,1.0,0.6470588235294118,1.0,1.0,0.5486959392538792,0.24324324324324326,0.4043321299638989,1.0,1.0,1.0,0.6666666666666666,1.0,0.32142857142857145,0.0,1.0,0.0,1.0,0.0,1.0,1.0
286,0.6374622356495468,0.6470588235294118,1.0,0.34686346863468637,0.2496973698690437,1.0,0.4043321299638989,1.0,1.0,1.0,0.6666666666666666,0.43820224719101125,0.125,1.0,1.0,0.0,1.0,1.0,0.0,1.0
150,1.0,0.029411764705882353,1.0,1.0,0.060305931550566745,0.0990990990990991,0.6895306859205776,0.3333333333333333,1.0,1.0,1.0,0.0,0.4107142857142857,0.11994784876140809,0.0,0.0,1.0,1.0,1.0,1.0
230,0.0,0.47058823529411764,1.0,1.0,0.21789369428854408,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,1.0
334,0.6374622356495468,0.29411764705882354,0.0,0.6346863468634686,0.2123913282711566,1.0,0.6895306859205776,0.6666666666666666,1.0,1.0,1.0,0.0,0.07142857142857142,0.11994784876140809,0.11735537190082644,0.3333333333333333,1.0,1.0,0.0,1.0
794,1.0,0.29411764705882354,1.0,0.6346863468634686,0.15472653240893583,0.02702702702702703,0.6895306859205776,1.0,1.0,1.0,0.6666666666666666,0.0,0.23214285714285715,1.0,0.11735537190082644,0.0,1.0,0.0,1.0,1.0
865,1.0,0.16176470588235295,1.0,0.6346863468634686,0.10845163420270716,0.02702702702702703,1.0,0.3333333333333333,0.5220883534136547,1.0,1.0,1.0,0.017857142857142856,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
747,0.6374622356495468,0.11764705882352941,1.0,0.8302583025830258,0.05634422801804776,1.0,0.3971119133574007,0.6666666666666666,0.5220883534136547,1.0,0.0,0.7191011235955056,0.32142857142857145,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
433,1.0,0.29411764705882354,0.5163265306122449,0.04797047970479705,0.09948277759436558,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.7191011235955056,0.25,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
341,0.6374622356495468,0.25,1.0,0.6346863468634686,0.1842742379223066,1.0,0.4043321299638989,0.0,0.5220883534136547,1.0,1.0,1.0,0.125,1.0,0.11735537190082644,0.0,0.29276315789473684,0.0,0.0,1.0
200,1.0,0.07352941176470588,0.5163265306122449,0.15129151291512916,0.037746230879278087,0.02702702702702703,0.6895306859205776,1.0,1.0,1.0,0.3333333333333333,1.0,0.5892857142857143,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
328,0.0,0.47058823529411764,1.0,1.0,0.23236491691427313,1.0,0.6895306859205776,1.0,1.0,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,1.0,0.0,1.0,0.0,0.0,1.0
480,0.622356495468278,0.11764705882352941,0.5163265306122449,1.0,0.18284362275778585,1.0,1.0,0.0,0.5220883534136547,1.0,0.0,0.7191011235955056,0.07142857142857142,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
500,0.6374622356495468,0.29411764705882354,1.0,0.8302583025830258,0.15808297567954221,1.0,0.3971119133574007,1.0,0.5220883534136547,1.0,0.0,0.43820224719101125,0.14285714285714285,1.0,1.0,0.0,1.0,0.0,0.0,1.0
277,0.6374622356495468,0.11764705882352941,1.0,0.6346863468634686,0.055683944095961266,0.24324324324324326,0.6895306859205776,0.3333333333333333,0.0,1.0,1.0,0.43820224719101125,0.5357142857142857,1.0,1.0,0.0,0.29276315789473684,0.0,1.0,1.0
598,1.0,0.20588235294117646,0.5163265306122449,0.8302583025830258,0.1389347419390338,1.0,0.4043321299638989,0.3333333333333333,1.0,1.0,0.3333333333333333,0.43820224719101125,0.21428571428571427,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
546,1.0,0.29411764705882354,0.5163265306122449,0.8302583025830258,0.09750192582810609,1.0,1.0,1.0,0.5220883534136547,1.0,1.0,1.0,0.32142857142857145,1.0,1.0,0.0,1.0,0.0,1.0,1.0
573,0.6374622356495468,0.16176470588235295,1.0,0.3247232472324723,0.03059315505667437,1.0,1.0,1.0,0.5220883534136547,1.0,1.0,0.43820224719101125,0.05357142857142857,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
608,1.0,0.20588235294117646,1.0,1.0,0.09909761197314845,1.0,0.3971119133574007,1.0,1.0,1.0,0.0,0.7191011235955056,0.25,1.0,1.0,0.0,1.0,0.0,0.0,1.0
79,0.622356495468278,0.38235294117647056,1.0,0.6346863468634686,0.1970947507428194,1.0,0.3971119133574007,0.3333333333333333,0.08433734939759036,1.0,0.0,0.43820224719101125,0.05357142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
712,1.0,0.25,1.0,0.34686346863468637,0.12248266754704523,0.24324324324324326,0.6895306859205776,1.0,1.0,1.0,1.0,0.7191011235955056,0.48214285714285715,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
482,0.6374622356495468,0.38235294117647056,1.0,0.6346863468634686,0.1855397821063057,0.0,0.6895306859205776,1.0,0.5220883534136547,1.0,1.0,0.43820224719101125,0.6785714285714286,1.0,0.11735537190082644,0.3333333333333333,1.0,0.0,1.0,1.0
594,0.6374622356495468,0.29411764705882354,0.018367346938775512,0.01107011070110701,0.06096621547265324,0.24324324324324326,0.6895306859205776,1.0,1.0,1.0,0.6666666666666666,1.0,0.375,0.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
602,0.622356495468278,0.29411764705882354,0.018367346938775512,0.15129151291512916,0.08732254869593925,1.0,0.4043321299638989,1.0,0.5220883534136547,1.0,1.0,0.0,0.26785714285714285,0.11994784876140809,0.0,0.0,0.29276315789473684,0.0,0.0,1.0
281,1.0,0.11764705882352941,1.0,0.6346863468634686,0.07285132607021019,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7191011235955056,0.5535714285714286,1.0,1.0,0.0,1.0,0.0,0.0,1.0
584,1.0,0.11764705882352941,1.0,0.8302583025830258,0.10360955210740619,0.24324324324324326,0.6895306859205776,1.0,0.5220883534136547,1.0,1.0,0.0,0.5892857142857143,1.0,0.0,0.0,0.20723684210526316,0.0,1.0,1.0
786,1.0,0.2647058823529412,1.0,1.0,0.1334323759216463,0.02702702702702703,0.6895306859205776,0.6666666666666666,1.0,1.0,1.0,1.0,0.375,1.0,1.0,0.0,1.0,0.0,0.0,1.0
771,0.6374622356495468,0.47058823529411764,0.5163265306122449,0.15129151291512916,0.4300099042588313,1.0,1.0,0.6666666666666666,0.5220883534136547,1.0,0.3333333333333333,0.0,0.10714285714285714,1.0,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
634,0.622356495468278,0.29411764705882354,1.0,0.8302583025830258,0.060801144492131615,1.0,0.3971119133574007,0.6666666666666666,0.5220883534136547,1.0,1.0,1.0,0.10714285714285714,1.0,1.0,0.0,0.29276315789473684,0.0,1.0,1.0
501,0.6374622356495468,0.47058823529411764,1.0,0.34686346863468637,0.2884890502916254,1.0,0.6895306859205776,0.3333333333333333,1.0,1.0,1.0,0.0,0.4107142857142857,1.0,0.0,0.0,1.0,1.0,0.0,1.0
254,0.622356495468278,0.07352941176470588,1.0,0.6346863468634686,0.09794211510949709,0.24324324324324326,0.4043321299638989,0.3333333333333333,1.0,1.0,0.0,1.0,0.08928571428571429,1.0,1.0,0.0,1.0,0.0,1.0,1.0
963,1.0,0.29411764705882354,1.0,1.0,0.11813579839330912,0.02702702702702703,0.6895306859205776,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.2857142857142857,0.11994784876140809,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
829,0.622356495468278,0.6470588235294118,0.09795918367346938,0.3247232472324723,0.3538571585781886,0.24324324324324326,1.0,1.0,1.0,1.0,1.0,0.0,0.3392857142857143,1.0,0.0,0.0,1.0,1.0,1.0,1.0
50,0.622356495468278,0.29411764705882354,0.09795918367346938,0.6346863468634686,0.11461428414218114,0.24324324324324326,0.3971119133574007,1.0,1.0,1.0,0.3333333333333333,0.43820224719101125,0.17857142857142858,0.11994784876140809,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
508,1.0,0.29411764705882354,1.0,1.0,0.06399251678221635,1.0,1.0,1.0,0.08433734939759036,1.0,0.3333333333333333,0.43820224719101125,0.16071428571428573,1.0,1.0,0.0,1.0,0.0,0.0,1.0
20,1.0,0.07352941176470588,0.5163265306122449,0.8302583025830258,0.10366457576758006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5178571428571429,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0
524,0.622356495468278,0.20588235294117646,1.0,1.0,0.04748541873005392,1.0,1.0,1.0,0.5220883534136547,0.012702078521939953,1.0,0.7191011235955056,0.125,1.0,1.0,0.0,0.29276315789473684,1.0,0.0,1.0
941,1.0,0.08823529411764706,1.0,0.8302583025830258,0.0713106635853417,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.7191011235955056,0.21428571428571427,1.0,1.0,0.0,0.29276315789473684,1.0,0.0,0.0
359,0.6374622356495468,0.38235294117647056,1.0,0.6346863468634686,0.118631011334874,1.0,0.4043321299638989,1.0,0.5220883534136547,1.0,1.0,0.7191011235955056,0.07142857142857142,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
350,1.0,0.07352941176470588,1.0,0.01107011070110701,0.05425332893144052,1.0,0.3971119133574007,0.0,0.5220883534136547,1.0,1.0,0.7191011235955056,0.07142857142857142,1.0,0.11735537190082644,0.0,1.0,0.0,1.0,1.0
174,0.6374622356495468,0.25,0.09795918367346938,0.15129151291512916,0.17409486079013975,1.0,0.3971119133574007,0.3333333333333333,1.0,1.0,0.0,0.43820224719101125,0.125,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0
327,1.0,0.29411764705882354,1.0,0.8302583025830258,0.07015516672169032,0.0,0.4043321299638989,1.0,0.5220883534136547,1.0,0.6666666666666666,1.0,0.26785714285714285,1.0,1.0,0.0,1.0,1.0,1.0,1.0
663,0.622356495468278,0.029411764705882353,0.09795918367346938,0.6346863468634686,0.044018928139099814,1.0,0.0,1.0,1.0,1.0,0.0,0.43820224719101125,0.2857142857142857,0.0,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
8,1.0,0.11764705882352941,1.0,1.0,0.15456146142841423,0.0,0.4043321299638989,0.3333333333333333,0.0,1.0,1.0,0.7191011235955056,0.75,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
795,1.0,0.07352941176470588,1.0,0.6346863468634686,0.11285352701661715,0.0990990990990991,0.3971119133574007,0.3333333333333333,0.5220883534136547,1.0,1.0,0.43820224719101125,0.05357142857142857,1.0,0.11735537190082644,0.0,1.0,0.0,0.0,1.0
191,0.622356495468278,0.6470588235294118,0.0,0.3247232472324723,0.1977550346649059,0.0990990990990991,0.4043321299638989,1.0,1.0,1.0,1.0,0.0,0.26785714285714285,1.0,0.0,0.0,0.29276315789473684,1.0,0.0,1.0
143,0.6374622356495468,0.20588235294117646,1.0,0.6346863468634686,0.12171233630461098,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.05357142857142857,1.0,1.0,0.0,1.0,0.0,0.0,1.0
49,1.0,0.11764705882352941,1.0,1.0,0.10030813249697369,0.0990990990990991,1.0,1.0,0.5220883534136547,0.0,0.3333333333333333,0.7191011235955056,0.16071428571428573,1.0,1.0,0.0,1.0,0.0,0.0,1.0
544,1.0,0.11764705882352941,0.5163265306122449,0.8302583025830258,0.05529877847474414,1.0,0.6895306859205776,1.0,1.0,1.0,1.0,0.7191011235955056,0.75,1.0,1.0,0.3333333333333333,0.29276315789473684,0.0,0.0,1.0
207,0.622356495468278,0.11764705882352941,0.5163265306122449,0.01107011070110701,0.06459777704412897,1.0,0.4043321299638989,1.0,1.0,1.0,0.6666666666666666,0.43820224719101125,0.125,1.0,1.0,0.0,1.0,0.0,0.0,1.0
343,0.622356495468278,0.20588235294117646,1.0,0.3247232472324723,0.2304941124683614,1.0,0.6895306859205776,0.0,1.0,0.0,0.0,0.7191011235955056,0.25,0.11994784876140809,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
213,0.0,0.38235294117647056,0.09795918367346938,0.3247232472324723,0.09122922856828436,1.0,0.6895306859205776,1.0,1.0,1.0,1.0,0.7191011235955056,0.8392857142857143,1.0,1.0,0.0,0.20723684210526316,0.0,1.0,1.0
290,1.0,0.11764705882352941,1.0,0.3247232472324723,0.045449543303620554,1.0,1.0,0.3333333333333333,0.08433734939759036,1.0,0.3333333333333333,0.7191011235955056,0.125,1.0,1.0,0.0,1.0,0.0,1.0,0.0
866,0.6374622356495468,0.20588235294117646,1.0,1.0,0.11769560911191812,1.0,0.3971119133574007,1.0,0.5220883534136547,1.0,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,1.0,0.0,0.0,1.0
778,1.0,0.47058823529411764,0.5163265306122449,0.34686346863468637,0.3004842082095301,0.0,0.6895306859205776,1.0,1.0,1.0,0.3333333333333333,1.0,0.3392857142857143,1.0,1.0,0.3333333333333333,0.20723684210526316,0.0,1.0,1.0
637,1.0,0.8235294117647058,0.09795918367346938,1.0,0.847529437658193,1.0,0.4043321299638989,0.3333333333333333,1.0,1.0,1.0,1.0,0.03571428571428571,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
170,0.6374622356495468,0.16176470588235295,0.0,0.8302583025830258,0.03851656212171234,1.0,0.6895306859205776,1.0,1.0,1.0,0.6666666666666666,1.0,0.25,1.0,0.11735537190082644,0.3333333333333333,1.0,1.0,0.0,1.0
5,1.0,0.47058823529411764,1.0,0.15129151291512916,0.4844833278309673,0.24324324324324326,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.29276315789473684,1.0,1.0,1.0
760,1.0,0.16176470588235295,0.5163265306122449,0.8302583025830258,0.2638384505337295,0.24324324324324326,0.6895306859205776,0.0,0.5220883534136547,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,0.0,1.0,1.0
312,0.0,0.29411764705882354,1.0,0.6346863468634686,0.19252778694838782,1.0,0.3971119133574007,0.3333333333333333,0.5220883534136547,1.0,1.0,1.0,0.125,1.0,1.0,0.0,1.0,0.0,0.0,1.0
929,0.6374622356495468,0.11764705882352941,0.09795918367346938,0.8302583025830258,0.060195884230218995,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.7191011235955056,0.42857142857142855,1.0,1.0,0.3333333333333333,0.29276315789473684,1.0,0.0,1.0
934,0.6374622356495468,0.11764705882352941,1.0,1.0,0.06866952789699571,1.0,1.0,1.0,0.5220883534136547,1.0,0.0,1.0,0.07142857142857142,0.11994784876140809,1.0,0.0,1.0,0.0,0.0,1.0
681,1.0,0.11764705882352941,1.0,1.0,0.1116430064927919,0.24324324324324326,1.0,1.0,1.0,1.0,1.0,0.0,0.32142857142857145,1.0,0.0,0.0,1.0,0.0,1.0,1.0
19,1.0,0.29411764705882354,1.0,1.0,0.17497523935292175,0.02702702702702703,0.6895306859205776,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.21428571428571427,1.0,1.0,0.0,1.0,1.0,1.0,1.0
809,0.622356495468278,0.16176470588235295,0.0,0.8302583025830258,0.08407615274568064,1.0,0.3971119133574007,0.3333333333333333,0.5220883534136547,1.0,0.0,0.7191011235955056,0.125,1.0,0.11735537190082644,0.3333333333333333,0.0,0.0,0.0,1.0
423,1.0,0.25,0.09795918367346938,0.6346863468634686,0.07378672829316606,0.0990990990990991,0.4043321299638989,1.0,1.0,1.0,0.6666666666666666,0.7191011235955056,0.26785714285714285,1.0,1.0,0.3333333333333333,0.20723684210526316,0.0,0.0,1.0
739,0.622356495468278,0.38235294117647056,0.0,0.3247232472324723,0.2217453505007153,0.0990990990990991,1.0,1.0,0.5220883534136547,1.0,1.0,1.0,0.125,1.0,0.11735537190082644,0.3333333333333333,0.29276315789473684,0.0,0.0,1.0
167,0.622356495468278,0.10294117647058823,1.0,0.6346863468634686,0.07301639705073182,0.0,0.3971119133574007,1.0,0.5220883534136547,1.0,0.0,0.7191011235955056,0.017857142857142856,1.0,1.0,0.0,1.0,0.0,0.0,1.0
417,0.6374622356495468,0.20588235294117646,0.09795918367346938,0.15129151291512916,0.45234951028942444,0.24324324324324326,1.0,0.0,0.5220883534136547,1.0,0.3333333333333333,1.0,0.07142857142857142,1.0,0.11735537190082644,0.3333333333333333,1.0,0.0,1.0,1.0
975,0.0,0.29411764705882354,1.0,1.0,0.055463849455265765,0.02702702702702703,1.0,0.6666666666666666,0.5220883534136547,1.0,0.6666666666666666,1.0,0.6785714285714286,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
42,0.622356495468278,0.20588235294117646,0.09795918367346938,0.04797047970479705,0.32761087267525035,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.7191011235955056,0.44642857142857145,1.0,1.0,0.0,0.29276315789473684,1.0,1.0,1.0
981,1.0,0.6470588235294118,1.0,0.3247232472324723,0.2527786948387807,1.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.25,0.11994784876140809,0.11735537190082644,0.0,0.20723684210526316,0.0,1.0,1.0
700,1.0,0.11764705882352941,1.0,0.6346863468634686,0.04803565533179267,0.02702702702702703,1.0,1.0,0.5220883534136547,1.0,1.0,1.0,0.17857142857142858,1.0,0.11735537190082644,0.0,0.29276315789473684,0.0,0.0,1.0
437,1.0,0.29411764705882354,0.5163265306122449,0.8302583025830258,0.05705953560030813,0.0,0.6895306859205776,1.0,0.5220883534136547,1.0,1.0,0.7191011235955056,0.32142857142857145,1.0,1.0,0.3333333333333333,1.0,0.0,1.0,1.0
884,0.622356495468278,0.29411764705882354,1.0,0.6346863468634686,0.20947507428194123,1.0,0.4043321299638989,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.42857142857142855,1.0,1.0,0.0,1.0,0.0,1.0,1.0
538,0.6374622356495468,0.6470588235294118,1.0,0.8302583025830258,0.4133927588863211,1.0,0.6895306859205776,1.0,1.0,1.0,1.0,0.0,0.4107142857142857,0.11994784876140809,0.0,0.0,0.20723684210526316,0.0,0.0,1.0
498,0.622356495468278,0.20588235294117646,1.0,1.0,0.057829866842742376,1.0,0.6895306859205776,1.0,0.08433734939759036,0.012702078521939953,0.3333333333333333,0.7191011235955056,0.23214285714285715,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
307,0.6374622356495468,0.11764705882352941,1.0,1.0,0.026246285902938263,0.0990990990990991,0.3971119133574007,1.0,0.08433734939759036,1.0,0.6666666666666666,0.0,0.25,1.0,1.0,0.0,0.29276315789473684,0.0,1.0,1.0
942,1.0,0.29411764705882354,1.0,0.6346863468634686,0.03736106525806097,0.24324324324324326,0.4043321299638989,1.0,1.0,1.0,0.3333333333333333,1.0,0.21428571428571427,0.0,1.0,0.0,1.0,0.0,1.0,1.0
691,0.622356495468278,0.16176470588235295,1.0,0.04797047970479705,0.13101133487399583,0.0990990990990991,1.0,0.6666666666666666,0.5220883534136547,1.0,0.3333333333333333,0.7191011235955056,0.10714285714285714,1.0,1.0,0.0,0.29276315789473684,0.0,0.0,1.0
938,0.622356495468278,0.8235294117647058,1.0,0.15129151291512916,0.3322328601298558,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4107142857142857,1.0,0.0,0.0,1.0,0.0,0.0,1.0
