,loc,v(g),ev(g),iv(G),N,V,L,D,I,E,B,T,lOCode,lOComment,locCodeAndComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
546,0.03322259136212625,0.014814814814814815,0.0,0.00819672131147541,0.032327586206896554,0.01737792033131491,0.035,0.051318998004876965,0.05423428542777397,0.001463721301654321,0.017341040462427744,0.0014637189000216186,0.03166666666666667,0.0,0.020833333333333332,0.0,0.11224489795918367,0.03531598513011153,0.02804878048780488,0.038461538461538464,0.01702127659574468
729,0.036544850498338874,0.0,0.0,0.0,0.05747126436781609,0.034471752929245196,0.105,0.017586640065026228,0.3138736148947905,0.0009950666307249557,0.03468208092485549,0.000995047893356842,0.03666666666666667,0.03773584905660377,0.0,0.013333333333333334,0.04081632653061224,0.07806691449814127,0.04878048780487805,0.06993006993006994,0.0
147,0.0,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0006097560975609756,0.0,0.0
649,0.0049833887043189366,0.0,0.0,0.0,0.0021551724137931034,0.0007574388006794978,0.25,0.007389344565137072,0.01642906088613307,9.183030392599014e-06,0.0011560693641618498,9.169010091799458e-06,0.005,0.0,0.0,0.0,0.030612244897959183,0.0055762081784386614,0.001829268292682927,0.0026223776223776225,0.0
17,0.11461794019933555,0.08148148148148149,0.0,0.0,0.19216954022988506,0.14439250517197716,0.02,0.08638143796645237,0.26781207694750386,0.020462051254249956,0.1445086705202312,0.020462033989268054,0.11333333333333333,0.09433962264150944,0.020833333333333332,0.07555555555555556,0.20408163265306123,0.1970260223048327,0.1823170731707317,0.2062937062937063,0.09361702127659574
333,0.014950166112956811,0.0,0.0,0.0,0.010775862068965518,0.004421669456791104,0.025,0.08006354836326018,0.008841274881754216,0.0005807647511345839,0.004624277456647399,0.0005807600520530592,0.015,0.0,0.0,0.008888888888888889,0.09183673469387756,0.0055762081784386614,0.010365853658536586,0.011363636363636364,0.0
278,0.07807308970099668,0.06666666666666667,0.06557377049180328,0.04918032786885246,0.08225574712643678,0.05452171690753735,0.03,0.058745289292839724,0.1486972072267812,0.005254424841442187,0.05433526011560693,0.005254431618111571,0.07833333333333334,0.09433962264150944,0.0,0.08,0.16326530612244897,0.10037174721189591,0.07804878048780488,0.08828671328671328,0.07659574468085106
255,0.053156146179401995,0.05925925925925926,0.0,0.04918032786885246,0.03484195402298851,0.019218130425179503,0.05,0.036207788369171656,0.0849865458860495,0.0011421937321677029,0.019653179190751446,0.001142172651618835,0.05333333333333334,0.025157232704402517,0.0,0.057777777777777775,0.10204081632653061,0.04275092936802974,0.03414634146341464,0.03583916083916084,0.06808510638297872
256,0.053156146179401995,0.044444444444444446,0.0,0.01639344262295082,0.04274425287356322,0.024781932791086814,0.03,0.06266164191236237,0.0633596844550666,0.0025478095842615257,0.024277456647398842,0.0025478071344992837,0.05333333333333334,0.050314465408805034,0.0,0.08444444444444445,0.15306122448979592,0.046468401486988845,0.04024390243902439,0.04632867132867133,0.05106382978723404
304,0.018272425249169437,0.007407407407407408,0.0,0.00819672131147541,0.011853448275862068,0.005465123316047796,0.08,0.02364590260843863,0.03701970484515234,0.00021202285286606854,0.005780346820809248,0.00021202284345303238,0.018333333333333333,0.0,0.0,0.0044444444444444444,0.07142857142857142,0.01858736059479554,0.010365853658536586,0.013986013986013986,0.00851063829787234
915,0.20431893687707642,0.0,0.0,0.0,0.43498563218390807,0.3296111544330985,0.035,0.052796866917904375,1.0,0.02855508164238597,0.32947976878612717,0.02855507336469864,0.205,0.0,0.0,0.0044444444444444444,0.05102040816326531,0.23605947955390336,0.3695121951219512,0.5288461538461539,0.0
43,0.046511627906976744,0.037037037037037035,0.0,0.03278688524590164,0.0305316091954023,0.018413279424762813,0.035,0.050727850439665996,0.058145170725185095,0.0015326337526310463,0.018497109826589597,0.0015326547144273953,0.04666666666666667,0.0,0.0,0.03111111111111111,0.20408163265306123,0.048327137546468404,0.031097560975609756,0.02972027972027972,0.029787234042553193
659,0.008305647840531562,0.0,0.0,0.0,0.004310344827586207,0.0017334362781962858,0.115,0.016182664597650186,0.017181154212558284,4.597590483582143e-05,0.0011560693641618498,4.5971229496957826e-05,0.008333333333333333,0.0,0.0,0.0044444444444444444,0.061224489795918366,0.007434944237918215,0.00426829268292683,0.004370629370629371,0.0
303,0.03488372093023256,0.044444444444444446,0.0,0.040983606557377046,0.04956896551724138,0.02942524464502332,0.025,0.06827754378186654,0.06902545418080322,0.00329681072349706,0.028901734104046242,0.003296805903833067,0.035,0.0,0.0,0.0044444444444444444,0.15306122448979592,0.05390334572490706,0.043292682926829265,0.05856643356643357,0.05106382978723404
822,0.019933554817275746,0.007407407407407408,0.0,0.00819672131147541,0.010057471264367816,0.004569302566541866,0.08,0.02287002142909924,0.03202246252068256,0.0001713791809452372,0.004624277456647399,0.00017139319322973754,0.02,0.0,0.0,0.013333333333333334,0.08163265306122448,0.01486988847583643,0.010365853658536586,0.009615384615384616,0.00851063829787234
416,0.05149501661129568,0.014814814814814815,0.0,0.0,0.09015804597701149,0.05849971610499914,0.03,0.06428729771669252,0.1457723998462387,0.006170360855310816,0.058959537572254334,0.0061703652546671525,0.051666666666666666,0.16981132075471697,0.0,0.04888888888888889,0.14285714285714285,0.09293680297397769,0.08231707317073171,0.10139860139860139,0.01702127659574468
24,0.026578073089700997,0.014814814814814815,0.0,0.01639344262295082,0.021192528735632182,0.01156395115541218,0.055,0.03447129239636444,0.05371617669179215,0.000654261707360744,0.011560693641618497,0.0006542803715047355,0.02666666666666667,0.0,0.0,0.035555555555555556,0.1326530612244898,0.03345724907063197,0.021341463414634148,0.02097902097902098,0.01702127659574468
879,0.019933554817275746,0.022222222222222223,0.0,0.00819672131147541,0.023347701149425287,0.012230420207002437,0.025,0.07636887608069164,0.025654739023615727,0.0015321944626275326,0.012716763005780346,0.0015321920579548735,0.02,0.0,0.0,0.0,0.15306122448979592,0.022304832713754646,0.020731707317073172,0.027097902097902096,0.02553191489361702
999,0.036544850498338874,0.037037037037037035,0.0,0.0,0.035919540229885055,0.02138097475628009,0.025,0.07533436784157245,0.04547657647117811,0.002642247588421139,0.020809248554913295,0.0026422311145730903,0.03666666666666667,0.006289308176100629,0.0,0.013333333333333334,0.22448979591836735,0.040892193308550186,0.03719512195121951,0.03409090909090909,0.03404255319148936
576,0.06976744186046512,0.1037037037037037,0.07377049180327869,0.05737704918032787,0.1598419540229885,0.10537303571834686,0.01,0.21820734500849773,0.0773653335116073,0.03772581425153556,0.10520231213872833,0.03772580790335022,0.065,0.012578616352201259,0.0625,0.05333333333333334,0.2857142857142857,0.0762081784386617,0.16951219512195123,0.145979020979021,0.11063829787234042
781,0.014950166112956811,0.0,0.0,0.0,0.015086206896551725,0.007280278182408995,0.065,0.02771004211926402,0.042083799909748795,0.0003309909977538004,0.006936416184971097,0.0003310096762498244,0.015,0.018867924528301886,0.0,0.022222222222222223,0.08163265306122448,0.022304832713754646,0.013414634146341463,0.017482517482517484,0.0
1033,0.03488372093023256,0.02962962962962963,0.0,0.02459016393442623,0.020474137931034482,0.011277550631796472,0.035,0.0529816005320328,0.03409489746460983,0.0009806027736943734,0.011560693641618497,0.0009806214233500199,0.03333333333333333,0.1509433962264151,0.020833333333333332,0.02666666666666667,0.16326530612244897,0.02973977695167286,0.018292682926829267,0.0236013986013986,0.03404255319148936
280,0.0681063122923588,0.05185185185185185,0.01639344262295082,0.02459016393442623,0.04777298850574713,0.030257849128213,0.03,0.0643611911623439,0.07532632493774338,0.00319456130188135,0.03005780346820809,0.0031945588234057066,0.06166666666666667,0.050314465408805034,0.08333333333333333,0.09333333333333334,0.21428571428571427,0.06691449814126393,0.046341463414634146,0.049825174825174824,0.05531914893617021
120,0.12624584717607973,0.0962962962962963,0.03278688524590164,0.05737704918032787,0.08117816091954023,0.054997766230101816,0.02,0.09292100790659867,0.09483061186970401,0.00838377494429131,0.05549132947976878,0.008383755878891676,0.11166666666666666,0.1069182389937107,0.1875,0.08,0.2653061224489796,0.09479553903345725,0.0798780487804878,0.08304195804195805,0.10212765957446808
949,0.014950166112956811,0.007407407407407408,0.0,0.00819672131147541,0.009698275862068966,0.004500689789686421,0.065,0.02771004211926402,0.026022429094312502,0.00020461567567916296,0.004624277456647399,0.00020462033989268052,0.015,0.0,0.0,0.008888888888888889,0.09183673469387756,0.01486988847583643,0.009146341463414634,0.01048951048951049,0.00851063829787234
14,0.03156146179401993,0.007407407407407408,0.0,0.00819672131147541,0.02514367816091954,0.01355873272972078,0.04,0.046774551097317665,0.046445941203015054,0.0010402317183734408,0.013872832369942195,0.0010402199889467162,0.03,0.15723270440251572,0.020833333333333332,0.04,0.14285714285714285,0.02973977695167286,0.02621951219512195,0.0236013986013986,0.00851063829787234
616,0.0049833887043189366,0.0,0.0,0.0,0.0021551724137931034,0.0007574388006794978,0.25,0.007389344565137072,0.01642906088613307,9.183030392599014e-06,0.0011560693641618498,9.169010091799458e-06,0.005,0.006289308176100629,0.0,0.0044444444444444444,0.030612244897959183,0.0055762081784386614,0.001829268292682927,0.0026223776223776225,0.0
476,0.03820598006644518,0.037037037037037035,0.0,0.0,0.05028735632183908,0.029491930096686197,0.015,0.11109879553683587,0.04253505590560393,0.005375524010176751,0.03005780346820809,0.005375521434874372,0.035,0.05660377358490566,0.041666666666666664,0.057777777777777775,0.20408163265306123,0.040892193308550186,0.04695121951219512,0.05506993006993007,0.0425531914893617
437,0.019933554817275746,0.022222222222222223,0.0,0.0,0.016882183908045977,0.008483314567610376,0.05,0.03713145643981379,0.03661858840439222,0.0005165840142914497,0.00809248554913295,0.0005165769814104629,0.02,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.020446096654275093,0.018292682926829267,0.01486013986013986,0.02553191489361702
1073,0.011627906976744186,0.0,0.0,0.0,0.007902298850574713,0.0030671453114538235,0.08,0.022648341092145124,0.02171042735614126,0.00011387658681509236,0.0034682080924855487,0.00011385555191972994,0.011666666666666667,0.0,0.0,0.0,0.061224489795918366,0.007434944237918215,0.009146341463414634,0.006118881118881119,0.0
872,0.006644518272425249,0.0,0.0,0.0,0.0028735632183908046,0.0010997317548796983,0.165,0.011084016847705607,0.015894238965119583,1.999937840464503e-05,0.0011560693641618498,1.997834767708597e-05,0.006666666666666667,0.0,0.0,0.0,0.05102040816326531,0.0055762081784386614,0.003048780487804878,0.0026223776223776225,0.0
591,0.011627906976744186,0.014814814814814815,0.0,0.0,0.014008620689655173,0.006663919585825525,0.045,0.040641395108253896,0.026273126869787576,0.0004443488485009139,0.006936416184971097,0.0004443605120177122,0.01,0.050314465408805034,0.020833333333333332,0.035555555555555556,0.10204081632653061,0.016728624535315983,0.012804878048780487,0.015734265734265736,0.01702127659574468
806,0.0049833887043189366,0.0,0.0,0.0,0.0035919540229885057,0.0014084892507292034,0.165,0.011084016847705607,0.020356659368575867,2.561434584317313e-05,0.0011560693641618498,2.5614344705990225e-05,0.005,0.0,0.0,0.0,0.05102040816326531,0.007434944237918215,0.003658536585365854,0.0034965034965034965,0.0
955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,0.03488372093023256,0.05185185185185185,0.03278688524590164,0.040983606557377046,0.05028735632183908,0.0305161107040172,0.025,0.07721865070568239,0.06330954489997159,0.003866217024062071,0.03005780346820809,0.003866209842469677,0.035,0.0,0.0,0.013333333333333334,0.1836734693877551,0.055762081784386616,0.045121951219512194,0.057692307692307696,0.059574468085106386
1076,0.013289036544850499,0.014814814814814815,0.01639344262295082,0.00819672131147541,0.009698275862068966,0.00466451243105476,0.05,0.03772260400502475,0.01980512426253071,0.0002888261673633553,0.004624277456647399,0.0002888238178916829,0.013333333333333334,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.013011152416356878,0.00975609756097561,0.009615384615384616,0.01702127659574468
686,0.011627906976744186,0.0,0.0,0.0,0.009339080459770116,0.0037309161077744833,0.11,0.017143279391118003,0.034846990791035044,0.00010500900403139941,0.0034682080924855487,0.00010502301926249194,0.011666666666666667,0.03773584905660377,0.0,0.017777777777777778,0.04081632653061224,0.013011152416356878,0.007926829268292683,0.011363636363636364,0.0
414,0.02159468438538206,0.0,0.0,0.0,0.02478448275862069,0.012032676642244888,0.05,0.038350698293061404,0.05023983420520448,0.000757462145101082,0.011560693641618497,0.0007574527648771395,0.021666666666666667,0.0,0.0,0.02666666666666667,0.08163265306122448,0.024163568773234202,0.02378048780487805,0.026223776223776224,0.0
828,0.02823920265780731,0.014814814814814815,0.0,0.0,0.01221264367816092,0.005925754037071715,0.07,0.026416906820365033,0.035933347818093694,0.0002568397798202795,0.005780346820809248,0.0002568584616083453,0.028333333333333332,0.0,0.0,0.0044444444444444444,0.10204081632653061,0.01858736059479554,0.012804878048780487,0.011363636363636364,0.01702127659574468
376,0.02159468438538206,0.007407407407407408,0.0,0.0,0.015086206896551725,0.007280278182408995,0.07,0.02634301337471366,0.044306653518961105,0.0003144428498554833,0.006936416184971097,0.0003144381625976731,0.021666666666666667,0.0,0.0,0.0044444444444444444,0.08163265306122448,0.022304832713754646,0.01402439024390244,0.016608391608391608,0.00851063829787234
761,0.011627906976744186,0.014814814814814815,0.0,0.00819672131147541,0.011853448275862068,0.005567271551253938,0.045,0.040641395108253896,0.021944411946584662,0.00037122809275648617,0.005780346820809248,0.00037121872967991744,0.011666666666666667,0.0,0.0,0.017777777777777778,0.10204081632653061,0.01486988847583643,0.010365853658536586,0.013986013986013986,0.01702127659574468
689,0.0049833887043189366,0.0,0.0,0.0,0.0010775862068965517,0.00030837203081099146,0.335,0.005542008423852804,0.008908127621880901,2.80397874583176e-06,0.0,2.8179985144521266e-06,0.005,0.0,0.0,0.0,0.02040816326530612,0.0018587360594795538,0.0012195121951219512,0.0008741258741258741,0.0
457,0.03820598006644518,0.0,0.0,0.0,0.03017241379310345,0.015215461465252834,0.175,0.010566762728146013,0.23037454247655975,0.00026412545126153236,0.015028901734104046,0.00026413478613073664,0.03833333333333333,0.0,0.0,0.008888888888888889,0.02040816326530612,0.040892193308550186,0.025609756097560974,0.03671328671328671,0.0
895,0.03156146179401993,0.044444444444444446,0.04918032786885246,0.02459016393442623,0.04633620689655173,0.02629758132252284,0.025,0.06986625286337102,0.060284458409239045,0.003014992166349329,0.026589595375722544,0.0030150060523878542,0.03166666666666667,0.0,0.0,0.008888888888888889,0.14285714285714285,0.04275092936802974,0.043292682926829265,0.050699300699300696,0.05106382978723404
801,0.036544850498338874,0.02962962962962963,0.01639344262295082,0.0,0.039511494252873564,0.021393309637512535,0.02,0.10452227887386388,0.032791269032139456,0.0036682047183293413,0.021965317919075144,0.003668192872230265,0.035,0.025157232704402517,0.020833333333333332,0.02666666666666667,0.17346938775510204,0.026022304832713755,0.04024390243902439,0.038461538461538464,0.03404255319148936
332,0.006644518272425249,0.0,0.0,0.0,0.0035919540229885057,0.001344116589297409,0.16,0.011527377521613832,0.018651914495345378,2.546246366110724e-05,0.0011560693641618498,2.5446105988709498e-05,0.006666666666666667,0.0,0.0,0.0,0.04081632653061224,0.007434944237918215,0.003048780487804878,0.004370629370629371,0.0
514,0.10465116279069768,0.14074074074074075,0.09836065573770492,0.00819672131147541,0.1343390804597701,0.09112085138433987,0.01,0.1592403753787039,0.0916718198987181,0.02380478881295478,0.09132947976878612,0.023804769062918757,0.1,0.16352201257861634,0.0625,0.13777777777777778,0.2653061224489796,0.09665427509293681,0.12682926829268293,0.1451048951048951,0.16170212765957448
566,0.024916943521594685,0.014814814814814815,0.01639344262295082,0.0,0.020833333333333332,0.01175784006978459,0.045,0.04248873124953816,0.04432336670399278,0.0008196473837367658,0.011560693641618497,0.0008196590305916872,0.025,0.050314465408805034,0.0,0.022222222222222223,0.17346938775510204,0.03345724907063197,0.021341463414634148,0.020104895104895104,0.01702127659574468
850,0.006644518272425249,0.0,0.0,0.0,0.0014367816091954023,0.00044752490971445137,0.335,0.005542008423852804,0.01293600521451373,4.068105830410912e-06,0.0,4.079788894057556e-06,0.006666666666666667,0.0,0.0,0.0,0.02040816326530612,0.0037174721189591076,0.0012195121951219512,0.0017482517482517483,0.0
723,0.06478405315614617,0.02962962962962963,0.0,0.03278688524590164,0.10596264367816093,0.06711948529624337,0.02,0.09281016773812162,0.1158725118245784,0.010219107549130715,0.06705202312138728,0.010219114105386416,0.065,0.06289308176100629,0.0,0.06666666666666667,0.15306122448979592,0.07992565055762081,0.0975609756097561,0.11800699300699301,0.03404255319148936
907,0.0049833887043189366,0.0,0.0,0.0,0.0021551724137931034,0.0007574388006794978,0.25,0.007389344565137072,0.01642906088613307,9.183030392599014e-06,0.0011560693641618498,9.169010091799458e-06,0.005,0.0,0.0,0.0,0.030612244897959183,0.0055762081784386614,0.001829268292682927,0.0026223776223776225,0.0
254,0.011627906976744186,0.0,0.0,0.0,0.010057471264367816,0.00466142871074665,0.08,0.02309170176605335,0.032340013036284324,0.0001766039280083037,0.004624277456647399,0.00017660859346543999,0.011666666666666667,0.07547169811320754,0.0,0.05333333333333334,0.09183673469387756,0.01486988847583643,0.01097560975609756,0.008741258741258742,0.0
655,0.019933554817275746,0.007407407407407408,0.0,0.00819672131147541,0.014367816091954023,0.007245971793981272,0.08,0.022426660755191015,0.05174402085805492,0.00026668875516501353,0.006936416184971097,0.0002667004265692677,0.02,0.0,0.0,0.035555555555555556,0.09183673469387756,0.026022304832713755,0.01402439024390244,0.01486013986013986,0.00851063829787234
740,0.009966777408637873,0.0,0.0,0.0,0.007902298850574713,0.003546278354326402,0.1,0.01847336141284268,0.03075226045827553,0.0001074858519235508,0.0034682080924855487,0.0001075045403423826,0.01,0.0440251572327044,0.0,0.008888888888888889,0.07142857142857142,0.01486988847583643,0.007317073170731708,0.008741258741258742,0.0
642,0.013289036544850499,0.022222222222222223,0.01639344262295082,0.0,0.010775862068965518,0.004884227503007591,0.035,0.053203280868986916,0.014707602827870907,0.0004263543148995386,0.004624277456647399,0.00042635896926867476,0.013333333333333334,0.0,0.0,0.0044444444444444444,0.11224489795918367,0.00929368029739777,0.01097560975609756,0.01048951048951049,0.02553191489361702
217,0.04817275747508306,0.037037037037037035,0.03278688524590164,0.00819672131147541,0.05675287356321839,0.03365880716301972,0.02,0.08867213478164486,0.060802567145220865,0.00489689418485909,0.03352601156069364,0.004896882284210712,0.04833333333333333,0.03773584905660377,0.0,0.04,0.17346938775510204,0.05018587360594796,0.0524390243902439,0.06293706293706294,0.0425531914893617
425,0.1461794019933555,0.25925925925925924,0.11475409836065574,0.1885245901639344,0.18498563218390804,0.13640528410893396,0.015,0.1105445946944506,0.1976334129995153,0.024743988503817996,0.13641618497109825,0.024744003761817717,0.14,0.006289308176100629,0.08333333333333333,0.057777777777777775,0.22448979591836735,0.17286245353159851,0.16646341463414635,0.21153846153846154,0.2978723404255319
621,0.016611295681063124,0.0,0.0,0.0,0.007543103448275862,0.0033130720060255896,0.085,0.022168033695411215,0.023949994150385238,0.00012050332325107476,0.0034682080924855487,0.00012050098125231854,0.016666666666666666,0.0,0.0,0.0044444444444444444,0.08163265306122448,0.011152416356877323,0.007926829268292683,0.006993006993006993,0.0
678,0.029900332225913623,0.0,0.0,0.0,0.03915229885057471,0.02225174027828263,0.04,0.043486292765831665,0.08197817258034863,0.0015875309831765226,0.021965317919075144,0.0015875425959402316,0.02666666666666667,0.0,0.041666666666666664,0.013333333333333334,0.11224489795918367,0.048327137546468404,0.03536585365853658,0.044580419580419584,0.0
1094,0.059800664451827246,0.13333333333333333,0.08196721311475409,0.040983606557377046,0.08297413793103449,0.05170165468577083,0.015,0.14623512894406265,0.05662427088730299,0.012405771680875975,0.05202312138728324,0.012405754773563305,0.06,0.0,0.0,0.013333333333333334,0.24489795918367346,0.055762081784386616,0.08292682926829269,0.08304195804195805,0.15319148936170213
122,0.024916943521594685,0.014814814814814815,0.0,0.01639344262295082,0.016882183908045977,0.008797468573999073,0.08,0.022833074706273552,0.06175521869202614,0.0003293927298686763,0.009248554913294798,0.0003294114084356575,0.025,0.09433962264150944,0.0,0.03111111111111111,0.09183673469387756,0.031598513011152414,0.015853658536585366,0.018356643356643356,0.01702127659574468
913,0.013289036544850499,0.014814814814814815,0.01639344262295082,0.00819672131147541,0.011135057471264368,0.0052396262685172595,0.035,0.052020985738564986,0.01612822355556298,0.0004473280759183602,0.005780346820809248,0.00044734674924944503,0.013333333333333334,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.011152416356877323,0.01097560975609756,0.011363636363636364,0.01702127659574468
460,0.08970099667774087,0.07407407407407407,0.0,0.04918032786885246,0.07650862068965517,0.04949371094516413,0.02,0.1019729549988916,0.07774973676733575,0.008280710032190355,0.049710982658959534,0.008280709664557233,0.09,0.0440251572327044,0.0,0.07555555555555556,0.23469387755102042,0.07434944237918216,0.07378048780487804,0.08041958041958042,0.059574468085106386
612,0.02159468438538206,0.022222222222222223,0.01639344262295082,0.00819672131147541,0.021551724137931036,0.011962522005235387,0.025,0.07452153993940737,0.025721591763742415,0.001462375391856322,0.011560693641618497,0.0014623729902833729,0.021666666666666667,0.0,0.0,0.0044444444444444444,0.21428571428571427,0.022304832713754646,0.023170731707317073,0.019230769230769232,0.02553191489361702
647,0.036544850498338874,0.014814814814814815,0.0,0.01639344262295082,0.02622126436781609,0.014262206425008356,0.06,0.029963792211630823,0.07616198418932696,0.0007019410292846583,0.013872832369942195,0.0007019339881745005,0.03666666666666667,0.0,0.0,0.06666666666666667,0.10204081632653061,0.03903345724907063,0.025609756097560974,0.027097902097902096,0.01702127659574468
630,0.07475083056478406,0.06666666666666667,0.01639344262295082,0.05737704918032787,0.11422413793103449,0.07901956196523954,0.01,0.15410478090593363,0.08214530443066534,0.019978988805864923,0.07861271676300578,0.019978978572275773,0.075,0.0,0.0,0.013333333333333334,0.30612244897959184,0.10223048327137546,0.10365853658536585,0.12937062937062938,0.07659574468085106
540,0.036544850498338874,0.014814814814814815,0.01639344262295082,0.00819672131147541,0.03807471264367816,0.022781754706239023,0.035,0.05464420305918864,0.06680260057159092,0.002041920412236469,0.023121387283236993,0.002041913311636147,0.03666666666666667,0.0880503144654088,0.0,0.05333333333333334,0.17346938775510204,0.05204460966542751,0.036585365853658534,0.04020979020979021,0.01702127659574468
285,0.20431893687707642,0.1925925925925926,0.05737704918032787,0.21311475409836064,0.13900862068965517,0.10435232429636249,0.01,0.1582797605852361,0.10562732940016378,0.027097888937911527,0.10404624277456648,0.02709787371497165,0.20333333333333334,0.03773584905660377,0.020833333333333332,0.13333333333333333,0.45918367346938777,0.14869888475836432,0.14512195121951219,0.13024475524475523,0.14893617021276595
882,0.0049833887043189366,0.0,0.0,0.0,0.0014367816091954023,0.00044752490971445137,0.335,0.005542008423852804,0.01293600521451373,4.068105830410912e-06,0.0,4.079788894057556e-06,0.005,0.0,0.0,0.0,0.02040816326530612,0.0037174721189591076,0.0012195121951219512,0.0017482517482517483,0.0
69,0.07142857142857142,0.05925925925925926,0.04918032786885246,0.04918032786885246,0.06645114942528736,0.04181987295843261,0.035,0.049323874972289954,0.13582805475239415,0.003384026145737202,0.04161849710982659,0.0033840376787431224,0.07166666666666667,0.006289308176100629,0.0,0.07111111111111111,0.1326530612244898,0.07992565055762081,0.06280487804878049,0.07167832167832168,0.06808510638297872
611,0.016611295681063124,0.007407407407407408,0.0,0.0,0.040948275862068964,0.020324415085713934,0.015,0.1344860710854947,0.02421740511089198,0.004484648556348995,0.020809248554913295,0.004484655367193618,0.011666666666666667,0.018867924528301886,0.0625,0.0044444444444444444,0.1326530612244898,0.01858736059479554,0.03780487804878049,0.045454545454545456,0.00851063829787234
522,0.006644518272425249,0.007407407407407408,0.0,0.00819672131147541,0.008620689655172414,0.003939067228571902,0.06,0.0310352471735757,0.020339946183544195,0.00020057093633830066,0.0034682080924855487,0.00020058261067794315,0.006666666666666667,0.0,0.0,0.0,0.11224489795918367,0.00929368029739777,0.010365853658536586,0.006118881118881119,0.00851063829787234
16,0.036544850498338874,0.02962962962962963,0.03278688524590164,0.02459016393442623,0.03556034482758621,0.02078543127177637,0.035,0.051503731619005386,0.0646465997025053,0.0017564333162296084,0.020809248554913295,0.0017564542680900785,0.03666666666666667,0.0,0.0,0.05333333333333334,0.16326530612244897,0.046468401486988845,0.03536585365853658,0.03583916083916084,0.03404255319148936
874,0.023255813953488372,0.014814814814814815,0.0,0.00819672131147541,0.015445402298850575,0.00756320952067808,0.04,0.04655287076036355,0.026022429094312502,0.0005776920577589432,0.00809248554913295,0.0005776896954626859,0.023333333333333334,0.006289308176100629,0.0,0.017777777777777778,0.11224489795918367,0.01858736059479554,0.013414634146341463,0.018356643356643356,0.01702127659574468
943,0.0,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0006097560975609756,0.0,0.0
153,0.011627906976744186,0.0,0.0,0.0,0.009698275862068966,0.004411647365789747,0.12,0.01551762358678785,0.045543429211304796,0.00011232037861115573,0.004624277456647399,0.00011229934378488324,0.011666666666666667,0.05660377358490566,0.0,0.02666666666666667,0.061224489795918366,0.01858736059479554,0.009146341463414634,0.01048951048951049,0.0
395,0.016611295681063124,0.0,0.0,0.0,0.011135057471264368,0.005041882703759711,0.13,0.014113648119411806,0.0572593719185065,0.00011669458545465328,0.004624277456647399,0.00011671561011350225,0.016666666666666666,0.0,0.0,0.013333333333333334,0.05102040816326531,0.020446096654275093,0.010365853658536586,0.012237762237762238,0.0
299,0.018272425249169437,0.007407407407407408,0.0,0.0,0.005747126436781609,0.0020772710925505413,0.125,0.014778689130274143,0.02251266023766149,5.0366468222003e-05,0.0023121387283236996,5.038749582557683e-05,0.018333333333333333,0.0,0.0,0.0044444444444444444,0.05102040816326531,0.0055762081784386614,0.007317073170731708,0.0034965034965034965,0.00851063829787234
262,0.016611295681063124,0.022222222222222223,0.0,0.0,0.016882183908045977,0.0077154682108910065,0.02,0.08645533141210374,0.014289773202079121,0.0010944069243918652,0.00809248554913295,0.0010943928559111094,0.016666666666666666,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.00929368029739777,0.01768292682926829,0.015734265734265736,0.02553191489361702
1028,0.024916943521594685,0.0,0.0,0.0,0.024066091954022987,0.011134543102507876,0.045,0.03990246065174019,0.04470776995972122,0.000728959701149702,0.011560693641618497,0.0007289783619773769,0.025,0.0,0.0,0.022222222222222223,0.08163265306122448,0.01858736059479554,0.02621951219512195,0.02097902097902098,0.0
1098,0.016611295681063124,0.022222222222222223,0.0,0.0,0.014367816091954023,0.0064600085804517576,0.02,0.0900761102490209,0.01149867130178998,0.0009545000682196345,0.006936416184971097,0.0009545023624921874,0.016666666666666666,0.0,0.0,0.0044444444444444444,0.12244897959183673,0.007434944237918215,0.01524390243902439,0.013111888111888112,0.02553191489361702
986,0.03488372093023256,0.022222222222222223,0.0,0.00819672131147541,0.0334051724137931,0.019015375814921277,0.055,0.03388014483115347,0.08995036184045593,0.001056623310791782,0.018497109826589597,0.001056623263881587,0.035,0.0,0.0,0.0044444444444444444,0.10204081632653061,0.05018587360594796,0.02926829268292683,0.039335664335664336,0.02553191489361702
935,0.016611295681063124,0.014814814814814815,0.0,0.0,0.010057471264367816,0.004136425328290937,0.06,0.030185472548584936,0.02196112513161633,0.00020478157775495801,0.004624277456647399,0.00020478857860996123,0.016666666666666666,0.0,0.0,0.008888888888888889,0.061224489795918366,0.011152416356877323,0.00853658536585366,0.012237762237762238,0.01702127659574468
