,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41
1027,0.5122330960854092,0.2813724085220216,0.16666666666666666,0.0,0.0,0.0,0.0,0.5485996705107083,0.041666666666666664,0.0,0.0,0.5267588695129284,0.38152513832090446,0.32487196615453134,0.550207468879668,0.0,0.16384180790960437,0.30140845070422534,0.0,0.0,0.0,0.5719794344473008,0.0,0.0,1.0,0.0,0.5013448090371166,0.40147329650092084,0.0,0.0,0.07611302872520916,0.0,0.0,0.0,0.0,0.17857142857142855,0.27742083524552547,0.0,0.3598078299090258,0.0,0.07407407407407407
763,0.7408807829181495,0.42225566064775005,0.08333333333333333,0.0,0.0,0.0,0.0,0.400329489291598,0.16666666666666666,0.25,0.022727272727272728,0.5267588695129284,0.47317777243204234,0.43420173680694724,0.7186721991701246,0.225,0.09039548022598878,0.349295774647887,0.0,0.0,0.0,0.4652956298200515,0.0,0.0,0.0,0.0,0.6949973103819257,0.5050644567219154,0.0,0.0,0.09717428186977126,0.0,0.0,0.05555555555555555,0.2857142857142857,0.20835310868533455,0.15832950894905917,0.125,0.37473167739957075,0.0,0.0
429,0.5774021352313167,0.2890513040985956,0.08333333333333333,0.0,0.0,0.0,0.1111111111111111,0.7611202635914333,0.0,0.08333333333333333,0.0,0.5267588695129284,0.5417368294443108,0.19483411266978404,0.6361588618850029,0.05,0.16666666666666682,0.21971830985915514,0.0,0.0,0.0,0.6323907455012853,0.006802721088435374,1.0,0.0,0.0,0.6320602474448628,0.5267034990791897,1.0,0.0,0.03656467559819809,0.0,0.16666666666666666,0.0,0.14285714285714285,0.5473421926910298,0.239329967875172,0.0,0.6824082592251866,0.0,0.037037037037037035
744,0.6058718861209964,0.1168553549250024,0.0,0.0,0.0,0.0,0.0,0.5749588138385502,0.041666666666666664,0.25,0.0,0.4486871116456203,0.5946596102958864,0.8263193052772212,0.741078838174274,0.15,0.06497175141242945,0.31830985915492954,0.0,0.0,0.0,0.44858611825192796,0.006802721088435374,0.0,0.0,0.0,0.7046799354491663,0.5059852670349908,0.0,0.3125184425365689,0.528286433042766,0.125,0.0,0.0,0.0,0.16255339345040343,0.14226709499770537,0.0,0.38106920167637737,0.0,0.0
103,0.41792704626334515,0.21776774625011944,0.0,0.0,0.0,0.0,0.0,0.4876441515650741,0.08333333333333333,0.08333333333333333,0.0,0.5267588695129284,0.3353379841231658,0.5079046982854599,0.5416716064018969,0.025,0.04519774011299439,0.349295774647887,0.0,0.0,0.0,0.3830334190231363,0.0,0.0,0.0,0.0,0.48520710059171596,0.5239410681399632,0.0,0.0,0.18960978178201604,0.0,0.0,0.0,0.14285714285714285,0.0793782629330802,0.13515374024782006,0.0,0.22181334968823468,0.0,0.0
524,0.7295373665480427,0.14623340021018438,0.08333333333333333,0.0,0.08333333333333333,0.0,0.2222222222222222,0.8978583196046128,0.0,0.25,0.11363636363636363,0.46191621567448377,0.6966562424825596,0.1416165664662659,0.8243034973325432,0.25,0.18361581920903972,0.19718309859154948,0.0,0.0,0.0,0.5964010282776349,0.04081632653061224,1.0,0.0,0.0,0.834319526627219,0.5059852670349908,1.0,0.3546587603805134,0.12525595272918738,0.125,0.16666666666666666,0.2222222222222222,0.14285714285714285,0.5474608448030376,0.24277191372189072,0.125,0.6896657467034653,0.0,0.037037037037037035
509,0.6501334519572953,0.33193608483806253,0.0,0.0,0.027777777777777776,0.0,0.1111111111111111,0.6589785831960461,0.0,0.25,0.045454545454545456,0.5267588695129284,0.4221794563387058,0.2638610554442218,0.6801422643746295,0.15,0.28248587570621464,0.3042253521126757,0.0,0.3333333333333333,0.0,0.44987146529562994,0.006802721088435374,0.0,0.0,0.0,0.6815492200107585,0.5128913443830571,0.0,0.2829260752877036,0.06546539519101387,0.0,0.16666666666666666,0.1111111111111111,0.14285714285714285,0.18913146654010443,0.4281780633318035,0.125,0.3680874987222734,0.0,0.0
138,0.6890569395017793,0.2782435272762014,0.08333333333333333,0.0,0.0,0.0,0.0,0.44975288303130145,0.041666666666666664,0.3333333333333333,0.0,0.5267588695129284,0.5234544142410392,0.6481852594077043,0.7178423236514523,0.1,0.09887005649717523,0.34647887323943666,0.0,0.0,0.0,0.3920308483290488,0.0,0.0,0.0,0.0,0.6030123722431415,0.5059852670349908,0.0,0.1456292944763725,0.3631311063008249,0.0,0.0,0.0,0.2857142857142857,0.2590175605125771,0.22762735199632855,0.0,0.4329960134927937,0.0,0.0
114,0.5369217081850532,0.31167001050921944,0.0,0.0,0.0,0.0,0.0,0.5485996705107083,0.08333333333333333,0.16666666666666666,0.0,0.5142313088795349,0.3134471974981958,0.3070585615675796,0.5984588026081802,0.05,0.15819209039548007,0.3295774647887324,0.0,0.0,0.0,0.44473007712082274,0.0,0.0,0.0,0.0,0.5379236148466918,0.5722836095764273,0.0,0.2819705762502283,0.09881237933657053,0.0,0.0,0.0,0.0,0.13751779781680115,0.41188618632400176,0.0,0.29040171726464276,0.0,0.0
220,0.5122330960854092,0.22280739466895957,0.0,0.0,0.0,0.0,0.0,0.5485996705107083,0.0,0.16666666666666666,0.0,0.5221487271998395,0.2802501804185711,0.19193943442440436,0.5800829875518673,0.05,0.19209039548022586,0.3295774647887324,0.0,0.0,0.0,0.38946015424164515,0.006802721088435374,0.0,0.0,0.0,0.5997848305540614,0.5690607734806631,0.0,0.14080964491969594,0.02995378225004388,0.0,0.0,0.0,0.0,0.13633127669672518,0.3008260670032124,0.0,0.26208729428600636,0.0,0.0
410,0.7709074733096085,0.3005756186108723,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.612850082372323,0.25,0.08333333333333333,0.0,0.5267588695129284,0.5090209285542459,0.33266533066132264,0.8086544161232958,0.075,0.04237288135593224,0.3042253521126757,0.0,0.0,0.0,0.49100257069408754,0.006802721088435374,0.0,0.0,0.0,0.7724583109198494,0.5059852670349908,0.0,0.0,0.11437430527116364,0.0,0.08333333333333333,0.0,0.14285714285714285,0.181656383483626,0.12895823772372642,0.0,0.37524276806705503,0.0,0.0
592,0.6501334519572953,0.19961545810642975,0.08333333333333333,0.0,0.0,0.0,0.1111111111111111,0.7759472817133443,0.0,0.08333333333333333,0.0,0.5267588695129284,0.44455135915323546,0.14785125807169897,0.6842916419679905,0.05,0.15254237288135578,0.23943661971830976,0.0,0.0,0.0,0.524421593830334,0.013605442176870748,0.0,1.0,0.0,0.7461000537923616,0.5027624309392267,0.0,0.0,0.06546539519101387,0.0,0.08333333333333333,0.0,0.0,0.19636924537256764,0.1631482331344653,0.0,0.38352243688030263,0.0,0.037037037037037035
237,0.5275800711743771,0.32859224228527756,0.0,0.0,0.0,0.0,0.0,0.48105436573311366,0.08333333333333333,0.25,0.0,0.503407496492283,0.38344960307914355,0.42796704520151413,0.6307053941908713,0.075,0.14124293785310715,0.35211267605633806,0.0,0.0,0.0,0.3508997429305911,0.0,0.0,0.0,0.0,0.5545992469069393,0.49401473296500925,0.0,0.14404147989939156,0.1736383314807231,0.0,0.0,0.0,0.0,0.12909349786426197,0.25998164295548415,0.0,0.29581927833997756,0.0,0.0
467,0.7595640569395017,0.21509267220789147,0.0,0.0,0.0,0.15384615384615385,0.4444444444444444,0.6655683690280065,0.3333333333333333,0.16666666666666666,0.0,0.5267588695129284,0.6100553283617994,0.2240035626809174,0.8520450503852995,0.2,0.06214689265536729,0.2873239436619721,0.0,0.0,0.0,0.5321336760925449,0.013605442176870748,0.0,0.0,0.0,0.7848305540613233,0.5059852670349908,0.0,0.0,0.18978529222488738,0.0,0.16666666666666666,0.0,0.2857142857142857,0.19043663977218792,0.15282239559430927,0.0,0.43166717775733426,0.0,0.0
734,0.525355871886121,0.29434174070889463,0.0,0.0,0.0,0.0,0.0,0.39209225700164746,0.08333333333333333,0.16666666666666666,0.0,0.5267588695129284,0.32186673081549194,0.4244043642841238,0.5791345583876704,0.0,0.12994350282485856,0.39436619718309834,0.0,0.0,0.0,0.3046272493573266,0.0,0.0,0.0,0.0,0.5379236148466918,0.46961325966850836,0.0,0.0,0.12168724039080325,0.0,0.0,0.1111111111111111,0.2857142857142857,0.10239677266255338,0.2944011014226709,0.125,0.2362261065112951,0.0,0.0
212,0.6325622775800712,0.18804337441482755,0.0,0.0,0.0,0.0,0.16666666666666666,0.8237232289950577,0.0,0.25,0.0,0.48276207656845055,0.5224921818619197,0.13916722333556003,0.7321873147599289,0.225,0.16384180790960437,0.23098591549295797,0.0,0.0,0.0,0.5179948586118253,0.013605442176870748,0.0,0.0,0.0,0.6917697686928457,0.5059852670349908,0.0,0.16330602666966432,0.17322880711402328,0.0,0.16666666666666666,0.0,0.14285714285714285,0.17429995253915523,0.2537861404313905,0.0,0.39333537769600335,0.25,0.0
727,0.5698398576512456,0.4224945065443776,0.3333333333333333,0.0,0.0,0.0,0.0,0.5485996705107083,0.0,0.0,0.0,0.5069152134696331,0.46716382006254514,0.20440881763527058,0.5939537640782454,0.0,0.6214689265536726,0.22253521126760553,0.0,0.0,0.0,0.6696658097686374,0.0,0.0,0.0,0.0,0.5379236148466918,0.3876611418047883,0.0,0.0,0.06300824899081495,0.0,0.0,0.0,0.0,0.23706691979117223,0.4196879302432307,0.0,0.4322804865583156,0.0,0.14814814814814814
447,0.6616992882562276,0.2899589185057801,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.6243822075782537,0.08333333333333333,0.16666666666666666,0.022727272727272728,0.4834636199639205,0.4765455857589608,0.38588287686484085,0.7170124481327801,0.15,0.11581920903954813,0.3098591549295771,0.0,0.0,0.0,0.46143958868894597,0.006802721088435374,0.0,0.0,0.0,0.7052178590640129,0.5064456721915286,0.0,0.15488920426602218,0.12443690399578776,0.0,0.08333333333333333,0.0,0.14285714285714285,0.17157095396298055,0.20972923359339138,0.125,0.36256771951344174,0.0,0.0
32,0.5991992882562277,0.3394119614025031,0.0,0.0,0.0,0.0,0.0,0.4942339373970346,0.08333333333333333,0.16666666666666666,0.0,0.45951092403287225,0.330286264132788,0.3130705856156758,0.6225251926496741,0.1,0.11581920903954813,0.349295774647887,0.0,0.0,0.0,0.3560411311053983,0.0,0.0,0.0,0.0,0.5922538999462076,0.47053406998158387,0.0,0.1427909002768137,0.06944363189609783,0.0,0.0,0.0,0.14285714285714285,0.13644992880873277,0.32308398347865985,0.0,0.2737401615046509,0.0,0.0
950,0.5558274021352312,0.18719547148179994,0.0,0.0,0.0,0.0,0.0,0.6589785831960461,0.0,0.0,0.0,0.5267588695129284,0.33197017079624724,0.25050100200400804,0.6090100770598696,0.0,0.022598870056497196,0.2901408450704225,0.0,0.0,0.0,0.5179948586118253,0.006802721088435374,0.0,0.0,0.0,0.611081226465842,0.5239410681399632,0.0,0.0,0.060668109752530286,0.125,0.0,0.0,0.0,0.12304224015187468,0.08880220284534189,0.0,0.26832260042931616,0.0,0.0
42,0.5362544483985764,0.33231823827266643,0.0,0.0,0.0,0.0,0.0,0.5238879736408567,0.08333333333333333,0.3333333333333333,0.0,0.4938865504109039,0.5184026942506614,0.6564239590291695,0.6854771784232365,0.2,0.10734463276836169,0.3380281690140842,0.0,0.0,0.0,0.3868894601542415,0.0,0.0,0.0,0.0,0.5809575040344271,0.5059852670349908,0.0,0.3157362260598311,0.3327092962031241,0.0,0.0,0.0,0.0,0.13360227812055053,0.21569527306103714,0.0,0.348359398957375,0.0,0.0
593,0.6187722419928825,0.1850816852966466,0.0,0.0,0.05555555555555555,0.0,0.0,0.5074135090609555,0.041666666666666664,0.16666666666666666,0.045454545454545456,0.46281820004008817,0.40870820303103195,0.2834558004898686,0.6844101956135151,0.1,0.11581920903954813,0.35211267605633806,0.0,0.0,0.0,0.3573264781491003,0.006802721088435374,0.0,0.0,0.0,0.6729424421732113,0.5027624309392267,0.0,0.14779321876712523,0.08816474580237525,0.25,0.0,0.05555555555555555,0.42857142857142855,0.13989084005695304,0.2648003671408903,0.125,0.30644996422365334,0.0,0.0
320,0.31450177935943063,0.16264211330849335,0.16666666666666666,0.0,0.0,0.0,0.0,0.32948929159802304,0.0,0.0,0.0,0.5267588695129284,0.29732980514794316,0.22266755733689603,0.3834024896265561,0.0,0.06497175141242945,0.2450704225352112,0.0,0.0,0.0,0.685089974293059,0.0,0.0,0.0,0.0,0.33243679397525555,0.27532228360957645,0.0,0.0,0.07388989644883871,0.0,0.0,0.0,0.0,0.2134551495016611,0.10325837540156033,0.0,0.3628743739139324,0.0,0.0
506,0.4826512455516014,0.3013279831852489,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.16474464579901152,0.0,0.0,0.0,0.5383844457807175,0.29420254991580463,0.21621019817412604,0.5243627741553053,0.0,0.19774011299435015,0.4535211267605635,0.5,0.0,0.0,0.4241645244215939,0.0,0.0,0.0,0.0,0.45615922538999465,0.6988950276243094,0.0,0.0,0.06423682209091441,0.0,0.0,0.05555555555555555,0.7142857142857143,0.1877076411960133,0.3900871959614501,0.375,0.3294490442604519,0.0,0.0
954,0.7806939501779359,0.19587751982420945,0.0,0.0,0.0,0.07692307692307693,0.16666666666666666,0.772652388797364,0.08333333333333333,0.08333333333333333,0.0,0.5267588695129284,0.5123887418811642,0.1565352928078379,0.7756965026674572,0.05,0.0677966101694916,0.2478873239436622,0.0,0.0,0.0,0.5501285347043701,0.013605442176870748,0.0,0.0,0.0,0.7595481441635288,0.5059852670349908,0.0,0.0,0.12548996665301584,0.0,0.08333333333333333,0.0,0.14285714285714285,0.17797816801139058,0.1546581000458926,0.0,0.3866911990187059,0.0,0.0
326,0.5874110320284697,0.25476497563771855,0.08333333333333333,0.0,0.0,0.0,0.1111111111111111,0.7808896210873146,0.041666666666666664,0.0,0.0,0.5267588695129284,0.43925908106807793,0.2807837898018259,0.6567871962062835,0.0,0.08192090395480234,0.23661971830985937,0.0,0.0,0.0,0.6015424164524421,0.006802721088435374,0.0,1.0,0.0,0.6530392684238838,0.5119705340699816,0.0,0.0,0.0783361610015796,0.0,0.0,0.0,0.0,0.17346938775510204,0.1668196420376319,0.0,0.36798528058877644,0.0,0.037037037037037035
569,0.8107206405693949,0.22026368586987674,0.0,0.0,0.0,0.07692307692307693,0.1111111111111111,0.7957166392092256,0.0,0.25,0.0,0.3981759871717779,0.5350012027904738,0.20529948786461816,0.7830468286899823,0.2,0.14971751412429393,0.2422535211267608,0.0,0.0,0.0,0.5012853470437016,0.013605442176870748,0.0,0.0,0.0,0.7859064012910166,0.5059852670349908,0.0,0.15979316256129947,0.10056748376528403,0.0,0.0,0.0,0.2857142857142857,0.18367346938775508,0.27420835245525466,0.0,0.39793519370336305,0.0,0.0
442,0.5874110320284697,0.2736576860609535,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.9406919275123559,0.0,0.0,0.09090909090909091,0.5267588695129284,0.4204955496752465,0.2807837898018259,0.6567871962062835,0.0,0.13841807909604534,0.22253521126760553,0.0,0.0,0.0,0.6259640102827765,0.006802721088435374,0.0,0.0,0.0,0.6530392684238838,0.5128913443830571,0.0,0.0,0.0783361610015796,0.0,0.0,0.1111111111111111,0.0,0.17311343141907926,0.31344653510784765,0.25,0.3596033936420322,0.0,0.0
392,0.6501334519572953,0.3277562816470813,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.6177924217462932,0.0,0.16666666666666666,0.09090909090909091,0.5267588695129284,0.419533317296127,0.2638610554442218,0.6801422643746295,0.1,0.23163841807909594,0.33239436619718277,0.0,0.3333333333333333,0.0,0.4652956298200515,0.006802721088435374,0.0,0.0,0.0,0.6815492200107585,0.5128913443830571,0.0,0.2851743083170571,0.06546539519101387,0.0,0.16666666666666666,0.2222222222222222,0.2857142857142857,0.18865685809207405,0.38228545204222114,0.25,0.36706531738730447,0.0,0.0
780,0.6685943060498221,0.353587465367345,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.5485996705107083,0.0,0.3333333333333333,0.13636363636363635,0.5267588695129284,0.4904979552561944,0.2738810955243821,0.7273266152934202,0.2,0.3559322033898305,0.36901408450704226,0.0,0.6666666666666666,0.0,0.42544987146529556,0.006802721088435374,0.0,0.0,0.0,0.7197417966648736,0.5046040515653777,0.0,0.5769106467885396,0.08360147428772012,0.0,0.25,0.3333333333333333,0.2857142857142857,0.19826767916468915,0.4928866452501147,0.375,0.4091791883880201,0.0,0.0
180,0.7037366548042703,0.2681403458488583,0.0,0.0,0.027777777777777776,0.0,0.0,0.43986820428336076,0.08333333333333333,0.5,0.022727272727272728,0.48045700541190617,0.4926629781092134,0.31997327989311963,0.7491404860699468,0.225,0.24011299435028272,0.3746478873239437,0.0,0.0,0.0,0.28277634961439585,0.006802721088435374,0.0,0.0,0.0,0.754168908015062,0.5055248618784531,0.0,0.15092669355178664,0.09577019832680045,0.0,0.0,0.16666666666666666,0.7142857142857143,0.15234931181775038,0.41050940798531427,0.125,0.34968823469283444,0.0,0.0
266,0.4448398576512455,0.15647988917550396,0.0,0.0,0.0,0.0,0.0,0.48434925864909384,0.0,0.0,0.022727272727272728,0.5267588695129284,0.25042097666586477,0.0,0.5274451689389448,0.0,0.04237288135593224,0.36338028169014086,0.0,0.0,0.0,0.35347043701799474,0.006802721088435374,0.0,0.0,0.0,0.5379236148466918,0.5575506445672193,0.0,0.0,0.013046276253437081,0.0,0.0,0.1111111111111111,0.14285714285714285,0.0908875177978168,0.04589261128958236,0.125,0.1948277624450578,0.0,0.0
240,0.521797153024911,0.3168649087608675,0.0,0.0,0.0,0.0,0.0,0.5485996705107083,0.041666666666666664,0.16666666666666666,0.0,0.4936861094407696,0.36179937454895356,0.4397684257403697,0.591108476585655,0.1,0.11581920903954813,0.3295774647887324,0.0,0.0,0.0,0.4087403598971723,0.0,0.0,0.0,0.0,0.5379236148466918,0.5271639042357276,0.0,0.1453763682605702,0.15918797168431523,0.0,0.0,0.0,0.0,0.13716184148077837,0.26686553464892143,0.0,0.28753960952673013,0.0,0.0
332,0.5698398576512456,0.2809186013184294,0.08333333333333333,0.0,0.027777777777777776,0.0,0.1111111111111111,0.7067545304777594,0.0,0.0,0.045454545454545456,0.5267588695129284,0.3988453211450565,0.19483411266978404,0.6361588618850029,0.0,0.13559322033898286,0.2788732394366197,0.0,0.0,0.0,0.5719794344473008,0.006802721088435374,0.0,1.0,0.0,0.6293706293706294,0.5267034990791897,0.0,0.0,0.04071842274615339,0.0,0.16666666666666666,0.1111111111111111,0.2857142857142857,0.19019933554817275,0.22120238641578702,0.125,0.36246550137994477,0.0,0.037037037037037035
682,0.7455516014234875,0.19240231202827937,0.0,0.0,0.0,0.0,0.2777777777777778,0.9225700164744646,0.0,0.25,0.0,0.4752455401884144,0.5443829684868896,0.1518592741037631,0.7836395969176053,0.275,0.18079096045197726,0.19718309859154948,0.0,0.0,0.0,0.5501285347043701,0.04081632653061224,0.0,0.0,0.0,0.816568047337278,0.5059852670349908,0.0,0.34152064861522896,0.05136605628034869,0.0,0.08333333333333333,0.0,0.14285714285714285,0.20182724252491693,0.2797154658100045,0.0,0.4143923131963611,0.0,0.0
101,0.4448398576512455,0.20375943441291677,0.0,0.0,0.0,0.0,0.0,0.41186161449752884,0.08333333333333333,0.08333333333333333,0.0,0.5267588695129284,0.15756555208082748,0.1805833890002227,0.4912863070539419,0.0,0.08757062146892663,0.3774647887323941,0.0,0.0,0.0,0.327763496143959,0.0,0.0,0.0,0.0,0.39376008606777835,0.251841620626151,0.0,0.0,0.032527935412157025,0.0,0.0,0.0,0.14285714285714285,0.08341243474133843,0.31344653510784765,0.0,0.16579781253194317,0.0,0.0
479,0.6232206405693949,0.1585459061813318,0.0,0.0,0.0,0.0,0.0,0.7067545304777594,0.0,0.0,0.0,0.5267588695129284,0.36588886216021166,0.0,0.667575577949022,0.0,0.028248587570621497,0.2732394366197183,0.0,0.0,0.0,0.5719794344473008,0.02040816326530612,0.0,0.0,0.0,0.7116729424421732,0.5115101289134439,0.0,0.0,0.029602761364301178,0.25,0.0,0.0,0.0,0.1422638822971049,0.05002294630564478,0.0,0.29520596953899625,0.0,0.0
897,0.5598309608540926,0.23440336295022454,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.8237232289950577,0.0,0.0,0.022727272727272728,0.5267588695129284,0.3832090449843637,0.3137385882876865,0.6184943687018376,0.0,0.07909604519774019,0.2450704225352112,0.0,0.0,0.0,0.6118251928020565,0.006802721088435374,0.0,0.0,0.0,0.6180742334588488,0.49447513812154703,0.0,0.0,0.09313754168373019,0.0,0.0,0.05555555555555555,0.0,0.15555291884195535,0.21569527306103714,0.125,0.3282224266584893,0.0,0.0
960,0.670373665480427,0.22580491067163466,0.0,0.0,0.05555555555555555,0.0,0.2222222222222222,0.8978583196046128,0.0,0.0,0.09090909090909091,0.5267588695129284,0.4820784219388982,0.0,0.7362181387077654,0.0,0.07344632768361589,0.21408450704225374,0.0,0.0,0.0,0.6439588688946016,0.04081632653061224,0.0,0.0,0.3333333333333333,0.7902097902097901,0.5055248618784531,0.0,0.0,0.05037149710407769,0.0,0.0,0.2222222222222222,0.14285714285714285,0.21131941148552444,0.10761817347407063,0.125,0.3976285393028724,0.0,0.0
28,0.31450177935943063,0.18737460590427057,0.0,0.0,0.0,0.0,0.0,0.4942339373970346,0.041666666666666664,0.08333333333333333,0.0,0.5267588695129284,0.1729612701467404,0.22266755733689603,0.3834024896265561,0.025,0.11581920903954813,0.349295774647887,0.0,0.0,0.0,0.35861182519280194,0.0,0.0,0.0,0.0,0.33243679397525555,0.23480662983425418,0.0,0.12890806132055588,0.07388989644883871,0.0,0.0,0.0,0.0,0.09148077835785474,0.3804497475906378,0.0,0.18583256669733217,0.0,0.0
452,0.7197508896797152,0.2495700773860705,0.5,0.0,0.0,0.0,0.0,0.5485996705107083,0.0,0.0,0.0,0.5267588695129284,0.8388260764974741,0.17791137831217993,0.7421458209839953,0.0,0.24293785310734456,0.19436619718309847,0.0,0.0,0.0,0.8624678663239075,0.006802721088435374,1.0,1.0,0.0,0.7606239913932222,0.5078268876611418,1.0,0.0,0.02509799333060317,0.0,0.0,0.0,0.0,0.5557664926435689,0.1578705828361633,0.0,0.844526218951242,0.0,0.2222222222222222
311,0.5949733096085408,0.16212859463074428,0.0,0.0,0.0,0.0,0.1111111111111111,0.85667215815486,0.0,0.0,0.0,0.5267588695129284,0.46523935530430605,0.0,0.6872554831061056,0.0,0.04237288135593224,0.21971830985915514,0.0,0.0,0.0,0.6079691516709512,0.013605442176870748,0.0,0.0,0.0,0.6648735879505111,0.5064456721915286,0.0,0.0,0.13953080208272395,0.0,0.0,0.0,0.0,0.16207878500237305,0.10165213400642492,0.0,0.361443320044976,0.0,0.0
968,0.6232206405693949,0.26925097926817615,0.08333333333333333,0.0,0.027777777777777776,0.0,0.1111111111111111,0.8237232289950577,0.0,0.0,0.045454545454545456,0.5267588695129284,0.42843396680298296,0.0,0.667575577949022,0.0,0.11016949152542384,0.18873239436619704,0.0,0.0,0.0,0.7005141388174806,0.02040816326530612,0.0,0.0,0.0,0.7116729424421732,0.5119705340699816,0.0,0.0,0.029602761364301178,0.0,0.0,0.1111111111111111,0.0,0.23243948742287612,0.12666360715924735,0.125,0.40498824491464785,0.0,0.0
11,0.3598754448398576,0.1656038024266743,0.0,0.0,0.0,0.0,0.0,0.48434925864909384,0.08333333333333333,0.0,0.0,0.5267588695129284,0.18980033678133273,0.33890002226675575,0.43615886188500297,0.0,0.005649717514124299,0.35211267605633806,0.0,0.0,0.0,0.40488431876606673,0.0,0.0,0.0,0.0,0.39376008606777835,0.6413443830570903,0.0,0.0,0.09653074357924296,0.0,0.0,0.0,0.0,0.0625296630280019,0.053464892152363434,0.0,0.14474087703158545,0.0,0.0
747,0.6995106761565835,0.44089758287952613,0.0,0.0,0.0,0.07692307692307693,0.0,0.5485996705107083,0.16666666666666666,0.16666666666666666,0.0,0.5380837843255161,0.38850132306952123,0.30527722110888444,0.7186721991701246,0.125,0.10169491525423738,0.3295774647887324,0.0,0.0,0.0,0.4588688946015424,0.0,0.0,0.0,0.0,0.6481979558902636,0.49447513812154703,0.0,0.15227563336939873,0.12022465336687534,0.0,0.0,0.0,0.0,0.15555291884195535,0.2618173474070674,0.0,0.3238270469181234,0.0,0.0
418,0.6265569395017794,0.14844272475398873,0.0,0.0,0.0,0.0,0.1111111111111111,0.6490939044481053,0.08333333333333333,0.16666666666666666,0.0,0.5267588695129284,0.48809237430839547,0.26029837452683147,0.7215174866627149,0.075,0.08757062146892663,0.2929577464788729,0.0,0.0,0.0,0.4524421593830335,0.013605442176870748,0.0,0.0,0.0,0.6998386229155461,0.5059852670349908,0.0,0.0,0.16521383022289826,0.0,0.08333333333333333,0.0,0.0,0.16587565258661605,0.11473152822395592,0.0,0.3659409179188388,0.0,0.0
302,0.7771352313167259,0.23381819050348715,0.0,0.0,0.0,0.15384615384615385,0.2777777777777778,0.7018121911037891,0.25,0.08333333333333333,0.0,0.5267588695129284,0.5701226846283378,0.23625027833444667,0.8308239478363961,0.1,0.05084745762711869,0.2732394366197183,0.0,0.0,0.0,0.5462724935732648,0.013605442176870748,0.0,0.0,0.0,0.7977407208176439,0.5059852670349908,0.0,0.0,0.10132802901772657,0.0,0.08333333333333333,0.0,0.14285714285714285,0.19233507356430943,0.13148233134465348,0.0,0.41337013186139226,0.0,0.0
224,0.4826512455516014,0.28493121238177127,0.0,0.0,0.0,0.0,0.0,0.32948929159802304,0.041666666666666664,0.16666666666666666,0.0,0.4297454399679294,0.23791195573731053,0.21621019817412604,0.5243627741553053,0.0,0.2683615819209042,0.43098591549295784,0.0,0.0,0.0,0.21722365038560415,0.0,0.0,0.0,0.0,0.45615922538999465,0.70902394106814,0.0,0.12987761181446458,0.06423682209091441,0.0,0.0,0.05555555555555555,0.42857142857142855,0.12565258661604178,0.5888022028453419,0.125,0.2408259225186548,0.0,0.0
183,0.4417259786476868,0.25724897296264454,0.0,0.0,0.0,0.0,0.0,0.528830313014827,0.08333333333333333,0.08333333333333333,0.0,0.5267588695129284,0.5927351455376473,0.8443553774215097,0.6953171310017783,0.025,0.022598870056497196,0.3352112676056338,0.0,0.0,0.0,0.43059125964010275,0.0,0.0,0.0,0.0,0.5309306078536848,0.5059852670349908,0.0,0.0,0.6149300883402562,0.0,0.0,0.0,0.14285714285714285,0.08815851922164213,0.05002294630564478,0.0,0.33844424000817747,0.0,0.0
301,0.888567615658363,0.18831804719594916,0.6666666666666666,0.0,0.0,0.23076923076923078,0.0,0.6869851729818781,0.0,0.0,0.0,0.5662457406293846,0.6817416406062065,0.1674460031173458,0.8718435091879077,0.0,0.33050847457627147,0.22535211267605654,0.0,0.0,0.0,0.6555269922879178,0.04081632653061224,0.0,1.0,0.0,0.9709521247982787,0.5059852670349908,0.0,0.0,0.03697419996489792,0.5,0.0,0.0,0.0,0.2539155196962506,0.25998164295548415,0.0,0.5146683021568027,0.0,0.2962962962962963
586,0.6076512455516014,0.17131221935607147,0.0,0.0,0.0,0.0,0.0,0.4942339373970346,0.0,0.0,0.0,0.5267588695129284,0.3310079384171277,0.0,0.6584469472436277,0.0,0.0677966101694916,0.3718309859154927,0.0,0.0,0.0,0.37660668380462714,0.02040816326530612,0.0,0.0,0.0,0.7009144701452393,0.4963167587476981,0.0,0.0,0.003276194933598549,0.0,0.0,0.3333333333333333,0.0,0.13075462743236832,0.036255162918770054,0.25,0.26300725748747833,0.0,0.0
