,Class
3286,1
3689,1
2556,1
2579,1
1760,1
1685,1
3447,1
4222,1
1234,1
735,1
250,2
1088,1
2160,2
2739,1
2028,1
1540,1
3141,1
4083,2
3474,1
2386,2
1214,1
2793,1
1663,2
237,2
1250,1
4707,1
1569,1
3913,1
1396,2
729,1
2154,1
2097,1
1806,1
3714,1
4978,1
4700,1
4320,1
2268,2
672,1
2067,2
1091,2
2514,1
2839,1
786,1
3250,1
2236,1
5372,1
3902,1
5023,1
5267,2
334,1
1762,1
3671,1
251,1
4925,1
2707,1
2689,1
781,2
2427,1
1674,1
540,1
5150,2
1200,1
1542,1
2852,2
4736,1
3805,1
606,2
3731,2
3268,1
500,2
5373,2
1161,1
5030,1
4957,2
3334,1
2136,1
2317,2
1428,1
1710,1
2214,1
3685,2
3792,2
3806,1
1043,1
4362,1
2973,1
569,1
3740,1
3626,2
589,1
4778,1
4820,1
406,1
5236,1
4931,1
1765,1
4828,1
2921,1
4310,2
2758,2
2124,1
1610,1
2672,2
877,1
601,2
1929,1
1547,1
4845,1
581,1
4491,2
2161,1
2110,1
1064,1
1237,1
1932,1
2488,1
4358,2
3579,2
4234,2
4590,2
1201,1
487,1
5365,2
76,1
1138,1
1141,2
4608,2
5044,1
2336,1
2303,1
4626,1
1209,2
4441,1
1297,1
2307,2
1667,1
1924,2
3951,1
1353,1
4478,1
2621,2
4594,1
1159,1
1101,2
3230,1
200,1
4022,1
1160,1
2359,2
4206,1
595,1
2072,1
2264,1
3022,2
1189,1
3267,2
1168,1
897,1
3213,1
2759,1
4224,1
3419,2
1936,2
4530,1
5302,1
2744,2
4317,1
2489,2
4391,1
4652,2
4872,1
3853,2
2240,1
2881,1
4614,1
3520,2
529,2
1904,1
3299,1
2729,1
4191,2
22,2
3615,1
3944,1
519,1
5401,2
546,2
479,1
3538,1
1035,2
5318,2
4682,2
3862,2
185,2
3659,2
1751,2
3624,1
3662,1
3174,1
125,1
3130,1
3869,2
5210,1
4280,1
1898,1
520,1
3403,2
2806,1
1452,1
3635,1
5293,1
4318,1
910,1
5243,2
4940,1
3304,1
4852,1
4575,1
597,2
3900,1
177,1
2790,1
3515,2
5280,2
123,2
4253,1
5303,1
5215,1
964,1
802,1
2546,1
2862,1
1413,1
5126,2
4757,1
2137,2
29,1
945,1
1607,1
3815,1
3534,2
4052,1
4948,2
3961,1
2641,2
4738,1
3767,2
3549,1
2486,1
3259,1
3548,2
494,1
854,2
1809,1
1000,1
4625,1
4596,1
1810,2
788,1
5080,2
2233,1
4631,2
3005,1
592,1
913,1
82,1
1312,1
368,1
3945,1
2413,1
3695,1
4603,2
4314,1
1315,1
3117,2
3438,1
4646,2
3197,1
4688,1
4443,1
1828,1
4723,1
2827,1
4834,1
2284,1
2524,1
369,2
195,2
1504,1
2242,2
3361,1
1013,1
1592,2
3634,1
3809,1
2504,1
1678,1
1525,1
239,1
3824,1
3253,1
4967,1
3027,2
2870,2
3645,1
220,1
1852,1
1953,2
4126,1
2435,2
5226,1
648,2
3984,2
3458,1
3786,2
2996,1
820,1
3656,1
2245,1
3639,1
1591,2
2206,1
1588,2
4337,2
4902,1
3344,1
654,1
5363,1
5315,1
2468,2
3430,1
68,1
888,1
3845,1
5027,1
2150,1
3795,1
2997,2
3464,1
1947,1
5018,1
4097,2
4002,1
1499,1
3074,1
690,2
5113,1
700,1
2719,1
2437,1
4239,2
18,2
4907,1
2661,1
1459,2
896,1
5288,1
794,2
3223,1
3546,1
4241,1
4587,1
3291,2
2139,2
3594,1
4766,1
547,2
2728,2
3020,1
3045,1
5118,1
3952,1
1318,1
2929,2
1747,2
5174,1
3904,1
1488,1
2823,2
2215,2
2954,1
3749,1
2796,2
2552,1
2757,1
2092,2
4130,1
2883,1
3235,2
4495,2
4321,2
1662,2
3933,1
2909,1
3386,1
2087,1
3031,1
283,1
2555,1
4476,1
980,1
4546,1
1490,1
3467,1
164,2
2636,1
4496,2
4015,1
1094,2
3606,1
2617,1
4805,2
4232,2
1037,1
2593,1
184,1
338,1
568,2
1803,2
4513,1
3460,1
746,2
3886,1
1927,1
3084,1
1561,1
3932,2
2334,2
1260,1
58,2
5064,2
3505,1
2603,1
2961,1
2266,1
1546,1
1782,1
513,2
4406,2
2816,1
1952,1
4277,1
2176,1
5274,1
4153,2
1766,1
4,1
2782,1
4352,1
4642,1
3358,1
78,1
5314,2
4039,2
3292,1
1800,1
4060,1
561,1
471,1
2878,1
4632,2
4750,1
2967,1
5186,1
3331,1
2061,1
1489,1
5270,2
119,2
2023,2
1996,1
2625,1
2939,1
1704,1
1651,1
862,1
2227,1
4703,1
4073,2
1865,1
4851,1
4380,2
4245,1
1387,1
3170,1
5178,1
3566,1
2302,2
274,1
3543,1
4535,1
1175,1
2654,1
1941,1
4423,2
5250,1
2411,2
140,1
1111,1
122,1
1385,1
3275,1
2279,2
5399,1
2945,1
4714,2
754,1
2499,1
232,1
3218,1
3318,1
3603,1
358,1
3649,1
4210,2
1978,1
2370,1
3356,2
4686,1
2135,1
4813,2
3347,1
3657,1
1654,1
2403,1
1780,1
3686,1
5156,1
1498,1
1306,1
1930,2
1606,1
4244,1
100,1
2247,1
2665,2
4395,1
3956,1
3519,1
5054,1
1065,1
4683,1
2507,1
2119,1
155,2
2547,1
1284,1
3762,1
5312,2
227,1
1129,2
3763,1
2012,1
2304,2
1579,1
2091,1
3574,1
457,1
639,1
2466,1
2677,2
3547,1
3694,2
4745,1
1021,1
3252,1
1950,2
1718,1
2990,2
3949,1
3973,1
2235,1
4282,1
2713,1
2875,2
4157,1
952,2
1634,2
5012,2
1113,1
14,1
3738,1
5078,1
3654,2
2819,1
2738,1
1529,1
3485,2
1829,2
4504,1
2506,1
1554,1
5394,1
1313,2
102,2
182,1
3208,2
1340,2
5277,1
2007,1
325,2
3874,2
4199,1
577,2
5382,1
1871,1
247,1
3644,2
1805,1
4777,2
1192,1
2050,1
4768,2
1741,1
2541,2
1971,2
2529,1
4364,2
4448,2
685,1
2224,1
2407,1
998,1
1420,1
5239,1
723,2
5216,1
2248,1
3175,2
2890,2
2002,1
2021,1
1722,2
5015,1
5130,1
2994,2
1753,1
828,2
273,1
3591,1
4404,1
3284,2
20,1
3834,1
624,1
3394,1
2392,1
353,1
4070,2
5390,2
1788,1
739,2
521,1
3800,2
1011,1
203,1
2115,1
1278,1
679,1
3115,1
330,1
3595,2
4922,2
309,2
4268,1
1635,1
791,1
840,1
2476,1
3163,1
1533,1
5396,1
734,1
1975,1
3866,1
3221,1
3475,1
3283,1
2720,2
3978,1
4774,1
3652,1
4837,2
4085,1
4701,1
900,1
2020,2
2114,1
972,1
1465,1
4786,1
2496,1
272,2
1804,2
778,1
4226,2
1831,1
2255,2
1224,1
950,1
2681,1
2530,1
2019,1
731,2
4617,2
3976,1
4382,1
2670,2
2539,1
4026,2
3587,2
4333,1
5010,1
2513,2
803,1
2006,2
2777,1
2905,2
3169,1
642,1
3541,1
544,1
3189,2
2679,1
5105,1
784,1
56,1
415,2
4376,1
4630,1
463,1
4158,1
1899,1
623,1
2845,1
148,1
933,1
2580,1
5072,2
5240,2
607,2
2937,1
2651,2
1514,1
3081,2
1940,1
4865,1
681,2
2081,2
3266,2
324,2
3691,1
1132,1
1215,1
3479,1
4847,2
2928,2
1066,1
1957,1
4024,1
4623,1
3131,1
3446,2
4377,1
2916,1
1460,1
1139,1
5354,1
265,1
3436,2
191,1
5050,1
879,1
5381,1
4180,1
3466,1
4027,2
1319,1
3821,1
4866,1
1562,2
3936,1
656,2
4562,1
1786,2
3063,1
374,2
699,2
839,1
1067,1
3168,2
2515,2
2463,1
3514,1
2915,2
2629,1
3126,1
3781,2
4989,2
1136,2
470,1
4857,1
4116,1
3414,1
3281,2
3186,2
3623,1
2085,1
1894,1
2993,1
5021,1
2908,1
4740,2
583,1
221,1
5203,2
1776,1
2716,1
335,2
4437,2
1393,1
2912,1
1100,1
4797,1
847,2
1324,1
678,1
3256,2
1241,1
5104,1
4472,1
1774,1
2391,1
5227,2
4326,1
1549,1
539,1
4500,1
442,1
4788,2
4563,1
1471,1
5163,1
2694,1
857,1
47,1
3916,1
817,1
1560,1
3601,1
2109,1
4848,1
570,1
4996,1
1480,1
3823,1
3975,1
1024,2
3335,1
3563,2
3680,1
3516,1
2895,2
4716,2
1395,2
3454,1
907,2
1737,1
3096,2
3053,1
4607,1
2239,1
748,1
5084,1
3320,1
