,c
4874,1
4913,1
1280,1
3223,1
5061,1
5198,1
2023,1
1481,1
4850,1
3354,1
4327,1
5182,1
2327,1
1637,1
4681,1
3807,1
4201,1
1027,1
835,1
2870,1
321,1
4421,1
2506,1
4840,1
769,0
1682,1
461,1
5188,1
3530,1
4073,1
1956,1
140,1
5037,1
714,1
1617,1
580,1
4447,1
2742,1
2024,1
5312,1
3310,1
4747,1
2603,1
4526,1
671,1
4440,1
148,1
5471,1
1756,1
824,1
4777,1
3462,1
5416,1
3700,1
3908,1
4547,1
5321,1
191,1
1143,1
1666,1
5274,1
5502,1
1304,1
5481,1
3380,1
1826,1
23,1
1680,1
362,1
247,1
1575,1
799,1
5495,1
4823,1
635,1
1755,1
3267,1
1579,1
3414,1
2996,1
1588,1
4312,1
3870,1
2471,1
4596,1
589,1
1763,1
1768,1
3079,1
1046,1
2661,1
206,1
2999,1
4174,1
2808,1
2559,1
1157,1
4972,1
4649,1
473,1
5062,1
5281,1
2459,1
4152,1
1004,1
2692,1
3843,1
1209,1
1206,1
805,1
923,1
4380,1
184,1
1000,1
735,1
4884,1
2913,1
2063,1
2212,1
3023,1
4711,1
1431,1
4897,1
3408,1
5258,1
3481,1
3794,1
4423,1
3767,1
2727,1
4142,1
1671,1
3903,1
1109,1
495,1
740,1
5033,1
131,1
1794,1
5517,1
1894,1
3311,1
5168,1
3165,1
277,1
1889,1
2928,1
1747,1
4007,1
4160,1
4890,1
537,1
654,1
5546,1
2908,1
3730,1
507,1
2035,1
3917,1
670,1
2385,1
1865,1
5518,1
2282,1
5433,1
3890,1
4721,1
5057,1
1849,1
1194,1
1390,1
2857,1
1124,1
5460,1
3297,1
4228,1
1754,1
2482,1
3557,1
1235,1
4845,1
1501,1
1935,1
72,1
1516,1
2503,1
244,1
5376,1
4785,1
1650,1
637,1
4666,1
1458,1
4143,1
2821,1
3844,1
2889,1
3225,1
758,1
4809,1
1444,1
5484,1
1293,1
1278,1
1411,1
3263,1
4333,1
312,1
951,1
5011,1
2698,1
5295,1
3513,1
746,1
1549,1
1699,1
3511,1
1009,1
4842,1
3502,1
457,1
2243,1
952,1
1250,1
2888,1
1976,1
3161,1
1454,1
2984,1
1499,1
3769,1
879,1
2388,1
3006,1
5266,1
1626,1
2948,1
30,1
3062,1
3859,1
4082,1
2839,1
820,1
3932,1
4225,1
5468,1
2332,1
541,1
97,1
1422,1
3027,1
4469,1
4939,1
4965,1
2170,1
3201,1
3033,1
5233,1
1284,1
5580,1
828,1
485,1
3737,1
3708,1
5535,1
4397,1
2750,1
1222,1
3906,1
4728,1
1816,1
1094,1
3448,1
906,1
4772,1
4198,1
1159,1
4182,1
3021,1
4894,1
990,1
431,1
4757,0
3050,1
4739,1
1484,1
3803,1
2433,1
891,1
1599,1
18,1
2303,1
3874,1
5005,1
4527,1
1624,1
2321,1
4692,1
3760,1
4290,1
257,1
2657,1
1687,1
4430,1
4268,1
1884,1
4553,1
1087,1
4267,1
5150,1
2733,1
2933,1
2148,1
915,1
2406,1
2255,1
3889,1
2568,1
5391,1
2995,1
5119,1
645,1
418,1
669,1
3862,1
5383,1
584,1
2249,1
4001,1
5311,1
3819,1
4563,1
1933,1
129,1
2355,1
1093,1
2313,1
4668,1
599,1
4986,1
5555,1
2695,1
2635,1
3539,1
2065,1
1725,1
1086,1
3195,1
4103,1
4750,1
1402,1
3332,1
5359,1
4832,1
2305,1
5050,1
2904,1
125,1
3312,1
57,1
2738,1
1318,1
3718,1
2639,1
5458,1
4561,1
2648,1
557,1
4089,1
5446,1
2728,1
4720,1
4594,1
4064,1
1183,1
15,1
4664,1
5510,1
303,1
5204,1
111,1
1668,1
3117,1
157,1
198,1
523,1
585,1
3028,1
4485,1
3071,1
4237,1
1506,1
1330,1
605,1
1820,1
1377,1
2677,1
513,1
5128,1
2643,1
4909,1
3389,1
3219,1
2309,1
3865,1
3072,1
3929,1
3638,1
2969,1
1270,1
984,1
2967,1
3613,1
3122,1
1946,1
4360,1
3845,1
4253,1
708,1
750,1
1980,1
1813,1
489,1
3969,1
1561,1
1633,1
262,1
2279,1
252,1
459,1
1901,1
3976,1
241,1
651,1
2430,1
4725,1
4548,1
4794,1
4629,1
1630,1
5054,1
877,1
1649,1
1158,1
2571,1
546,1
4904,1
375,1
4504,1
3008,1
4255,1
4746,1
2899,1
1654,1
240,1
976,1
2508,1
3577,1
600,1
721,1
3043,1
1138,1
1002,1
552,1
5536,1
3593,1
3169,1
3946,1
3583,1
2998,1
34,1
348,1
4372,1
4871,1
2098,1
2126,1
2040,1
2707,1
530,1
232,1
3398,1
2846,1
2746,1
3145,1
2376,1
2590,1
2491,1
2606,1
1117,1
3547,1
4208,1
3133,1
3055,1
2776,1
4330,1
4300,1
2667,1
5248,1
4501,1
4188,1
4520,1
2896,1
3732,1
3683,1
2787,1
874,1
3345,1
4150,1
1406,1
643,1
5422,1
2439,1
2011,1
3095,1
2233,1
5415,1
381,1
4896,1
1911,1
4483,1
3871,1
2817,1
5544,1
592,1
4294,1
4940,1
560,1
1846,1
3798,1
5552,1
4982,1
3099,1
3383,1
2269,1
4964,1
2338,1
349,1
3026,1
54,1
4067,1
5145,1
2980,1
4989,1
4827,1
2460,1
3318,1
5141,1
5414,1
3642,1
3256,1
3441,1
5249,1
4915,1
1538,1
5532,1
1891,1
2237,1
1883,1
2577,1
2107,1
5184,1
2171,1
1548,1
3653,1
2891,1
5381,1
339,1
1782,1
2802,1
4368,1
3032,1
1126,1
4802,1
5336,1
2412,1
5529,1
1809,1
2222,1
5166,1
1271,1
779,1
3114,1
1137,1
3035,1
2109,1
3056,1
2793,1
3647,1
1475,1
2221,1
2311,1
2732,1
2207,1
4102,1
2060,1
1170,1
1119,1
3052,1
2974,1
3500,1
5429,1
1120,1
4715,1
842,1
104,1
2768,1
4686,1
3956,1
2331,1
627,1
4638,1
426,1
1708,1
16,1
4503,1
1075,1
4119,1
1036,1
1692,1
2290,1
690,1
1121,1
5513,1
1679,1
3878,1
1508,1
32,1
376,1
1104,1
5160,1
664,1
1260,1
3069,1
5036,1
886,1
1268,1
2942,1
4609,1
2358,1
213,1
4114,1
3204,1
5025,1
4070,1
3752,1
1327,1
2828,1
3207,1
96,1
2075,1
822,1
1478,1
5095,1
1381,1
3540,1
4635,1
972,1
5462,1
4331,1
1245,1
1628,1
2877,1
5089,1
2242,1
2481,1
5084,1
3780,1
4854,1
5519,1
2447,1
3469,1
3622,1
3866,1
1231,1
1203,1
1719,1
4212,1
4766,1
297,1
4787,1
3625,1
2836,1
784,1
5325,1
3155,1
4626,1
895,1
481,1
5133,1
324,1
4533,1
1960,1
1998,1
3886,1
500,1
4384,1
2353,1
4297,1
2903,1
3938,1
4531,1
2165,1
2688,1
1096,1
1022,1
3954,1
4098,1
1292,1
950,1
4124,1
3036,1
4215,1
4770,1
2240,1
2260,1
2650,1
1800,1
2845,1
1127,1
1129,1
1546,1
3220,1
3997,1
325,1
2022,1
2449,1
87,1
725,1
5402,1
814,1
3516,1
4726,1
1021,1
370,1
4158,1
737,1
2598,1
5401,1
2489,1
1295,1
1101,1
2629,1
4648,1
3439,1
710,1
4230,1
1669,1
5083,1
3357,1
3284,1
3736,1
544,1
58,1
161,1
1134,1
946,1
5086,1
3305,1
3507,1
2302,1
2507,1
4439,1
2549,1
5040,1
4058,1
4608,1
4665,1
765,1
5500,1
3163,1
4742,1
3792,1
11,1
3381,1
583,1
1696,1
4569,1
962,1
5065,1
1864,1
1314,1
355,1
5328,1
5345,1
2475,1
1688,1
2676,1
5317,1
5224,1
2929,1
3475,1
2370,1
4018,1
4450,1
1842,1
3177,1
2002,1
2532,1
3194,1
1619,1
1541,1
5127,1
2705,1
897,1
1664,1
4197,1
3517,1
790,1
1320,1
1589,1
5493,1
4479,1
3888,1
1941,1
3614,1
3208,1
3209,1
2356,1
2841,1
2528,1
2683,1
5240,1
4776,1
1479,1
4299,1
4893,1
3713,1
4118,1
939,1
2613,1
5120,1
3809,1
41,1
3791,1
3351,1
3832,1
2123,1
5042,1
4400,1
907,1
1913,1
2589,1
1776,1
660,1
4264,1
390,1
3659,1
4269,1
4707,1
4745,1
3108,1
3942,1
4025,1
2820,1
1625,1
3464,1
5424,1
1088,1
595,1
5380,1
5015,1
2058,1
3463,1
3591,1
1773,1
2427,1
1814,1
2350,1
1540,1
4126,1
1343,1
4319,1
5389,1
4535,1
1790,1
4962,1
4395,1
2871,1
341,1
3873,1
3529,1
37,1
2173,1
4949,1
3401,1
611,1
2659,1
3971,1
1085,1
1256,1
921,1
4289,1
5440,1
1916,1
1037,1
977,1
3426,1
4328,1
2082,1
1543,1
4177,1
3289,1
5467,1
3510,1
974,1
2354,1
2583,1
978,1
4957,1
4361,1
2946,1
3249,1
246,1
538,1
77,1
607,1
278,1
3933,1
1417,0
3879,1
4041,1
4981,1
2000,1
204,1
1275,1
1957,1
4881,1
3450,1
559,1
4351,1
3853,1
3931,1
1057,1
4370,1
3943,1
794,1
4642,1
180,1
4860,1
135,1
5309,1
2053,1
307,1
3685,1
4891,1
83,1
4993,1
2675,1
82,1
4970,1
4936,1
219,1
3770,1
468,1
5225,1
1359,1
100,1
775,1
2777,1
4719,1
1407,1
5080,1
1445,1
5355,1
5455,1
5112,1
4165,1
2145,1
413,1
5409,1
2753,1
3330,1
1872,1
782,1
509,1
3526,1
5586,1
5051,1
5284,1
4398,1
3535,1
200,1
2341,1
4641,1
1580,1
4453,1
5140,1
5203,1
2758,1
551,1
4771,1
702,1
4009,1
1937,1
5243,1
3813,1
2466,1
5179,1
3411,1
2762,1
5330,1
5442,1
520,1
3423,1
2312,1
407,1
