,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
192,0.34,0.32644628099173556,0.010408326661329063,0.4948989797959592,1.0,1.0,0.0,0.5971550497866287,0.4484848484848485,0.5970548862115127,0.5364311245532032,0.45294117647058824,0.5363959883532836,0.5270886075949367,0.68,0.5272931907709623,0.44000000000000006,0.2,0.4407407407407407,0.6306053811659192
3003,0.98,0.3884297520661157,1.0,0.31066213242648527,1.0,1.0,0.0,0.38236130867709817,0.6303030303030303,0.38236278447121824,0.4190266703326918,0.5588235294117647,0.4189582659333549,0.5987341772151898,0.45714285714285713,0.5987619583567811,0.47000000000000003,0.15,0.4703703703703703,1.0
2103,0.6,0.30165289256198347,0.010408326661329063,0.9045809161832367,1.0,1.0,0.0,0.8480796586059745,0.6787878787878788,0.8480589022757697,0.5534781413252682,0.5882352941176471,0.5535425428663863,0.5435443037974683,0.5028571428571429,0.5436128306133934,0.485,0.2,0.48518518518518516,0.6306053811659192
1703,0.16,0.3925619834710744,1.0,0.1878375675135027,1.0,0.0,0.5,0.5001422475106686,0.5818181818181818,0.5001673360107095,0.5680505911465493,0.49411764705882355,0.5681009382076997,0.4506329113924051,0.6,0.45075970737197524,0.5549999999999999,0.1,0.5555555555555555,0.6306053811659192
2519,0.48,0.05785123966942149,1.0,0.955991198239648,1.0,1.0,0.0,0.38463726884779514,0.6121212121212121,0.3845381526104418,0.41930162221611217,0.4647058823529412,0.41928178582982856,0.569113924050633,0.4742857142857143,0.5694991558806978,0.42000000000000004,0.25,0.42037037037037034,0.6306053811659192
1107,0.16,0.40082644628099173,1.0,0.002400480096019204,1.0,0.0,0.5576923076923077,0.5118065433854908,0.5878787878787879,0.5117135207496654,0.5202089634313994,0.5235294117647059,0.520219993529602,0.41594936708860764,0.4342857142857143,0.41586944288126054,0.64,0.35,0.6407407407407407,0.3716367713004484
4729,0.1,0.39669421487603307,1.0,0.09301860372074415,1.0,0.0,0.5192307692307693,0.3581792318634424,0.5454545454545454,0.35809906291834004,0.3392906241407754,0.5352941176470588,0.33937237140084114,0.5822784810126582,0.4057142857142857,0.58244231851435,0.365,0.35,0.36481481481481476,0.5723094170403588
4756,0.2,0.34297520661157027,1.0,0.3900780156031206,1.0,1.0,0.0,0.4901849217638692,0.5575757575757576,0.4901271753681392,0.61644212262854,0.5647058823529412,0.6166289226787447,0.5655696202531646,0.5714285714285714,0.5655599324704559,0.485,0.05,0.48518518518518516,0.6306053811659192
4709,0.78,0.4297520661157025,0.010408326661329063,0.6933386677335467,1.0,1.0,0.0,0.2964438122332859,0.45454545454545453,0.2963520749665328,0.7503436898542755,0.5352941176470588,0.7505661598188288,0.4739240506329114,0.6114285714285714,0.473832301631964,0.45999999999999996,0.1,0.4592592592592592,1.0
1158,0.08,0.24380165289256198,1.0,0.03280656131226245,0.0,1.0,0.0,0.5206258890469416,0.6666666666666666,0.5205823293172691,0.5683255430299697,0.5470588235294118,0.5684244581041734,0.5159493670886076,0.68,0.5160382667416995,0.5549999999999999,0.3,0.5555555555555555,1.0
2609,0.88,0.47520661157024796,1.0,0.5481096219243848,1.0,0.0,0.46153846153846156,0.6625889046941679,0.5454545454545454,0.6624832663989292,0.41820181468243056,0.5529411764705883,0.4183112261404076,0.8716455696202532,0.4685714285714286,0.8716938660664041,0.5349999999999999,0.3,0.5351851851851852,1.0
2868,0.38,0.06611570247933884,1.0,0.5061012202440488,0.0,1.0,0.0,0.46315789473684216,0.7151515151515152,0.46318607764390896,0.6312895243332417,0.5352941176470588,0.6315108379165318,0.8422784810126582,0.5371428571428571,0.8424310635903208,0.6799999999999999,0.15,0.6796296296296296,0.5723094170403588
1987,0.0,0.2396694214876033,0.010408326661329063,0.9329865973194639,1.0,1.0,0.0,0.45376955903271693,0.5818181818181818,0.45381526104417674,0.45971954907891116,0.7235294117647059,0.4597217728890327,0.35088607594936705,0.6057142857142858,0.35115362971299946,0.51,0.2,0.5092592592592592,0.5723094170403588
51,0.3,0.24380165289256198,0.010408326661329063,0.9799959991998399,1.0,1.0,0.0,0.6275960170697013,0.34545454545454546,0.6275100401606426,0.5804234259004675,0.6764705882352942,0.5803946942736978,0.6303797468354431,0.7371428571428571,0.6308384918401801,0.33999999999999997,0.15,0.34074074074074073,1.0
1752,0.68,0.743801652892562,1.0,0.9933986797359472,0.0,1.0,0.0,0.45889046941678524,0.503030303030303,0.4588353413654619,0.3420401429749794,0.48823529411764705,0.3419605305726302,0.6632911392405063,0.56,0.6634777715250422,0.705,0.15,0.7055555555555555,0.5723094170403588
3772,0.48,0.4049586776859504,0.010408326661329063,0.14842968593718744,1.0,1.0,0.0,0.5499288762446658,0.3090909090909091,0.5498661311914324,0.6601594720923838,0.6882352941176471,0.6603041087026852,0.36886075949367086,0.5257142857142857,0.3691615081598199,0.61,0.2,0.6092592592592593,1.0
1218,0.32,0.5371900826446281,1.0,0.7735547109421884,1.0,0.0,0.5384615384615384,0.710099573257468,0.5272727272727272,0.7100066934404284,0.6246906791311521,0.8117647058823529,0.6247169200905855,0.6073417721518988,0.5257142857142857,0.6077658975801914,0.38,0.15,0.3796296296296296,0.3716367713004484
4742,0.52,0.19834710743801653,1.0,0.4520904180836167,0.0,1.0,0.0,0.4483641536273115,0.6121212121212121,0.4482931726907631,0.7049766290899092,0.40588235294117647,0.7049498544160465,0.660253164556962,0.6114285714285714,0.6606640405177265,0.49000000000000005,0.2,0.4907407407407407,1.0
2355,0.56,0.4834710743801653,0.010408326661329063,0.9693938787757551,1.0,1.0,0.0,0.6389758179231864,0.5696969696969697,0.638888888888889,0.6211163046466869,0.7058823529411765,0.6211582012293756,0.6810126582278481,0.6,0.6814856499718627,0.625,0.4,0.6259259259259259,0.6306053811659192
2041,0.96,0.4297520661157025,1.0,0.7003400680136027,1.0,0.0,0.6538461538461539,0.6216216216216216,0.3696969696969697,0.6216532797858099,0.5408303546879296,0.43529411764705883,0.5409252669039145,0.3825316455696202,0.5885714285714285,0.3826674169949353,0.495,0.2,0.4944444444444444,0.6306053811659192
2791,0.26,0.6198347107438017,1.0,0.9057811562312462,1.0,1.0,0.0,0.5541963015647227,0.6424242424242425,0.5542168674698795,0.804784162771515,0.6058823529411764,0.8049175024263991,0.5686075949367089,0.4685714285714286,0.5689364096792346,0.275,0.15,0.2759259259259259,0.5723094170403588
4361,0.6,0.43388429752066116,0.0,0.8191638327665534,1.0,1.0,0.0,0.48534850640113797,0.703030303030303,0.4852744310575636,0.7124003299422602,0.6764705882352942,0.7123908120349401,0.5422784810126582,0.6342857142857142,0.5424873382104671,0.48,0.65,0.4796296296296296,1.0
1606,0.12,0.3884297520661157,1.0,0.6791358271654331,1.0,1.0,0.0,0.5644381223328592,0.6848484848484848,0.5644243641231592,0.648611492988727,0.8470588235294118,0.6486573924296345,0.8243037974683545,0.5657142857142857,0.8244231851435003,0.505,0.15,0.5055555555555555,0.5723094170403588
1584,0.52,0.384297520661157,0.0,0.2628525705141028,1.0,1.0,0.0,0.465149359886202,0.8242424242424242,0.46519410977242304,0.3951058564751168,0.6529411764705882,0.39501779359430605,0.6415189873417722,0.4685714285714286,0.6415306696679798,0.63,0.25,0.6296296296296295,1.0
2891,0.74,0.6528925619834711,0.0,0.7589517903580716,1.0,1.0,0.0,0.3266002844950213,0.593939393939394,0.32663989290495316,0.5295573274676931,0.5941176470588235,0.5296020705273374,0.6556962025316456,0.6171428571428571,0.6561620709060214,0.61,0.25,0.6092592592592593,0.5723094170403588
2428,0.46,0.16115702479338842,0.0,0.24084816963392677,1.0,1.0,0.0,0.23243243243243245,0.7454545454545455,0.232429718875502,0.5779488589496838,0.6352941176470588,0.5781300549983824,0.5367088607594936,0.3657142857142857,0.5368598761958356,0.5650000000000001,0.15,0.5648148148148148,0.017937219730941704
2715,0.6,0.39669421487603307,0.010408326661329063,0.8795759151830366,1.0,0.0,0.5384615384615384,0.8054054054054055,0.5636363636363636,0.8053882195448461,0.5097607918614243,0.5764705882352941,0.5098673568424458,0.7918987341772152,0.44571428571428573,0.7923466516601013,0.305,0.4,0.3055555555555555,1.0
2962,0.82,0.4297520661157025,1.0,0.6827365473094619,1.0,1.0,0.0,0.7157894736842105,0.5333333333333333,0.7156961178045517,0.4814407478691229,0.6058823529411764,0.4813976059527661,0.4668354430379747,0.64,0.46707934721440636,0.27,0.25,0.27037037037037037,1.0
4097,0.38,0.5330578512396694,0.010408326661329063,0.22344468893778754,1.0,1.0,0.0,0.46088193456614507,0.37575757575757573,0.4608433734939759,0.7646411877921364,0.6352941176470588,0.7648010352636687,0.5,0.4685714285714286,0.5002813731007316,0.45499999999999996,0.2,0.4555555555555555,1.0
1969,0.82,0.21074380165289255,0.0,0.3302660532106421,1.0,0.0,0.38461538461538464,0.3792318634423898,0.38181818181818183,0.3791834002677376,0.506186417376959,0.7235294117647059,0.5063086379812358,0.690886075949367,0.6114285714285714,0.691052335396736,0.675,0.1,0.6759259259259258,1.0
1279,0.32,0.35537190082644626,0.0,0.16763352670534107,1.0,1.0,0.0,0.3283072546230441,0.5454545454545454,0.3283132530120482,0.7220236458619742,0.4,0.7220964089291492,0.6220253164556961,0.3942857142857143,0.622397298818233,0.655,0.25,0.6555555555555556,0.6306053811659192
3875,0.9,0.38016528925619836,0.0,0.4206841368273655,0.0,1.0,0.0,0.4904694167852063,0.806060606060606,0.4904618473895582,0.5653010723123454,0.45294117647058824,0.5655127790359107,0.6222784810126583,0.72,0.622397298818233,0.45499999999999996,0.45,0.4555555555555555,1.0
298,0.42,0.4628099173553719,1.0,0.7405481096219244,1.0,1.0,0.0,0.6130867709815079,0.7818181818181819,0.6131191432396252,0.601319769040418,0.6882352941176471,0.6014234875444839,0.5243037974683544,0.52,0.5244794597636466,0.32999999999999996,0.45,0.3296296296296296,0.14013452914798205
4858,0.96,0.6322314049586777,0.0,0.6345269053810763,1.0,1.0,0.0,0.26884779516358465,0.5878787878787879,0.26890896921017404,0.48996425625515533,0.7470588235294118,0.4901326431575542,0.5827848101265822,0.5657142857142857,0.5830050647158131,0.45999999999999996,0.15,0.4592592592592592,0.6306053811659192
1717,0.44,0.28512396694214875,0.0,0.7669533906781356,1.0,1.0,0.0,0.36955903271692747,0.6181818181818182,0.36947791164658633,0.5738245806983777,0.7823529411764706,0.5739242963442251,0.5858227848101266,0.5314285714285715,0.5858187957231289,0.7150000000000001,0.15,0.7148148148148148,1.0
2449,0.26,0.48760330578512395,1.0,0.0018003600720144029,1.0,1.0,0.0,0.6554765291607397,0.7090909090909091,0.6554551539491299,0.6186417376959032,0.5941176470588235,0.6188935619540601,0.5025316455696203,0.6342857142857142,0.5025323579065841,0.38,0.3,0.3796296296296296,0.3716367713004484
4658,0.3,0.371900826446281,1.0,0.7153430686137228,1.0,1.0,0.0,0.8230440967283073,0.44242424242424244,0.8229585006693441,0.4943634863898818,0.5058823529411764,0.4943384018117114,0.47265822784810124,0.5371428571428571,0.47270680922903774,0.32,0.35,0.32037037037037036,1.0
4279,0.48,0.5413223140495868,0.010408326661329063,0.6299259851970395,1.0,1.0,0.0,0.6076813655761024,0.7575757575757576,0.6075970548862115,0.3681605718999175,0.3176470588235294,0.36816564218699455,0.8410126582278481,0.5942857142857143,0.8413055711873945,0.375,0.1,0.3759259259259259,0.14013452914798205
3708,0.26,0.4628099173553719,0.010408326661329063,0.6663332666533307,1.0,1.0,0.0,0.5980085348506401,0.6606060606060606,0.5978915662650602,0.5482540555402805,0.4764705882352941,0.5483662245228081,0.4387341772151899,0.5371428571428571,0.4389420371412493,0.495,0.2,0.4944444444444444,0.3716367713004484
2217,0.08,0.5619834710743802,1.0,0.9257851570314063,1.0,0.0,0.4230769230769231,0.539402560455192,0.2545454545454545,0.5393239625167335,0.4921638713225186,0.8058823529411765,0.4923972824328696,0.4546835443037974,0.72,0.45469893078221724,0.5700000000000001,0.25,0.5703703703703703,0.6306053811659192
2202,0.58,0.45867768595041325,1.0,0.2484496899379876,0.0,0.0,0.3076923076923077,0.5698435277382646,0.43636363636363634,0.5697791164658634,0.5438548254055541,0.5352941176470588,0.5438369459721772,0.3825316455696202,0.5257142857142857,0.3826674169949353,0.52,0.15,0.5203703703703704,1.0
248,0.06,0.384297520661157,0.010408326661329063,0.2882576515303061,1.0,1.0,0.0,0.5172119487908962,0.5151515151515151,0.517235609103079,0.5565026120428925,0.5764705882352941,0.556454221934649,0.6225316455696203,0.5542857142857143,0.6229600450196962,0.45999999999999996,0.1,0.4592592592592592,0.14013452914798205
2404,0.94,0.22727272727272727,0.010408326661329063,0.503500700140028,1.0,1.0,0.0,0.5985775248933144,0.48484848484848486,0.5985609103078984,0.4855650261204289,0.5647058823529412,0.4856033646069233,0.3789873417721519,0.32,0.37929093978615647,0.775,0.2,0.7759259259259259,1.0
1628,1.0,0.5371900826446281,0.0,0.8601720344068814,1.0,1.0,0.0,0.3155049786628734,0.4484848484848485,0.31542838018741637,0.31784437723398407,0.5294117647058824,0.31802005823358137,0.48227848101265824,0.6514285714285715,0.4822734946539111,0.79,0.45,0.7907407407407406,1.0
2174,0.56,0.6570247933884298,0.0,0.7079415883176635,1.0,1.0,0.0,0.3465149359886202,0.5878787878787879,0.34655287817938424,0.24553203189441847,0.5705882352941176,0.24555160142348753,0.38151898734177214,0.5257142857142857,0.38154192459200903,0.515,0.25,0.5148148148148147,1.0
1050,0.46,0.5702479338842975,0.0,0.3218643728745749,1.0,0.0,0.4807692307692308,0.2736842105263158,0.6787878787878788,0.2735943775100402,0.4918889194390982,0.4117647058823529,0.492073762536396,0.4610126582278481,0.48,0.46088913899831174,0.645,0.5,0.6444444444444444,0.6306053811659192
1066,0.32,0.4793388429752066,0.0,0.6007201440288058,1.0,0.0,0.4807692307692308,0.6145092460881935,0.8484848484848485,0.6144578313253012,0.6161671707451196,0.40588235294117647,0.6163054027822711,0.6782278481012658,0.64,0.678671918964547,0.5900000000000001,0.2,0.5907407407407407,0.5723094170403588
1773,0.56,0.35537190082644626,1.0,0.16843368673734746,0.0,0.0,0.7692307692307693,0.6304409672830725,0.47878787878787876,0.6303547523427042,0.4319494088534506,0.43529411764705883,0.4318990617923002,0.5630379746835443,0.7085714285714285,0.5633089476646033,0.575,0.15,0.5759259259259258,1.0
4219,0.14,0.2809917355371901,1.0,0.6335267053410683,1.0,1.0,0.0,0.31778093883357045,0.5212121212121212,0.3177710843373494,0.5155347814132527,0.4,0.5156907149789712,0.4931645569620253,0.7314285714285714,0.4935284186831739,0.58,0.5,0.5796296296296296,0.6306053811659192
4142,0.26,0.19834710743801653,1.0,0.987997599519904,1.0,1.0,0.0,0.2893314366998578,0.4303030303030303,0.2893239625167336,0.613692603794336,0.6,0.613717243610482,0.4610126582278481,0.64,0.46088913899831174,0.365,0.15,0.36481481481481476,0.3716367713004484
2630,0.64,0.6074380165289256,0.010408326661329063,0.21944388877775556,1.0,1.0,0.0,0.43698435277382647,0.896969696969697,0.4369143239625167,0.7206488864448722,0.5117647058823529,0.7208023293432546,0.5708860759493671,0.5657142857142857,0.5711873944850873,0.49000000000000005,0.15,0.4907407407407407,0.6306053811659192
476,0.88,0.2024793388429752,0.0,0.8287657531506302,1.0,1.0,0.0,0.7342816500711238,0.6424242424242425,0.7342704149933066,0.44377233984052794,0.6235294117647059,0.44386929796182467,0.569873417721519,0.6285714285714286,0.570061902082161,0.585,0.25,0.5851851851851851,1.0
2827,0.02,0.36363636363636365,0.0,0.20444088817763553,1.0,1.0,0.0,0.36756756756756753,0.4303030303030303,0.3674698795180723,0.5886719824030795,0.4,0.5888062115820123,0.5440506329113924,0.5714285714285714,0.5441755768148565,0.515,0.2,0.5148148148148147,0.052690582959641255
2387,0.44,0.44214876033057854,0.010408326661329063,0.5289057811562312,1.0,0.0,0.6153846153846154,0.5960170697012802,0.6545454545454545,0.5960508701472557,0.30134726422875996,0.3764705882352941,0.3015205435134261,0.480253164556962,0.8285714285714286,0.4805852560495216,0.45499999999999996,0.3,0.4555555555555555,0.017937219730941704
1414,0.9,0.7479338842975206,1.0,0.6709341868373675,1.0,1.0,0.0,0.5009957325746799,0.5454545454545454,0.501004016064257,0.4808908441022821,0.6235294117647059,0.4810740860562924,0.5941772151898734,0.7657142857142857,0.594259988745076,0.485,0.2,0.48518518518518516,1.0
3927,0.3,0.128099173553719,1.0,0.14622924584916983,1.0,1.0,0.0,0.29473684210526313,0.4727272727272727,0.29467871485943775,0.6557602419576575,0.6764705882352942,0.6557748301520543,0.4731645569620253,0.4,0.47326955543050087,0.55,0.2,0.55,0.6306053811659192
2557,0.84,0.49173553719008267,1.0,0.8963792758551711,1.0,1.0,0.0,0.5283072546230441,0.806060606060606,0.5282797858099063,0.6464118779213638,0.8764705882352941,0.646392753154319,0.6491139240506328,0.44571428571428573,0.6494091164884637,0.845,0.3,0.8444444444444443,0.5723094170403588
2878,0.04,0.7603305785123967,1.0,0.27085417083416685,1.0,0.0,0.36538461538461536,0.4475106685633002,0.7454545454545455,0.44745649263721554,0.7085510035743745,0.5529411764705883,0.7085085732772565,0.48202531645569624,0.6114285714285714,0.4822734946539111,0.48,0.3,0.4796296296296296,0.5723094170403588
1735,0.1,0.48760330578512395,0.010408326661329063,0.42948589717943586,1.0,1.0,0.0,0.35362731152204835,0.4121212121212121,0.3535809906291834,0.5694253505636514,0.5176470588235295,0.5693950177935944,0.3984810126582279,0.5314285714285715,0.3984243106359032,0.74,0.05,0.7407407407407407,0.5723094170403588
1481,0.4,0.5289256198347108,1.0,0.44968993798759754,1.0,0.0,0.6538461538461539,0.5817923186344239,0.47878787878787876,0.5818273092369478,0.3651361011822931,0.6647058823529411,0.36525396311873176,0.4812658227848101,0.6685714285714286,0.48114800225098486,0.74,0.45,0.7407407407407407,0.6306053811659192
1985,0.52,0.4132231404958678,0.010408326661329063,0.3642728545709142,1.0,0.0,0.3076923076923077,0.3382645803698435,0.6787878787878788,0.338186077643909,0.6277151498487765,0.5705882352941176,0.6279521190553219,0.45594936708860756,0.6342857142857142,0.4558244231851435,0.41,0.25,0.4092592592592592,0.6306053811659192
1267,0.3,0.3512396694214876,1.0,0.3966793358671734,1.0,1.0,0.0,0.47283072546230437,0.6787878787878788,0.47272423025435073,0.7019521583722849,0.4764705882352941,0.7020381753477839,0.5774683544303797,0.5542857142857143,0.5773776027011818,0.27,0.35,0.27037037037037037,1.0
4985,0.54,0.4834710743801653,0.0,0.1794358871774355,1.0,0.0,0.5961538461538461,0.6446657183499288,0.6,0.6445783132530121,0.453395655760242,0.8,0.45357489485603364,0.47924050632911397,0.6857142857142857,0.47945976364659537,0.51,0.25,0.5092592592592592,0.3716367713004484
4412,0.28,0.28512396694214875,0.010408326661329063,0.7987597519503901,1.0,1.0,0.0,0.5021337126600285,0.5151515151515151,0.5021753681392236,0.32774264503711853,0.5470588235294118,0.3277256551277904,0.5764556962025316,0.5142857142857142,0.5768148564997186,0.43499999999999994,0.25,0.4351851851851852,1.0
355,0.42,0.12396694214876033,1.0,0.46109221844368875,1.0,1.0,0.0,0.4725462304409673,0.6363636363636364,0.4725568942436412,0.21803684355237835,0.5470588235294118,0.21805241022322874,0.541012658227848,0.56,0.5413618458075408,0.635,0.1,0.6351851851851852,1.0
1976,0.66,0.7272727272727273,1.0,0.9393878775755151,1.0,0.0,0.5192307692307693,0.6549075391180654,0.6424242424242425,0.6547858099062919,0.5391806433874072,0.4588235294117647,0.5393076674215465,0.5453164556962026,0.6171428571428571,0.5453010692177828,0.52,0.1,0.5203703703703704,1.0
1693,0.72,0.5041322314049587,1.0,0.6851370274054811,1.0,0.0,0.5192307692307693,0.5652916073968706,0.7696969696969697,0.5652610441767069,0.6846301897167996,0.6176470588235294,0.6848916208346814,0.4384810126582278,0.7085714285714285,0.43837929093978617,0.625,0.25,0.6259259259259259,1.0
4454,0.22,0.6942148760330579,0.010408326661329063,0.4402880576115223,1.0,1.0,0.0,0.6847795163584637,0.7212121212121212,0.6847389558232932,0.3879571075061864,0.6,0.38790035587188615,0.3053164556962025,0.32,0.3055711873944851,0.385,0.1,0.3851851851851852,0.6306053811659192
2814,0.6,0.5991735537190083,0.0,0.1858371674334867,1.0,1.0,0.0,0.32887624466571835,0.4666666666666667,0.3288152610441767,0.5872972229859774,0.5882352941176471,0.5875121319961177,0.5529113924050633,0.4114285714285714,0.5531795160382668,0.5349999999999999,0.3,0.5351851851851852,1.0
2165,0.48,0.6570247933884298,1.0,0.20784156831366274,1.0,1.0,0.0,0.4870554765291607,0.6242424242424243,0.4869477911646587,0.6695078361286775,0.711764705882353,0.6696861857004206,0.4511392405063291,0.5257142857142857,0.45132245357343836,0.65,0.15,0.6499999999999999,0.6306053811659192
4686,0.46,0.5330578512396694,1.0,0.4540908181636327,1.0,1.0,0.0,0.5817923186344239,0.5333333333333333,0.5818273092369478,0.49051416002199616,0.5,0.49045616305402784,0.5812658227848101,0.44571428571428573,0.5813168261114238,0.63,0.4,0.6296296296296295,0.5723094170403588
2065,0.62,0.4628099173553719,1.0,0.7317463492698539,1.0,1.0,0.0,0.5291607396870555,0.3333333333333333,0.5291164658634538,0.652735771240033,0.6176470588235294,0.6528631510837917,0.37493670886075947,0.4742857142857143,0.37478897017445134,0.61,0.3,0.6092592592592593,1.0
1729,0.5,0.45454545454545453,1.0,0.8119623924784957,1.0,0.0,0.6923076923076923,0.27539118065433854,0.7454545454545455,0.27543507362784475,0.46906791311520485,0.6176470588235294,0.469103849886768,0.42025316455696204,0.4857142857142857,0.42037141249296567,0.67,0.2,0.6703703703703704,0.6306053811659192
3914,0.02,0.7024793388429752,0.0,0.22484496899379877,1.0,1.0,0.0,0.6301564722617354,0.6242424242424243,0.6301874163319946,0.3010723123453396,0.3411764705882353,0.30119702361695244,0.34075949367088604,0.6571428571428571,0.3410241980866629,0.58,0.2,0.5796296296296296,1.0
4510,0.82,0.39669421487603307,1.0,0.5427085417083417,1.0,1.0,0.0,0.6975817923186344,0.6606060606060606,0.6974564926372155,0.45504536706076437,0.8941176470588236,0.4551924943384018,0.4030379746835443,0.5485714285714286,0.40292628024760835,0.45499999999999996,0.4,0.4555555555555555,1.0
2503,0.3,0.6900826446280992,1.0,0.5869173834766953,1.0,1.0,0.0,0.5211948790896159,0.793939393939394,0.5210843373493976,0.4927137750893594,0.4294117647058823,0.4927208023293433,0.7412658227848101,0.5714285714285714,0.7416994935284187,0.495,0.25,0.4944444444444444,0.6306053811659192
4393,0.78,0.16942148760330578,1.0,0.3884776955391078,1.0,1.0,0.0,0.7143669985775248,0.4909090909090909,0.7143574297188755,0.4902392081385758,0.6235294117647059,0.49045616305402784,0.4673417721518987,0.5142857142857142,0.4676420934158695,0.635,0.25,0.6351851851851852,0.5723094170403588
306,0.92,0.4628099173553719,1.0,0.9667933586717343,1.0,1.0,0.0,0.7741109530583216,0.6727272727272727,0.7740963855421686,0.7382458069837778,0.6941176470588235,0.7382724037528308,0.5412658227848102,0.6,0.5413618458075408,0.425,0.5,0.4259259259259259,1.0
4042,0.32,0.4669421487603306,1.0,0.5703140628125625,1.0,1.0,0.0,0.5951635846372688,0.7696969696969697,0.5950468540829987,0.4544954632939236,0.5470588235294118,0.4545454545454546,0.49822784810126586,0.56,0.4985931344963421,0.53,0.4,0.5296296296296296,0.3716367713004484
4020,0.38,0.5413223140495868,1.0,0.3120624124824965,1.0,1.0,0.0,0.39459459459459456,0.6121212121212121,0.394578313253012,0.7080010998075337,0.5,0.708185053380783,0.4192405063291139,0.5257142857142857,0.4192459200900394,0.39,0.05,0.39074074074074067,0.6306053811659192
4809,0.06,0.5165289256198347,1.0,0.9519903980796159,1.0,1.0,0.0,0.8079658605974396,0.5575757575757576,0.8078982597054887,0.5490789111905416,0.4588235294117647,0.5490132643157554,0.5149367088607595,0.8057142857142857,0.5149127743387732,0.32999999999999996,0.1,0.3296296296296296,1.0
4244,0.38,0.24793388429752067,1.0,0.739747949589918,1.0,0.0,0.5384615384615384,0.6825035561877667,0.6666666666666666,0.6823962516733602,0.6018696728072588,0.5117647058823529,0.6020705273374313,0.42025316455696204,0.26285714285714284,0.42037141249296567,0.605,0.2,0.6055555555555555,1.0
2403,0.98,0.08264462809917356,1.0,0.04960992198439688,1.0,1.0,0.0,0.26145092460881936,0.6606060606060606,0.2613788487282463,0.5455045367060765,0.6529411764705882,0.5454545454545454,0.43468354430379746,0.7142857142857143,0.43500281373100735,0.65,0.35,0.6499999999999999,0.6306053811659192
3259,0.54,0.5206611570247934,0.0,0.16523304660932187,1.0,1.0,0.0,0.3837837837837838,0.47878787878787876,0.38370147255689424,0.6090184217761891,0.6705882352941176,0.6091879650598512,0.2881012658227848,0.6742857142857143,0.28812605514912776,0.75,0.1,0.7499999999999999,1.0
3118,0.56,0.5371900826446281,0.010408326661329063,0.6927385477095419,1.0,0.0,0.6346153846153846,0.5038406827880512,0.6060606060606061,0.5038487282463187,0.5334066538355788,0.5,0.533484309285021,0.6415189873417722,0.7085714285714285,0.6415306696679798,0.26,0.25,0.25925925925925924,1.0
3434,0.22,0.16115702479338842,1.0,0.839367873574715,0.0,0.0,0.40384615384615385,0.4193456614509246,0.7090909090909091,0.41934404283801874,0.722573549628815,0.6470588235294118,0.7227434487220964,0.5113924050632911,0.5542857142857143,0.5115362971299944,0.545,0.25,0.5444444444444444,0.5723094170403588
454,0.7,0.39669421487603307,0.010408326661329063,0.8199639927985597,1.0,1.0,0.0,0.7294452347083925,0.7575757575757576,0.729417670682731,0.7530932086884795,0.5882352941176471,0.7531543189906179,0.5637974683544303,0.5771428571428572,0.5638716938660664,0.5549999999999999,0.05,0.5555555555555555,1.0
3110,0.68,0.12396694214876033,0.010408326661329063,0.7763552710542109,1.0,0.0,0.5384615384615384,0.48876244665718355,0.703030303030303,0.4887884872824632,0.6618091833929063,0.7352941176470589,0.6619217081850534,0.6215189873417721,0.45714285714285713,0.6218345526167699,0.53,0.35,0.5296296296296296,1.0
313,0.38,0.2975206611570248,0.010408326661329063,0.34886977395479096,1.0,1.0,0.0,0.2677098150782361,0.8242424242424242,0.2677376171352075,0.7706901292273852,0.7176470588235294,0.7709479132966677,0.5189873417721519,0.44,0.5194147439504784,0.49000000000000005,0.2,0.4907407407407407,0.5723094170403588
2502,0.14,0.47107438016528924,0.010408326661329063,0.6877375475095019,1.0,1.0,0.0,0.5083926031294452,0.6909090909090909,0.5083668005354752,0.7451196040692879,0.5647058823529412,0.7453898414752507,0.6225316455696203,0.5371428571428571,0.6229600450196962,0.82,0.25,0.8203703703703703,0.6306053811659192
4504,0.02,0.5041322314049587,1.0,0.8367673534706941,1.0,1.0,0.0,0.37724039829302985,0.6060606060606061,0.37717536813922353,0.5466043442397581,0.6,0.54674862504044,0.4275949367088608,0.6,0.4276871131119865,0.0,0.0,0.0,1.0
4561,0.46,0.5413223140495868,0.0,0.4992998599719944,1.0,0.0,0.6346153846153846,0.4492176386913229,0.509090909090909,0.4491298527443106,0.450646136926038,0.6411764705882353,0.4506632157877709,0.5453164556962026,0.49714285714285716,0.5453010692177828,0.575,0.15,0.5759259259259258,0.3716367713004484
3868,0.04,0.3677685950413223,0.010408326661329063,0.11882376475295059,1.0,1.0,0.0,0.6685633001422475,0.4666666666666667,0.6685073627844713,0.7349463843827331,0.5529411764705883,0.7350372047880944,0.5622784810126582,0.68,0.562183455261677,0.265,0.2,0.2648148148148148,0.3716367713004484
1845,0.54,0.32644628099173556,1.0,0.9855971194238847,0.0,1.0,0.0,0.5379800853485064,0.7393939393939394,0.5379852744310576,0.613692603794336,0.5411764705882353,0.613717243610482,0.6810126582278481,0.6628571428571428,0.6814856499718627,0.6950000000000001,0.15,0.6944444444444444,0.6306053811659192
