,class
2849,0
1332,1
3748,0
2249,0
4428,0
1488,1
2886,0
633,1
2940,0
3003,0
3137,0
4032,0
727,1
3791,0
447,1
2674,0
4000,0
227,1
598,1
3585,0
35,1
1681,1
899,1
864,1
1415,1
554,1
470,1
3093,0
3403,0
2003,0
2762,0
2012,0
921,1
565,1
2142,0
79,1
861,1
1476,1
1698,1
3696,0
4332,0
3049,0
1075,1
399,1
2091,0
3044,0
4103,0
3552,0
2015,0
279,1
2880,0
3613,0
1777,1
2367,0
903,1
723,1
401,1
3884,0
1113,1
1387,1
1594,1
989,1
4330,0
296,1
2859,0
4158,0
4058,0
1864,0
1906,0
3455,0
33,1
534,1
1916,0
345,1
3996,0
1875,0
3865,0
4036,0
2174,0
1778,1
4502,0
2714,0
4557,0
2610,0
194,1
4340,0
1051,1
1242,1
506,1
3269,0
4415,0
1447,1
604,1
1979,0
1758,1
2244,0
767,1
3614,0
2868,0
1781,1
3053,0
2774,0
2129,0
4113,0
3967,0
1645,1
1601,1
2246,0
1485,1
3595,0
2201,0
2292,0
3370,0
1257,1
1483,1
2189,0
4034,0
4426,0
1518,1
4517,0
2471,0
579,1
3320,0
355,1
4073,0
2243,0
4570,0
1135,1
2041,0
4335,0
623,1
4016,0
3184,0
3986,0
3598,0
974,1
442,1
2618,0
4081,0
2743,0
2677,0
3418,0
1382,1
2810,0
1704,1
2158,0
3099,0
2016,0
4,1
3580,0
2436,0
234,1
4384,0
1273,1
722,1
1576,1
3897,0
4522,0
340,1
2011,0
4358,0
4444,0
4472,0
689,1
335,1
2659,0
3919,0
626,1
3265,0
2664,0
4260,0
4351,0
3454,0
3605,0
2841,0
2993,0
2621,0
963,1
3703,0
1636,1
3345,0
3908,0
464,1
3671,0
3879,0
102,1
1363,1
562,1
934,1
333,1
4499,0
1120,1
2232,0
1419,1
420,1
553,1
1752,1
30,1
3815,0
379,1
2613,0
1540,1
4121,0
4554,0
2689,0
2960,0
3234,0
1948,0
2966,0
1230,1
1967,0
2134,0
1451,1
1219,1
391,1
119,1
1464,1
811,1
3229,0
1237,1
984,1
2070,0
475,1
375,1
1937,0
1932,0
716,1
3881,0
3505,0
4157,0
3085,0
2755,0
4101,0
69,1
3308,0
1156,1
3148,0
2846,0
672,1
224,1
3289,0
2575,0
393,1
810,1
3838,0
1490,1
2681,0
1018,1
1909,0
3601,0
2325,0
1836,0
2127,0
4251,0
2894,0
1747,1
1493,1
587,1
1110,1
84,1
2392,0
2766,0
3958,0
620,1
4288,0
11,1
2066,0
4131,0
1568,1
3238,0
1738,1
607,1
1351,1
2118,0
3211,0
764,1
563,1
1749,1
3550,0
3797,0
885,1
663,1
1073,1
507,1
3687,0
4530,0
2616,0
1962,0
1264,1
1107,1
958,1
2941,0
3141,0
968,1
4238,0
2465,0
473,1
159,1
