,state
4609,1
13917,1
857,0
4219,1
1522,0
7085,1
9201,1
6309,1
1182,1
10690,1
4659,1
9677,0
7292,1
2724,0
6372,1
14011,1
1032,0
10601,1
4577,1
2198,1
7368,1
700,1
730,1
7705,1
2960,1
10583,1
2827,1
8324,0
9304,1
11227,0
11986,1
2491,0
12619,1
7075,0
2743,0
808,1
6138,1
11943,1
4262,1
11201,1
7792,1
3300,0
7201,0
1137,1
1561,0
14941,1
9817,0
11739,0
7002,1
11443,0
4455,1
1482,0
4128,1
13713,1
3268,1
10627,0
5105,0
7544,1
6233,1
8368,1
12209,1
12363,1
322,1
11805,0
11486,0
1791,0
5535,1
10337,1
14772,0
14072,1
9191,0
6097,1
9961,1
9385,1
11049,1
13817,1
1361,1
8226,0
7480,0
3525,0
14663,1
11561,1
12404,1
11941,1
7081,0
11886,1
12419,1
12063,1
7916,0
9414,0
7674,1
13559,0
8246,1
11981,1
591,0
3051,0
14955,0
14468,0
14935,1
12917,1
1073,0
10745,1
3176,1
3766,1
12275,1
5676,1
4788,1
11816,0
12157,1
7449,0
9013,1
9300,1
6222,1
15482,0
625,1
8459,1
7363,1
4725,1
4256,1
13083,0
1152,0
563,0
11612,1
403,1
10125,1
6155,0
2876,1
3088,1
352,0
747,1
15415,0
11235,1
4325,1
10917,1
537,0
12248,1
7216,1
12393,0
11006,1
1976,1
4452,0
3816,1
6090,0
10210,1
13069,1
11402,1
9077,0
2975,1
9556,1
793,1
1866,0
3722,1
13082,1
9017,0
15355,1
4450,0
4362,0
2730,1
13571,0
6542,0
14728,1
14569,0
2540,0
3230,1
7538,0
6880,0
12788,1
4356,1
5343,1
7326,1
12191,0
14049,1
5993,1
13572,0
8017,1
978,1
6607,0
2557,1
3877,1
4304,1
6771,0
5463,1
11582,1
10196,1
8365,1
6619,0
764,1
12137,0
9306,1
6076,1
12185,0
4760,1
10531,1
10683,1
11461,1
1176,1
12103,1
15392,0
10414,1
5747,1
760,0
1199,0
5462,1
9571,0
12258,1
2999,1
13217,1
2096,1
2452,1
11749,0
15510,1
15130,1
4138,1
13200,0
5376,0
224,1
9167,0
3812,1
2164,0
9079,1
10789,0
13853,0
8015,1
4566,1
1469,0
13466,0
4102,1
2328,1
4696,0
9850,0
9329,0
1166,0
10694,0
1080,0
12104,1
10427,1
1635,0
11114,1
651,1
2176,0
5356,1
8836,1
9878,1
1397,1
12139,0
7663,1
13280,0
8461,1
3443,0
14976,0
3748,1
11333,1
8555,0
12942,1
1771,1
3828,0
3637,1
1695,1
14567,0
11052,1
9315,1
11605,1
13874,1
5117,1
6333,1
1528,1
12205,1
11250,1
10132,0
5038,0
8029,1
4308,1
1500,0
9196,1
9032,0
15085,0
6111,1
1769,1
14901,0
5095,1
13377,1
6234,0
8819,1
15328,1
4810,1
2080,1
14470,1
4786,1
8645,1
6324,1
14744,0
14462,1
13732,1
1079,1
1694,0
12628,1
2524,0
13729,0
1903,0
4535,0
14305,1
9035,0
11444,1
8288,1
7340,1
12639,0
11932,1
3253,0
11354,1
9887,0
14045,0
670,0
10560,0
12530,1
12839,1
5458,1
6788,1
12449,1
10661,1
3108,1
13581,0
7294,1
6020,1
368,0
3746,1
6731,0
10136,0
7985,0
6465,1
14203,0
9882,1
6315,1
12637,1
1641,1
4645,1
11177,1
6993,1
9525,0
14691,1
4314,1
10838,1
14813,1
10566,1
11215,1
5344,0
13570,0
5565,1
1990,1
15160,0
1070,0
12365,0
4135,1
4749,0
5330,1
9152,1
4352,0
2704,1
13565,0
763,1
8666,1
8369,0
3591,1
11472,0
13048,1
9126,1
12490,0
831,1
2230,1
4018,1
2926,1
4170,0
10910,1
2850,1
12187,1
5545,1
6044,1
13218,1
8338,1
11530,1
10628,1
12797,1
5854,1
9930,0
12315,1
4966,0
10479,1
3484,1
13312,0
14494,1
6078,1
13533,1
3540,1
10046,1
8903,1
11156,1
4720,0
6270,1
1096,1
7640,1
14432,0
10533,1
7503,0
462,1
11403,1
7072,0
2952,1
12830,1
1206,1
7724,1
14920,1
1150,1
650,0
2810,1
12451,1
12415,1
2573,1
5986,1
10124,1
5261,1
12518,1
7404,1
2341,1
2740,1
8579,0
14703,1
11338,1
2852,1
2009,0
7898,1
8301,1
10119,1
7456,0
4340,0
6319,1
13562,1
4922,1
12425,1
3607,1
14089,1
9075,0
4506,1
12036,1
6981,0
2505,1
11979,1
2614,1
6697,1
4129,1
12170,1
4992,0
8973,1
995,0
5159,1
13800,1
6122,0
11121,1
8101,1
12739,1
4268,0
11419,1
10345,1
6238,0
9240,1
9514,1
14177,0
9221,1
13867,0
14118,1
14181,1
6437,0
9824,1
838,0
6698,1
8860,1
3347,0
3403,1
4765,1
2901,0
13350,1
2127,1
2356,1
4377,1
11153,1
12228,1
10693,1
4746,1
249,1
8117,1
10622,1
11161,1
3428,0
9828,1
7614,1
9768,1
8792,0
13780,1
7254,1
6006,0
6650,1
14926,1
2172,1
4326,1
13199,0
2447,0
6873,1
13526,0
674,0
146,1
1207,1
5818,1
3326,1
1754,1
2984,1
14709,1
14163,0
14401,1
5042,1
1913,0
5247,0
15093,0
15254,1
4078,1
9129,1
14656,1
10923,0
13448,0
11407,1
4275,0
2170,0
14912,0
6960,1
4175,1
8318,1
3632,1
13417,0
14924,1
10256,1
2500,0
10711,1
14486,1
12190,1
1352,0
6228,0
4295,0
14183,0
2784,1
4318,0
6202,1
15121,0
420,1
14686,1
3234,1
8079,1
5403,1
11937,0
8387,1
12436,1
5627,1
14890,0
9263,1
11329,1
10618,1
752,1
12569,1
5069,0
15008,1
14909,1
9756,1
11015,1
2191,0
3960,0
11469,1
1783,1
13981,1
10920,1
13544,1
590,0
15103,1
9626,1
10821,1
8808,0
5050,1
10820,1
8641,1
11399,1
11290,0
13539,1
11054,1
5371,0
1464,0
1389,1
10981,0
7253,1
8399,1
13985,1
11920,1
8274,1
11217,1
15149,1
2729,1
14861,1
3563,1
13701,0
13026,1
12304,1
10483,1
13246,0
5594,1
9299,1
1508,0
10826,1
13039,0
7056,1
8097,1
10967,1
8092,1
4578,1
8838,1
5453,1
12595,1
14726,1
12492,0
8244,1
11191,1
14221,1
13965,0
2229,0
7429,1
4624,0
13560,1
6424,1
969,0
12479,1
3373,1
11852,0
363,1
7222,1
9207,1
5589,1
7243,0
5586,0
7752,1
4029,1
2021,1
13011,1
11909,1
7195,1
3926,1
14823,0
7774,0
8434,0
12714,1
2479,1
4533,1
3278,1
5411,1
4286,1
6148,1
5345,1
15052,0
10245,1
9474,1
6856,1
5697,0
1981,1
1920,1
11812,0
10204,1
2038,1
1895,0
10055,1
14667,1
3000,1
10114,0
6175,1
14353,1
476,1
1377,1
2017,1
9531,1
283,1
4854,1
8002,1
6038,1
8685,1
15260,1
3677,0
8540,1
2385,1
9741,1
6477,1
10958,1
2457,1
6590,1
5732,1
10500,1
13333,1
10403,1
11870,0
6581,1
4512,1
14107,1
7717,0
7893,1
2436,0
14338,0
13812,0
398,1
12153,0
8882,1
4306,0
6804,1
2400,1
6334,1
7849,0
2970,0
9336,1
2502,0
5919,1
7013,1
14404,1
14125,0
126,1
6617,0
11527,1
14280,1
14560,1
3342,0
7536,1
5666,1
7789,1
9761,1
3196,1
9334,1
4971,0
1542,1
4487,0
5090,0
13584,0
1135,1
12331,1
6295,1
4334,1
11726,0
775,0
12502,1
8815,1
13067,1
5433,1
12317,1
12239,1
976,0
15285,1
10078,0
5408,1
3329,1
4231,0
658,0
10367,1
9712,1
5171,1
9834,1
1241,0
3527,1
14514,0
6980,0
11222,1
683,1
761,0
2246,0
11783,0
2022,1
3178,1
5866,0
10562,1
6784,1
13761,1
8238,1
11838,0
13208,1
2337,1
14536,0
1467,0
5944,1
11736,0
10911,1
12257,0
15396,0
8185,0
2915,1
8126,1
9783,0
4542,1
10439,1
12998,1
6711,1
14111,1
99,1
13683,1
10240,1
10602,1
10015,1
9871,0
1287,0
4846,1
12061,1
12437,1
8521,1
14535,0
6048,1
11536,1
10931,1
10930,1
15513,1
13361,1
1628,1
9130,0
5806,1
11109,1
1257,1
4511,1
507,1
13901,0
13552,0
1739,0
1507,0
15094,1
6894,1
4431,1
4197,1
7009,0
12770,1
659,0
13233,1
4276,1
11670,0
6552,0
10760,1
13076,1
4147,0
1630,1
14549,0
4661,1
6380,1
6995,0
4050,0
9402,1
6921,0
895,0
12682,1
6647,0
10648,1
1326,1
11097,1
7965,1
4319,1
8823,1
12801,1
699,1
14885,0
8771,1
2716,0
11377,1
13543,1
5759,0
11529,0
5456,1
11594,1
7043,0
8213,1
272,1
8505,1
4107,1
6283,0
11231,0
7353,1
10643,1
1231,1
12480,1
11101,1
1494,0
885,0
9500,0
13173,1
13646,1
5620,1
13298,0
9659,0
14925,1
348,1
9014,0
10596,1
4159,1
13789,0
3634,1
6512,0
3658,1
1555,1
4031,1
1120,0
8167,1
5790,0
3832,1
9978,1
10014,1
5277,1
9422,1
11516,1
1480,0
13716,1
1847,1
7019,0
14251,1
8704,0
12806,1
8625,1
3030,0
14304,1
14676,0
7173,1
13734,1
9285,1
125,1
9775,1
1498,0
8032,1
1607,0
7400,1
14528,0
6705,1
2295,0
2643,1
1472,0
13920,1
3800,1
8299,1
8193,0
1360,1
8441,1
5278,1
13115,0
899,1
13151,1
5564,1
12338,1
6365,1
4582,1
4927,1
3849,1
9647,0
13025,1
6562,1
13080,1
3737,1
1932,1
9540,1
12423,1
3067,1
13394,1
7333,1
7743,1
1503,0
14138,0
4774,0
1499,0
10329,1
4934,1
1547,0
11876,0
13528,0
13727,0
9703,1
6523,0
6383,1
12715,1
8776,0
4585,1
13504,1
4861,1
14051,1
4914,1
6776,0
10166,0
11315,1
5978,1
7344,1
7636,1
7610,1
9599,0
10261,1
6616,0
5894,1
1105,0
15350,1
6662,0
9825,1
3713,0
8050,1
9058,1
15000,0
9547,0
9111,0
15155,1
9562,1
1828,1
13852,0
4,0
12741,0
11209,0
2377,0
14544,1
12624,1
5385,1
6878,0
12828,1
12707,1
4106,0
4526,1
14903,1
7892,1
3570,0
7281,1
10088,1
4559,1
1225,1
9738,1
15069,1
9499,0
8151,0
9964,0
15384,1
13814,1
8162,1
5293,1
15140,1
3640,0
15516,1
8908,1
5517,0
219,1
310,0
4973,1
10914,0
11477,1
6499,0
8925,1
3399,0
7624,1
13900,1
1501,0
3239,0
9276,1
5323,1
14178,0
7500,0
11864,0
13578,0
226,0
6882,1
14284,0
15239,1
5770,1
12812,1
10016,1
6521,1
11638,1
10436,0
8160,1
1760,1
4593,1
7797,1
11221,1
11832,1
8417,0
15294,1
321,1
4947,1
13196,1
11897,0
1282,1
6265,1
15487,0
14460,1
12048,1
13126,1
11938,1
12807,1
5237,1
8726,1
11708,0
677,0
10539,1
10410,1
13522,1
10163,0
2536,0
14091,1
3110,0
447,0
8859,1
5825,1
2407,0
1061,0
14736,0
8628,1
1044,0
14702,1
9921,0
10938,1
8270,1
6584,0
5555,1
14128,0
2564,1
7469,0
5644,1
7224,0
9046,0
528,0
8104,1
7582,0
4498,1
10226,1
2677,1
4906,0
1797,1
7020,0
2388,0
10766,1
14053,0
1366,1
430,0
7670,1
551,0
14491,0
12526,1
9248,1
11978,1
8168,1
11330,1
509,1
3434,1
7746,1
7356,0
12850,1
13748,0
2644,0
8564,1
14649,1
3319,0
9759,0
5891,1
8144,1
13474,0
5917,1
8858,1
10706,1
4994,0
3510,0
10356,0
9560,1
7444,0
7703,0
15101,0
8462,0
11699,1
7475,1
13699,0
11053,1
6170,1
14418,0
2450,0
13235,1
13783,1
12272,1
1227,1
10094,1
3718,1
11537,1
1415,1
13178,1
9089,1
13973,1
15378,1
10458,0
9903,1
475,1
6761,1
2464,1
4923,1
2495,1
7711,1
13260,0
10399,1
6794,0
2604,1
12452,1
7842,0
1348,0
5635,1
1822,1
6772,0
12955,1
7885,1
2311,1
14436,0
9121,0
12923,0
5270,0
8745,0
15286,1
10532,1
3263,1
207,1
12855,1
2725,1
12925,0
376,0
4080,1
9025,0
1047,0
2233,0
2641,1
9706,1
9710,0
9576,0
5703,1
4414,0
8561,0
5707,1
405,1
8952,1
4440,0
7729,1
3136,0
7654,1
13502,1
3961,0
14467,1
1545,0
6651,1
13124,1
10645,1
12328,1
10348,1
6987,0
13354,1
1334,1
14194,0
14548,1
11842,0
9992,0
8762,1
14584,1
2607,1
11426,1
4012,1
13864,0
4960,0
7888,1
9148,1
7223,1
2651,0
5031,1
12320,1
11159,1
11349,1
10386,1
14902,0
10264,1
8411,0
3260,0
3107,1
2166,1
14116,1
3213,1
1813,0
1283,1
2828,1
6522,1
117,1
11548,0
3532,0
5731,1
570,1
4740,1
9373,1
14335,1
1725,0
10453,1
7189,1
2175,1
15009,0
11104,1
10218,1
15048,1
6408,0
11226,1
5189,0
12345,1
10836,1
223,1
13819,1
10305,1
8770,1
10331,1
6808,1
8597,1
9604,0
8022,1
7036,1
1757,1
3236,0
12971,0
8889,1
1270,1
5215,1
4756,1
14561,0
8125,1
6027,1
8862,1
12127,0
13618,0
2209,1
5950,0
10406,1
3916,0
1234,0
384,1
12524,1
9231,1
43,1
15005,0
8245,0
10486,0
3388,1
163,1
1716,1
12349,0
7267,0
4804,1
10117,0
12230,1
6150,1
8123,1
14224,0
13740,1
13883,0
9555,1
2202,1
7319,1
2657,0
3449,0
5254,1
8828,1
4651,1
5164,1
1676,0
14897,1
6661,1
3200,1
7300,1
6364,1
4316,1
15457,1
7783,1
13602,1
7623,1
7324,1
2634,1
2277,1
14499,1
12927,0
1770,1
11465,1
9081,1
9600,0
13459,1
4660,1
6322,1
3055,0
11270,1
9052,1
1646,0
11768,0
13573,0
555,1
7730,0
14869,1
7212,1
11727,0
4285,1
13944,0
8744,0
12614,1
12967,1
8650,0
13612,0
5724,1
4989,0
8623,1
3059,1
2900,0
613,0
516,1
4364,1
5260,1
1223,0
932,1
4769,1
3853,1
132,1
4421,0
13269,1
14400,1
3511,1
4027,1
10048,1
11780,0
11057,0
8456,1
2985,1
3005,1
11256,1
12359,1
11523,0
6723,0
11930,1
2518,1
6007,1
2365,1
14860,0
110,1
14986,0
2118,1
3505,1
11264,1
2823,0
1531,0
491,0
4575,1
3386,0
769,1
3771,0
6118,1
6780,1
9998,1
4881,0
6114,1
8911,1
7658,1
2968,1
8850,0
11946,1
5712,1
4381,1
12549,1
5723,1
2223,1
12642,0
3199,1
9342,0
12144,1
3993,1
6080,1
5591,0
2253,0
15521,1
987,1
1595,1
10208,1
6431,1
7365,0
2993,1
3255,1
11446,1
9569,0
6481,0
5997,0
13593,0
1346,1
439,0
915,1
7946,1
13119,0
6107,1
15115,0
4169,1
14395,1
4048,1
8772,1
3903,1
8621,1
4907,0
13705,0
9610,1
11254,1
6128,1
10304,1
3597,1
13585,1
184,0
9839,1
11182,1
875,0
13305,1
11975,1
4281,1
11874,1
10909,1
12432,1
14312,1
2167,1
11923,1
12068,0
7657,0
14880,0
14585,1
14795,1
6373,1
10758,1
8255,1
14887,0
8231,1
8351,1
9823,1
13330,0
3504,1
11592,0
9407,0
4460,0
13113,1
4517,1
7901,0
14651,0
984,1
2125,1
4829,1
11992,1
3387,1
12560,1
7561,1
1296,0
2672,0
4184,0
6519,0
14255,1
15390,0
4643,1
13036,1
8629,1
13369,1
4949,1
6757,0
1246,1
15485,0
12336,1
10067,0
13186,0
12081,1
2596,1
5551,1
7642,1
11924,1
11782,0
11028,1
2049,1
12734,1
11804,0
3101,1
13831,0
14165,0
11112,1
4844,0
4430,1
6629,0
1755,1
2486,1
12031,1
15432,0
9308,1
1863,1
906,0
14867,1
13580,0
8439,1
6495,1
349,1
8783,1
4712,1
14169,0
2720,1
13820,1
2976,1
7570,1
949,1
1808,1
9928,0
8384,0
7532,1
9651,0
5194,1
9733,1
5302,0
9902,1
12857,1
4913,1
4928,1
8730,0
3463,0
8752,0
5887,1
12929,0
13764,1
7011,0
8947,1
11479,1
4109,1
13842,1
2834,1
8354,1
10853,0
13599,0
13116,0
15491,0
8557,1
6704,1
10834,1
3736,1
14264,0
6486,0
14365,1
10452,1
3072,1
9868,1
641,1
12765,1
234,0
10670,1
5122,1
200,0
13638,1
7278,1
210,0
11520,0
13172,0
13750,1
13553,0
7351,1
8467,0
5312,1
2904,1
1055,1
1896,1
9958,0
846,0
5728,1
2527,0
8236,0
12778,1
6545,1
3694,1
10555,0
4393,0
7207,0
13702,1
10019,0
1308,1
4592,1
9394,1
8992,1
11660,1
8926,1
10267,1
5384,1
13633,1
10982,1
7507,1
7818,1
519,1
2939,1
8490,1
1,0
8303,1
9769,1
4279,0
15065,1
2703,0
10947,1
12120,1
6449,1
10810,1
9076,1
10796,0
4070,1
13811,1
11766,0
9934,0
11282,1
7982,1
4884,0
15182,1
4215,1
11862,1
7266,1
9782,1
4967,0
4205,0
3166,1
3787,1
8853,0
4623,1
9799,0
312,0
15136,1
1446,0
15230,1
14827,0
9650,0
4642,0
367,0
1761,1
11340,1
4390,1
1347,0
9135,0
11476,0
2343,1
6845,1
12460,1
7627,1
8840,1
4177,1
9943,1
8763,1
14564,1
180,0
742,1
3222,1
12088,0
6404,1
14597,1
13952,0
7268,1
1905,0
15162,1
4924,1
13371,0
13273,1
14367,0
12000,1
3073,0
12330,1
13411,1
7988,0
2866,0
14706,0
11724,0
2444,1
12745,1
2104,1
12062,1
12180,1
2070,1
11595,0
9679,1
8722,1
13160,1
1258,1
629,0
8140,1
2004,1
5702,1
10723,1
5918,1
14534,0
1669,1
4673,0
5548,1
10736,1
10701,1
2047,1
15404,0
5581,1
12613,0
9501,1
4891,0
4633,0
13802,1
6891,1
9699,0
14212,1
194,0
13922,1
12603,1
12247,1
4167,1
4152,0
10889,1
8570,1
11183,1
2250,0
13687,1
5088,0
5102,0
14407,1
4173,0
13180,1
2558,1
789,1
1461,0
1123,1
4186,1
9457,0
1948,1
9762,1
3920,0
9821,1
12995,1
12403,1
8780,1
15544,0
6908,1
6144,1
4425,1
8538,1
13015,1
5123,1
4397,0
8265,1
7648,1
4527,1
13534,1
3454,1
13018,1
13497,1
15471,1
8767,1
5180,1
15012,1
1752,1
13065,1
14161,1
14495,1
5026,1
10919,1
3134,1
14469,0
5995,1
8481,1
3601,1
14983,0
5832,1
10867,0
13150,1
7506,1
1168,1
9892,0
14984,0
6196,1
1445,0
8124,1
6227,1
5936,1
11324,1
7940,1
10007,1
1156,1
4368,1
11954,1
15066,0
1140,1
11033,1
6075,1
14343,1
6191,0
7722,1
11242,1
6023,1
3704,1
10678,1
2868,0
9295,1
56,1
13451,1
4968,0
13706,0
10964,0
15430,1
3466,1
3804,1
12632,1
12907,1
5764,0
6166,1
2220,0
12142,1
4959,0
7448,0
5305,1
2076,1
6699,0
9840,1
3847,1
4813,1
13154,1
11934,1
13781,0
1294,0
8721,1
620,0
6063,1
13663,1
12371,1
795,1
90,1
6777,0
3803,0
4449,0
4714,1
13757,1
7112,1
13020,1
225,0
6463,0
1128,0
87,0
985,1
15106,1
13230,1
11613,1
2752,1
5794,1
8409,1
4434,1
5491,0
1230,1
8492,1
8178,1
6655,0
14396,0
1267,0
11697,0
10470,1
14781,1
374,0
364,1
12229,1
569,1
12351,1
2426,0
11905,1
4294,0
13722,1
11210,1
9024,1
14773,1
11066,0
482,1
3350,1
6043,1
10021,1
10001,0
365,1
6966,0
14459,0
12537,1
11090,1
15233,1
13611,1
14298,1
9262,1
13755,0
7269,1
11424,1
13767,1
14007,1
10646,1
11995,1
14465,1
12463,0
15202,0
6809,1
5557,1
2881,1
12217,1
10702,1
13456,1
10087,1
5920,1
1774,0
11883,0
2671,1
7095,1
7554,1
10223,1
4586,1
6907,0
2732,1
10955,1
13711,0
1894,1
14059,0
12252,1
4560,1
4244,0
7918,1
4259,1
7430,1
14322,0
6759,1
7809,0
9764,0
11679,0
9331,1
6568,1
1212,1
6634,1
6947,1
753,1
7406,1
12105,1
14754,1
14258,1
1959,1
2069,1
10489,1
5502,1
14855,1
4587,1
4629,1
11365,1
8067,1
209,0
8918,1
1218,0
11854,1
15489,0
1587,0
15437,0
14687,1
14243,0
14041,0
1053,1
1142,1
13498,0
11916,1
12186,1
4071,1
13721,1
11375,1
3798,1
12664,1
8631,1
13765,0
15339,0
10174,1
3790,0
8901,0
15439,0
9278,1
9781,1
1433,0
12277,1
15466,0
10827,1
5756,1
1197,1
13404,1
13055,1
15296,0
12374,1
12691,1
1705,1
9427,1
5941,1
6737,0
12669,1
9153,0
5952,1
4563,1
3811,0
14424,0
2194,1
8005,0
1391,1
1697,0
5291,1
2393,1
8252,1
7203,1
13322,1
14434,0
14046,1
11545,0
1402,1
11451,1
3321,1
15406,1
2471,1
12987,1
6457,1
13804,0
10133,0
9339,1
14110,0
9815,1
2521,0
9634,1
2363,1
6218,1
2750,0
15456,1
13943,0
4342,0
1002,0
4385,0
3097,1
14455,1
10548,1
11853,1
13564,0
5051,1
9609,1
7676,1
3962,1
11857,1
6259,1
11257,0
11747,0
5083,1
1651,1
14330,0
12179,0
5248,0
9489,0
6569,1
14471,0
4249,0
8849,1
11579,1
387,0
878,0
1261,0
9625,1
2838,0
11732,0
13744,1
3371,1
13240,1
6461,0
1987,1
6374,0
2709,1
8734,1
7534,1
8340,0
3007,1
2534,0
2481,1
8573,1
12859,1
6913,1
15543,1
5289,1
735,1
8463,0
354,0
765,0
10273,1
6857,1
8510,1
12093,0
4662,1
14031,0
14969,0
13604,1
11200,1
8742,1
3518,1
8431,0
7494,1
12545,1
12959,1
2199,1
7589,1
8089,1
8249,1
2282,1
1098,0
1204,1
5768,0
11228,1
5353,0
4365,0
13753,1
2451,1
1914,0
10444,1
2093,1
6487,0
10704,1
6945,0
8942,1
7285,1
4411,1
6862,1
6047,1
1196,1
12385,0
14371,0
12379,1
8647,1
7119,1
14454,0
8154,1
15064,0
5695,1
8556,1
4539,1
5678,1
13586,0
8907,1
14959,1
5834,1
11970,1
2666,1
4290,1
7047,1
11745,0
14406,1
5118,1
1342,0
13045,1
11002,0
1942,1
9678,0
12884,1
7779,1
5828,0
3023,1
2264,1
5872,0
11438,1
7443,1
13219,1
6160,1
6246,1
6081,1
10488,1
9483,0
6139,1
9646,0
4057,0
6002,1
11698,1
1837,0
289,0
2279,1
6115,0
3595,1
7934,1
2067,1
1577,0
1523,0
2562,0
3795,1
14088,1
15368,1
8175,1
12395,1
14266,1
13164,0
14588,1
6498,0
13649,0
3735,1
13374,1
14798,0
1653,1
156,1
10404,1
12893,1
382,1
9099,1
1260,0
3116,1
7259,1
3578,1
8582,1
10428,1
12753,1
1902,1
5391,1
2387,0
1550,0
9177,0
9098,1
7164,1
13490,0
3945,1
754,1
11524,0
13429,0
1175,1
13316,1
8541,1
4636,0
14899,1
6074,1
15245,0
6262,1
981,0
11987,1
14724,1
4221,1
1988,1
14628,1
6422,1
1629,0
12195,0
4363,1
12615,1
13976,0
5979,1
10250,1
11962,1
7796,1
7286,1
1476,1
9190,0
5410,1
7439,1
9633,1
1857,0
2694,0
7264,0
1583,0
1454,1
14571,0
8528,1
2659,1
11611,1
10222,1
5498,1
14879,0
15214,1
10341,1
11150,1
10311,1
3753,0
7602,1
14629,1
14168,0
10095,1
8448,1
9805,0
1364,1
7388,0
12424,1
5350,1
14639,1
4495,0
8961,1
6445,1
10856,1
12462,0
483,1
9044,0
2145,1
2920,1
8451,1
1012,1
11860,1
2869,1
4076,1
11617,1
11436,1
3711,0
10213,1
10391,1
3911,1
8219,1
15049,1
2983,1
3298,1
7511,1
8523,1
13098,1
8725,0
12213,1
13790,1
13469,1
13710,0
3084,1
7860,0
3927,1
12329,1
6362,1
2100,1
1567,0
10558,0
10369,0
10945,1
1345,0
12689,1
4195,1
13905,1
9495,1
2777,0
13066,1
6142,1
3547,0
10956,1
8912,1
4370,1
12522,1
14341,1
7889,1
12802,1
1720,1
1786,0
1933,1
8105,1
12109,0
8923,1
8310,1
11678,0
13436,1
2228,0
8736,1
9170,1
1983,1
6330,1
5824,1
9159,1
8325,1
4790,1
7211,1
8592,1
3555,1
11463,1
1210,1
13421,1
1908,1
3339,1
5199,1
9327,1
8353,1
889,0
12290,1
7951,1
8056,1
12742,1
11636,1
5683,1
4679,1
5339,1
7453,1
4859,1
1925,1
11127,1
31,0
3370,1
6016,1
5112,1
7117,1
13483,0
11821,0
997,1
12225,0
14006,1
5251,1
5006,0
8660,1
12796,1
5888,1
1281,1
8356,1
2778,1
11711,0
8039,1
4229,0
7317,1
1779,0
8731,1
3865,1
2673,1
6464,1
15514,1
5593,0
6793,0
5601,1
13401,0
10864,0
14472,1
2649,0
2741,1
3024,0
10354,1
14278,1
11060,0
7006,1
8251,1
14593,1
2353,1
7421,1
7970,1
8732,1
5451,1
9463,0
83,0
6994,0
14272,1
9615,0
10904,1
8998,1
8469,0
6985,0
11555,1
523,0
2262,1
10338,1
13326,0
6609,1
15216,1
10607,1
8012,1
9742,1
11145,1
7137,0
15321,0
15152,1
4330,1
3793,0
9580,1
4367,1
646,0
10806,1
9169,0
6735,0
2184,1
10717,1
11817,0
2663,0
8130,0
10660,1
12337,1
2532,0
4271,0
10992,1
5389,0
2998,0
609,0
11570,1
1245,1
2446,1
14153,0
8812,1
5968,1
13263,0
11133,1
6531,0
1874,0
5705,1
4447,0
7255,0
10459,0
8591,1
10851,1
3759,1
13051,1
6812,0
9062,0
9739,1
12516,1
4912,1
8619,1
12166,1
5773,1
6620,0
3327,1
12618,1
8978,0
12977,0
10817,1
7524,1
11889,1
11928,1
4052,0
7234,0
690,1
13419,1
15172,1
1404,0
5654,1
1276,1
11977,1
12645,0
1922,1
1076,1
5337,0
4930,1
9283,1
4260,1
14699,1
3405,1
10506,1
12012,0
14604,1
7301,0
10432,1
9397,1
432,0
6041,1
14288,0
3470,0
7297,1
407,1
13256,1
3264,0
13949,0
8082,1
2322,0
1350,1
2987,1
263,0
2083,1
13934,0
8071,0
1592,0
11368,1
5717,1
115,1
14864,1
2438,1
5372,1
819,0
14337,0
11734,0
3806,0
11299,1
3148,1
1235,1
14497,1
8844,1
14636,1
9597,1
7431,1
13591,0
8626,1
6955,0
5869,0
1638,1
5664,1
11344,1
781,1
7289,1
5931,1
11781,0
3224,1
12780,1
10726,1
4111,1
6208,0
9125,1
14146,0
8601,1
4379,0
5172,1
13228,1
9478,0
6390,0
2256,0
14558,1
7968,1
10493,1
6316,1
4767,0
13251,0
5365,1
2470,0
6596,0
3430,1
5815,1
13128,1
11927,1
10035,0
37,1
13391,1
13515,1
6165,0
13091,1
816,1
10073,0
15340,0
6825,1
10397,1
7109,0
9997,0
2602,0
5065,1
7841,0
15018,0
13948,0
5432,1
10481,1
6554,0
7739,1
9265,1
11746,0
15311,1
9835,1
5570,1
668,0
3022,1
10429,1
258,0
14282,1
6022,1
1875,1
11459,1
3138,0
6911,0
12457,0
11107,1
8710,0
14606,1
4139,0
5799,0
10703,1
5087,1
6237,0
11105,1
6212,1
7529,1
6683,0
11130,1
2305,1
11519,1
13652,0
3372,1
3482,1
12697,1
6,1
12858,1
14994,1
2894,1
245,0
7115,1
12702,1
11687,0
11425,1
13999,1
96,1
10116,0
14817,1
7235,0
10238,1
2314,1
8497,1
10576,1
14283,0
3761,1
5292,1
8975,0
4124,1
957,0
7407,1
4471,0
2809,1
1237,1
1468,0
7671,1
13432,1
11769,0
2382,1
12646,0
12013,0
10949,1
14300,0
1864,1
4620,1
6888,1
11882,0
9124,0
14260,0
7980,1
11833,1
13340,1
1980,1
6745,1
12974,1
15309,1
11901,0
5054,1
5982,1
4744,1
8609,1
3145,1
982,1
4664,1
5588,0
11515,0
11135,0
3453,0
5616,1
10925,1
10462,1
3058,1
689,1
11655,1
3872,1
8612,0
6739,0
6782,0
5175,1
13001,1
2399,0
9608,0
12299,1
13969,1
13346,1
7276,0
13424,0
13434,1
8,0
14064,1
11143,1
